matchid,hometeamname,awayteamname,event,minute,phase,injuryminute,teamfromid,teamtoid,playerfromid,playertoid,time,matcheventattribute
2024470,Finland,Belgium,Foul,27,1,0,42,13,250019145,250023009,2021-06-21T19:26:18.04,
2024470,Finland,Belgium,FreeKick,27,1,0,13,,250064362,,2021-06-21T19:26:36.52,
2024470,Finland,Belgium,GoalAttemptOffTarget,32,1,0,13,,103335,,2021-06-21T19:31:05.287,
2024470,Finland,Belgium,GoalAttemptOffTarget,33,1,0,13,,250023009,,2021-06-21T19:32:58.207,
2024470,Finland,Belgium,GoalAttemptBlocked,34,1,0,13,,250113142,,2021-06-21T19:33:30.447,
2024470,Finland,Belgium,GoalAttemptSaved,34,1,0,42,,250005371,,2021-06-21T19:33:31.447,
2024470,Finland,Belgium,GoalAttemptOnTarget,37,1,0,13,,250010802,,2021-06-21T19:37:00.447,
2024470,Finland,Belgium,GoalAttemptSaved,37,1,0,42,,1907188,,2021-06-21T19:37:01.447,
2024470,Finland,Belgium,GoalAttemptBlocked,39,1,0,13,,250010802,,2021-06-21T19:38:45.12,
2024470,Finland,Belgium,GoalAttemptSaved,39,1,0,42,,250024143,,2021-06-21T19:38:46.12,
2024470,Finland,Belgium,Foul,40,1,0,13,42,250010802,250005371,2021-06-21T19:39:10.24,
2024470,Finland,Belgium,FreeKick,40,1,0,42,,1907188,,2021-06-21T19:39:38.12,
2024470,Finland,Belgium,GoalAttemptOnTarget,42,1,0,13,,250113142,,2021-06-21T19:41:27.847,
2024470,Finland,Belgium,GoalAttemptSaved,42,1,0,42,,1907188,,2021-06-21T19:41:28.847,
2024470,Finland,Belgium,Corner,43,1,0,13,,250008901,,2021-06-21T19:42:04.81,
2024470,Finland,Belgium,EndFirstHalf,45,1,2,,,,,2021-06-21T19:46:17.783,
2024470,Finland,Belgium,StartSecondHalf,45,2,0,,,,,2021-06-21T20:02:19.037,
2024470,Finland,Belgium,GoalAttemptBlocked,46,2,0,42,,250024153,,2021-06-21T20:02:35.927,
2024470,Finland,Belgium,GoalAttemptSaved,46,2,0,13,,71982,,2021-06-21T20:02:36.927,
2024470,Finland,Belgium,GoalAttemptBlocked,46,2,0,42,,103799,,2021-06-21T20:02:44.927,
2024470,Finland,Belgium,GoalAttemptSaved,46,2,0,13,,250064362,,2021-06-21T20:02:45.927,
2024470,Finland,Belgium,Corner,48,2,0,13,,250008901,,2021-06-21T20:05:17.843,
2024470,Finland,Belgium,Foul,50,2,0,42,13,69658,103335,2021-06-21T20:06:54.4,
2024470,Finland,Belgium,FreeKick,50,2,0,13,,103335,,2021-06-21T20:06:59.44,
2024470,Finland,Belgium,GoalAttemptOffTarget,51,2,0,13,,250064362,,2021-06-21T20:07:35.727,
2024470,Finland,Belgium,Corner,53,2,0,13,,1902160,,2021-06-21T20:09:53.183,
2024470,Finland,Belgium,GoalAttemptOffTarget,53,2,0,13,,1902160,,2021-06-21T20:10:10.407,
2024470,Finland,Belgium,GoalAttemptOnTarget,56,2,0,13,,250022315,,2021-06-21T20:12:33.567,
2024470,Finland,Belgium,GoalAttemptSaved,56,2,0,42,,1907188,,2021-06-21T20:12:34.567,
2024470,Finland,Belgium,Corner,58,2,0,13,,250008901,,2021-06-21T20:14:44.32,
2024470,Finland,Belgium,GoalAttemptOnTarget,58,2,0,13,,1902160,,2021-06-21T20:14:46.24,
2024470,Finland,Belgium,GoalAttemptSaved,58,2,0,42,,1907188,,2021-06-21T20:14:47.24,
2024470,Finland,Belgium,Foul,58,2,0,13,42,250022315,250056954,2021-06-21T20:15:00.6,
2024470,Finland,Belgium,Substitution,59,2,0,42,42,69658,1906969,2021-06-21T20:15:42.417,
2024470,Finland,Belgium,FreeKick,59,2,0,42,,72525,,2021-06-21T20:15:47.8,
2024470,Finland,Belgium,Foul,61,2,0,13,42,250064362,250024153,2021-06-21T20:17:35.28,
2024470,Finland,Belgium,FreeKick,61,2,0,42,,250024143,,2021-06-21T20:18:10.087,
2024470,Finland,Belgium,GoalAttemptOnTarget,62,2,0,42,,250056954,,2021-06-21T20:18:31.807,
2024470,Finland,Belgium,GoalAttemptSaved,62,2,0,13,,250011668,,2021-06-21T20:18:32.807,
2024470,Finland,Belgium,GoalAttemptOnTarget,63,2,0,13,,1902160,,2021-06-21T20:20:00.807,
2024470,Finland,Belgium,GoalAttemptSaved,63,2,0,42,,1907188,,2021-06-21T20:20:01,
2024470,Finland,Belgium,GoalAttemptBlocked,64,2,0,42,,250024153,,2021-06-21T20:20:48.167,
2024470,Finland,Belgium,GoalAttemptSaved,64,2,0,13,,250064362,,2021-06-21T20:20:49.167,
2024470,Finland,Belgium,Offside,65,2,0,13,,250010802,,2021-06-21T20:21:59.76,
2024470,Finland,Belgium,VarNotification,66,2,0,,,,,2021-06-21T20:22:53.537,"Incident=Goal,Reason=Offside,Status=SilentCheck"
2024470,Finland,Belgium,VarNotification,67,2,0,,,,,2021-06-21T20:23:49.973,"Incident=Goal,Reason=Offside,Status=OfficialReview"
2024470,Finland,Belgium,VarNotification,67,2,0,,,,,2021-06-21T20:23:59.843,"Incident=Goal,Reason=Offside,Result=NoGoal,Status=Changed"
2024470,Finland,Belgium,FreeKick,68,2,0,42,,1907188,,2021-06-21T20:24:23.487,
2024470,Finland,Belgium,Foul,69,2,0,13,42,250023009,250056954,2021-06-21T20:25:27.4,
2024470,Finland,Belgium,FreeKick,69,2,0,42,,1907188,,2021-06-21T20:26:01.567,
2024470,Finland,Belgium,Substitution,70,2,0,42,42,250024153,108470,2021-06-21T20:26:44.94,
2024470,Finland,Belgium,Substitution,70,2,0,42,42,250019145,250007328,2021-06-21T20:26:57.61,
2024470,Finland,Belgium,Foul,71,2,0,42,13,96371,250113142,2021-06-21T20:28:02.28,
2024470,Finland,Belgium,FreeKick,71,2,0,13,,250023009,,2021-06-21T20:28:14.6,
2024470,Finland,Belgium,GoalAttemptBlocked,72,2,0,13,,250010802,,2021-06-21T20:28:45.44,
2024470,Finland,Belgium,GoalAttemptSaved,72,2,0,42,,250005371,,2021-06-21T20:28:46.24,
2024470,Finland,Belgium,Corner,74,2,0,13,,250008901,,2021-06-21T20:31:02.35,
2024470,Finland,Belgium,Assist,74,2,0,13,,71982,,2021-06-21T20:31:04.48,
2024470,Finland,Belgium,OwnGoal,74,2,0,42,13,1907188,,2021-06-21T20:31:06.36,
2024470,Finland,Belgium,Substitution,75,2,0,13,13,250023009,250029318,2021-06-21T20:32:07.137,
2024470,Finland,Belgium,Substitution,75,2,0,13,13,250113142,250038932,2021-06-21T20:32:19.573,
2024470,Finland,Belgium,GoalAttemptOffTarget,76,2,0,13,,250008901,,2021-06-21T20:33:11.207,
2024470,Finland,Belgium,Foul,77,2,0,13,42,250038932,108470,2021-06-21T20:33:32.24,
2024470,Finland,Belgium,FreeKick,77,2,0,42,,250005371,,2021-06-21T20:33:38.927,
2024470,Finland,Belgium,GoalAttemptBlocked,78,2,0,42,,103799,,2021-06-21T20:34:29.807,
2024470,Finland,Belgium,GoalAttemptSaved,78,2,0,13,,250064362,,2021-06-21T20:34:30.807,
2024470,Finland,Belgium,Foul,78,2,0,42,13,250043060,1902160,2021-06-21T20:34:51.08,
2024470,Finland,Belgium,FreeKick,78,2,0,13,,250064362,,2021-06-21T20:35:07.72,
2024470,Finland,Belgium,GoalAttemptOffTarget,79,2,0,42,,250043060,,2021-06-21T20:35:38.087,
2024470,Finland,Belgium,Goal,81,2,0,13,,250010802,,2021-06-21T20:38:00.48,
2024470,Finland,Belgium,Foul,84,2,0,13,42,250038932,108470,2021-06-21T20:40:31.52,
2024470,Finland,Belgium,Substitution,84,2,0,13,13,250010802,1902165,2021-06-21T20:41:09.09,
2024470,Finland,Belgium,FreeKick,85,2,0,42,,1906969,,2021-06-21T20:41:23.647,
2024470,Finland,Belgium,GoalAttemptBlocked,85,2,0,42,,250007328,,2021-06-21T20:41:26.967,
2024470,Finland,Belgium,GoalAttemptSaved,85,2,0,13,,71982,,2021-06-21T20:41:27.967,
2024470,Finland,Belgium,GoalAttemptOffTarget,85,2,0,13,,1902160,,2021-06-21T20:41:47.207,
2024470,Finland,Belgium,Foul,86,2,0,42,13,103799,250022315,2021-06-21T20:42:55.2,
2024470,Finland,Belgium,FreeKick,86,2,0,13,,250022315,,2021-06-21T20:43:13.44,
2024470,Finland,Belgium,Substitution,90,2,1,13,13,250008901,250064188,2021-06-21T20:47:51.64,
2024470,Finland,Belgium,Substitution,90,2,1,42,42,250043060,250112095,2021-06-21T20:48:05.653,
2024470,Finland,Belgium,Substitution,90,2,1,42,42,103799,250066695,2021-06-21T20:48:11.753,
2024470,Finland,Belgium,EndSecondHalf,90,2,4,,,,,2021-06-21T20:50:56.17,
2024460,Finland,Russia,StartFirstHalf,0,1,0,,,,,2021-06-16T13:00:12.66,
2024460,Finland,Russia,GoalAttemptBlocked,1,1,0,57451,,250021669,,2021-06-16T13:00:41.467,
2024460,Finland,Russia,GoalAttemptSaved,1,1,0,42,,250005371,,2021-06-16T13:00:42.467,
2024460,Finland,Russia,Corner,2,1,0,57451,,250058227,,2021-06-16T13:01:15.35,
2024460,Finland,Russia,Offside,3,1,0,42,,250024153,,2021-06-16T13:03:08.46,
2024460,Finland,Russia,VarNotification,4,1,0,,,,,2021-06-16T13:03:36.023,"Incident=Goal,Reason=Offside,Status=SilentCheck"
2024460,Finland,Russia,VarNotification,4,1,0,,,,,2021-06-16T13:04:13.257,"Incident=Goal,Reason=Offside,Status=OfficialReview"
2024460,Finland,Russia,VarNotification,5,1,0,,,,,2021-06-16T13:04:16.723,"Incident=Goal,Reason=Offside,Result=NoGoal,Status=Changed"
2024460,Finland,Russia,FreeKick,5,1,0,57451,,250090101,,2021-06-16T13:04:20.06,
2024460,Finland,Russia,Foul,7,1,0,57451,42,250024491,250056954,2021-06-16T13:07:02.22,
2024460,Finland,Russia,FreeKick,8,1,0,42,,250056954,,2021-06-16T13:07:15.427,
2024460,Finland,Russia,GoalAttemptOffTarget,10,1,0,57451,,250021669,,2021-06-16T13:09:54.06,
2024460,Finland,Russia,Offside,13,1,0,57451,,97787,,2021-06-16T13:13:01.18,
2024460,Finland,Russia,FreeKick,14,1,0,42,,1907188,,2021-06-16T13:13:21.78,
2024460,Finland,Russia,Foul,17,1,0,42,57451,103799,250024491,2021-06-16T13:16:14.7,
2024460,Finland,Russia,FreeKick,17,1,0,57451,,250116727,,2021-06-16T13:16:32.707,
2024460,Finland,Russia,GoalAttemptBlocked,20,1,0,42,,250024153,,2021-06-16T13:20:06.74,
2024460,Finland,Russia,GoalAttemptSaved,20,1,0,57451,,250116727,,2021-06-16T13:20:07.74,
2024460,Finland,Russia,Corner,21,1,0,42,,250043060,,2021-06-16T13:20:47.143,
2024460,Finland,Russia,GoalAttemptOffTarget,21,1,0,42,,72525,,2021-06-16T13:20:51.22,
2024460,Finland,Russia,Foul,22,1,0,42,57451,250056954,250024491,2021-06-16T13:21:24.54,
2024460,Finland,Russia,YellowCard,22,1,0,42,,250056954,,2021-06-16T13:21:49.46,
2024460,Finland,Russia,FreeKick,22,1,0,57451,,250058228,,2021-06-16T13:21:59.467,
2024460,Finland,Russia,Substitution,26,1,0,57451,57451,250052963,250042589,2021-06-16T13:25:13.66,
2024460,Finland,Russia,Foul,27,1,0,57451,42,250058228,250056954,2021-06-16T13:26:39.1,
2024460,Finland,Russia,YellowCard,27,1,0,57451,,250058228,,2021-06-16T13:26:51.137,
2024460,Finland,Russia,FreeKick,27,1,0,42,,250005371,,2021-06-16T13:27:10.18,
2024460,Finland,Russia,GoalAttemptBlocked,29,1,0,57451,,97787,,2021-06-16T13:29:13.347,
2024460,Finland,Russia,GoalAttemptSaved,30,1,0,42,,250024143,,2021-06-16T13:29:14.347,
2024460,Finland,Russia,Corner,31,1,0,57451,,250058227,,2021-06-16T13:30:13.86,
2024460,Finland,Russia,GoalAttemptOffTarget,31,1,0,57451,,250116727,,2021-06-16T13:30:15.3,
2024460,Finland,Russia,Foul,31,1,0,57451,42,250111090,72525,2021-06-16T13:30:49.14,
2024460,Finland,Russia,FreeKick,31,1,0,42,,250005371,,2021-06-16T13:31:10.347,
2024460,Finland,Russia,Foul,32,1,0,42,57451,250043060,250058228,2021-06-16T13:31:34.02,
2024460,Finland,Russia,FreeKick,32,1,0,57451,,250090101,,2021-06-16T13:31:58.42,
2024460,Finland,Russia,Foul,34,1,0,57451,42,250021669,250056954,2021-06-16T13:33:25.46,
2024460,Finland,Russia,YellowCard,34,1,0,57451,,250021669,,2021-06-16T13:33:29.743,
2024460,Finland,Russia,FreeKick,34,1,0,42,,250024143,,2021-06-16T13:33:55.62,
2024460,Finland,Russia,GoalAttemptOffTarget,36,1,0,57451,,250021669,,2021-06-16T13:35:15.827,
2024460,Finland,Russia,Corner,39,1,0,57451,,250058227,,2021-06-16T13:38:17.35,
2024460,Finland,Russia,Foul,39,1,0,57451,42,250116727,1906969,2021-06-16T13:38:20.02,
2024460,Finland,Russia,FreeKick,39,1,0,42,,1907188,,2021-06-16T13:38:55.3,
2024460,Finland,Russia,Foul,40,1,0,57451,42,250058228,103799,2021-06-16T13:39:57.34,
2024460,Finland,Russia,FreeKick,41,1,0,42,,250024143,,2021-06-16T13:40:36.027,
2024460,Finland,Russia,Foul,41,1,0,42,57451,250005371,97787,2021-06-16T13:40:44.94,
2024460,Finland,Russia,FreeKick,41,1,0,57451,,250024491,,2021-06-16T13:40:59.22,
2024460,Finland,Russia,Goal,45,1,2,57451,,250083244,,2021-06-16T13:46:38.867,
2024460,Finland,Russia,GoalAttemptOnTarget,45,1,4,57451,,97787,,2021-06-16T13:49:12.267,
2024460,Finland,Russia,GoalAttemptSaved,45,1,4,42,,1907188,,2021-06-16T13:49:13.267,
2024460,Finland,Russia,GoalAttemptOffTarget,45,1,5,42,,250024153,,2021-06-16T13:49:55.707,
2024460,Finland,Russia,Foul,45,1,6,42,57451,250024153,250105976,2021-06-16T13:50:58.58,
2024460,Finland,Russia,EndFirstHalf,45,1,7,,,,,2021-06-16T13:51:24.037,
2024460,Finland,Russia,StartSecondHalf,45,2,0,,,,,2021-06-16T14:06:26.317,
2024460,Finland,Russia,Foul,46,2,0,57451,42,250058228,250056954,2021-06-16T14:06:52.82,
2024460,Finland,Russia,FreeKick,46,2,0,42,,250056954,,2021-06-16T14:07:06.707,
2024460,Finland,Russia,Foul,48,2,0,42,57451,103799,250058227,2021-06-16T14:08:39.78,
2024460,Finland,Russia,FreeKick,48,2,0,57451,,250058227,,2021-06-16T14:08:51.867,
2024460,Finland,Russia,Foul,48,2,0,57451,42,250058227,96371,2021-06-16T14:09:24.34,
2024460,Finland,Russia,FreeKick,49,2,0,42,,96371,,2021-06-16T14:09:29.787,
2024460,Finland,Russia,GoalAttemptBlocked,49,2,0,42,,103799,,2021-06-16T14:10:06.3,
2024460,Finland,Russia,GoalAttemptSaved,49,2,0,57451,,250116727,,2021-06-16T14:10:07.3,
2024460,Finland,Russia,GoalAttemptBlocked,51,2,0,42,,250024153,,2021-06-16T14:11:57.5,
2024460,Finland,Russia,GoalAttemptSaved,51,2,0,57451,,250105976,,2021-06-16T14:11:58.3,
2024460,Finland,Russia,GoalAttemptOffTarget,52,2,0,57451,,250058227,,2021-06-16T14:12:36.227,
2024460,Finland,Russia,GoalAttemptOnTarget,53,2,0,42,,103799,,2021-06-16T14:14:20.707,
2024460,Finland,Russia,GoalAttemptSaved,53,2,0,57451,,250090101,,2021-06-16T14:14:21.707,
2024460,Finland,Russia,GoalAttemptBlocked,56,2,0,42,,250043060,,2021-06-16T14:17:02.907,
2024460,Finland,Russia,GoalAttemptSaved,56,2,0,57451,,250105976,,2021-06-16T14:17:03.907,
2024460,Finland,Russia,GoalAttemptBlocked,60,2,0,42,,250024153,,2021-06-16T14:20:57.267,
2024460,Finland,Russia,GoalAttemptSaved,60,2,0,57451,,250116727,,2021-06-16T14:20:58.267,
2024460,Finland,Russia,Foul,60,2,0,42,57451,1906969,250083244,2021-06-16T14:21:03.38,
2024460,Finland,Russia,Substitution,61,2,0,57451,57451,250021669,250058763,2021-06-16T14:21:46.783,
2024460,Finland,Russia,FreeKick,61,2,0,57451,,250058763,,2021-06-16T14:21:55.78,
2024460,Finland,Russia,GoalAttemptBlocked,61,2,0,57451,,97787,,2021-06-16T14:22:09.747,
2024460,Finland,Russia,GoalAttemptSaved,61,2,0,42,,250024143,,2021-06-16T14:22:10.747,
2024460,Finland,Russia,GoalAttemptOffTarget,61,2,0,57451,,250058227,,2021-06-16T14:22:12.427,
2024460,Finland,Russia,Foul,65,2,0,57451,42,250024491,103799,2021-06-16T14:25:40.86,
2024460,Finland,Russia,FreeKick,65,2,0,42,,96371,,2021-06-16T14:25:51.74,
2024460,Finland,Russia,Foul,65,2,0,57451,42,250024491,250043060,2021-06-16T14:26:17.18,
2024460,Finland,Russia,FreeKick,65,2,0,42,,72525,,2021-06-16T14:26:22.38,
2024460,Finland,Russia,GoalAttemptOffTarget,66,2,0,57451,,250058763,,2021-06-16T14:26:55.827,
2024460,Finland,Russia,Substitution,67,2,0,42,42,1906969,108470,2021-06-16T14:28:11.037,
2024460,Finland,Russia,GoalAttemptOffTarget,68,2,0,42,,108470,,2021-06-16T14:28:58.347,
2024460,Finland,Russia,Skill,70,2,0,42,,103799,,2021-06-16T14:31:11.74,
2024460,Finland,Russia,GoalAttemptOnTarget,72,2,0,57451,,250111090,,2021-06-16T14:32:52.867,
2024460,Finland,Russia,GoalAttemptSaved,72,2,0,42,,1907188,,2021-06-16T14:32:53.867,
2024460,Finland,Russia,Corner,73,2,0,57451,,250058227,,2021-06-16T14:33:33.7,
2024460,Finland,Russia,GoalAttemptBlocked,73,2,0,42,,108470,,2021-06-16T14:34:26.707,
2024460,Finland,Russia,GoalAttemptSaved,74,2,0,57451,,250024491,,2021-06-16T14:34:27.707,
2024460,Finland,Russia,Foul,74,2,0,42,,250056954,,2021-06-16T14:34:32.54,
2024460,Finland,Russia,FreeKick,74,2,0,57451,,250116727,,2021-06-16T14:34:46.7,
2024460,Finland,Russia,Substitution,75,2,0,42,42,96371,250052541,2021-06-16T14:36:02.667,
2024460,Finland,Russia,Substitution,75,2,0,42,42,103799,250088728,2021-06-16T14:36:10.787,
2024460,Finland,Russia,Foul,76,2,0,42,57451,250024153,250105976,2021-06-16T14:36:56.02,
2024460,Finland,Russia,FreeKick,77,2,0,57451,,250105976,,2021-06-16T14:37:50.507,
2024460,Finland,Russia,Foul,81,2,0,57451,42,97787,72525,2021-06-16T14:41:44.9,
2024460,Finland,Russia,FreeKick,81,2,0,42,,250005371,,2021-06-16T14:42:09.38,
2024460,Finland,Russia,Offside,82,2,0,42,,250052541,,2021-06-16T14:42:33.34,
2024460,Finland,Russia,FreeKick,82,2,0,57451,,250090101,,2021-06-16T14:43:08.667,
2024460,Finland,Russia,Offside,83,2,0,57451,,97787,,2021-06-16T14:43:57.66,
2024460,Finland,Russia,FreeKick,83,2,0,42,,250056954,,2021-06-16T14:44:06.54,
2024460,Finland,Russia,Foul,84,2,0,42,57451,108470,250024491,2021-06-16T14:44:32.62,
2024460,Finland,Russia,Substitution,85,2,0,57451,57451,97787,250118442,2021-06-16T14:45:55.697,
2024460,Finland,Russia,Substitution,85,2,0,42,42,72525,250066695,2021-06-16T14:46:00.72,
2024460,Finland,Russia,Substitution,85,2,0,57451,57451,250083244,250135265,2021-06-16T14:46:04.383,
2024460,Finland,Russia,FreeKick,85,2,0,57451,,250105976,,2021-06-16T14:46:11.107,
2024460,Finland,Russia,Foul,86,2,0,42,57451,108470,250058228,2021-06-16T14:46:29.62,
2024460,Finland,Russia,FreeKick,86,2,0,57451,,250058228,,2021-06-16T14:46:35.06,
2024460,Finland,Russia,GoalAttemptOffTarget,87,2,0,57451,,250024491,,2021-06-16T14:48:11.147,
2024460,Finland,Russia,Foul,88,2,0,57451,42,250105976,250052541,2021-06-16T14:48:50.657,
2024460,Finland,Russia,YellowCard,88,2,0,57451,,250105976,,2021-06-16T14:49:06.177,
2024460,Finland,Russia,FreeKick,89,2,0,42,,250043060,,2021-06-16T14:49:35.347,
2024460,Finland,Russia,GoalAttemptOffTarget,89,2,0,42,,250005371,,2021-06-16T14:49:39.46,
2024460,Finland,Russia,Foul,89,2,0,42,57451,250024143,250118442,2021-06-16T14:50:14.62,
2024460,Finland,Russia,YellowCard,90,2,0,42,,250024143,,2021-06-16T14:50:30.48,
2024460,Finland,Russia,FreeKick,90,2,1,57451,,250116727,,2021-06-16T14:52:20.307,
2024460,Finland,Russia,GoalAttemptOffTarget,90,2,3,57451,,250058763,,2021-06-16T14:54:03.627,
2024460,Finland,Russia,EndSecondHalf,90,2,7,,,,,2021-06-16T14:58:17.237,
2024456,France,Germany,StartFirstHalf,0,1,0,,,,,2021-06-15T19:00:02.727,NA
2024456,France,Germany,Foul,3,1,0,43,47,250097248,250003318,2021-06-15T19:02:25.447,NA
2024456,France,Germany,FreeKick,4,1,0,47,,250005335,,2021-06-15T19:03:05.463,NA
2024456,France,Germany,GoalAttemptOffTarget,4,1,0,47,,106587,,2021-06-15T19:03:07.503,NA
2024456,France,Germany,Foul,4,1,0,43,47,250015808,103147,2021-06-15T19:03:43.287,NA
2024456,France,Germany,FreeKick,4,1,0,47,,250062606,,2021-06-15T19:03:56.503,NA
2024456,France,Germany,Foul,7,1,0,47,43,250070417,250063803,2021-06-15T19:06:15.727,NA
2024456,France,Germany,YellowCard,7,1,0,47,,250070417,,2021-06-15T19:06:28.32,NA
2024456,France,Germany,FreeKick,7,1,0,43,,250064583,,2021-06-15T19:06:44.463,NA
2024456,France,Germany,Foul,11,1,0,47,43,250041770,250015808,2021-06-15T19:10:36.487,NA
2024456,France,Germany,FreeKick,11,1,0,43,,250025891,,2021-06-15T19:10:50.727,NA
2024456,France,Germany,Offside,15,1,0,47,,250003318,,2021-06-15T19:14:04.287,NA
2024456,France,Germany,FreeKick,15,1,0,43,,250053905,,2021-06-15T19:14:07.487,NA
2024456,France,Germany,Corner,16,1,0,43,,250019498,,2021-06-15T19:15:28.793,NA
2024456,France,Germany,GoalAttemptOffTarget,16,1,0,43,,250015808,,2021-06-15T19:15:30.183,NA
2024456,France,Germany,GoalAttemptOnTarget,17,1,0,43,,250076574,,2021-06-15T19:16:39.543,NA
2024456,France,Germany,GoalAttemptSaved,17,1,0,47,,97923,,2021-06-15T19:16:40.543,NA
2024456,France,Germany,Corner,18,1,0,43,,250019498,,2021-06-15T19:17:11.56,NA
2024456,France,Germany,OwnGoal,20,1,0,47,43,106587,,2021-06-15T19:19:43.447,NA
2024456,France,Germany,GoalAttemptOffTarget,22,1,0,47,,250003318,,2021-06-15T19:21:54.143,NA
2024456,France,Germany,Foul,24,1,0,43,47,250097248,250005335,2021-06-15T19:23:21.807,NA
2024456,France,Germany,GoalAttemptBlocked,25,1,0,47,,103147,,2021-06-15T19:24:28.703,NA
2024456,France,Germany,GoalAttemptSaved,25,1,0,43,,250015808,,2021-06-15T19:24:29.383,NA
2024456,France,Germany,Foul,26,1,0,43,47,250015808,250003318,2021-06-15T19:25:52.487,NA
2024456,France,Germany,GoalAttemptOffTarget,27,1,0,47,,103147,,2021-06-15T19:26:53.183,NA
2024456,France,Germany,Foul,30,1,0,47,43,103147,250015808,2021-06-15T19:29:27.887,NA
2024456,France,Germany,FreeKick,30,1,0,43,,250015808,,2021-06-15T19:29:34.743,NA
2024456,France,Germany,Skill,31,1,0,43,,250015808,,2021-06-15T19:30:06.04,NA
2024456,France,Germany,Foul,35,1,0,47,43,250087938,250025891,2021-06-15T19:34:18.607,NA
2024456,France,Germany,Skill,35,1,0,43,,250025891,,2021-06-15T19:34:29.353,NA
2024456,France,Germany,FreeKick,35,1,0,43,,250025891,,2021-06-15T19:34:53.903,NA
2024456,France,Germany,Corner,36,1,0,43,,250019498,,2021-06-15T19:35:51.447,NA
2024456,France,Germany,GoalAttemptOffTarget,38,1,0,47,,250005335,,2021-06-15T19:37:16.703,NA
2024456,France,Germany,Foul,40,1,0,47,43,250070417,250063803,2021-06-15T19:39:05.127,NA
2024456,France,Germany,FreeKick,41,1,0,43,,93846,,2021-06-15T19:40:05.543,NA
2024456,France,Germany,GoalAttemptBlocked,42,1,0,47,,250087938,,2021-06-15T19:41:19.223,NA
2024456,France,Germany,GoalAttemptSaved,42,1,0,43,,250025891,,2021-06-15T19:41:19.783,NA
2024456,France,Germany,Foul,43,1,0,47,43,103147,250015808,2021-06-15T19:42:20.207,NA
2024456,France,Germany,FreeKick,43,1,0,43,,250015808,,2021-06-15T19:42:39.303,NA
2024456,France,Germany,Offside,44,1,0,43,,250015808,,2021-06-15T19:43:46.287,NA
2024456,France,Germany,FreeKick,45,1,0,47,,250028211,,2021-06-15T19:44:22.847,NA
2024456,France,Germany,EndFirstHalf,45,1,2,,,,,2021-06-15T19:46:04.457,NA
2024456,France,Germany,StartSecondHalf,45,2,0,,,,,2021-06-15T20:01:55.487,NA
2024456,France,Germany,Offside,51,2,0,43,,250076574,,2021-06-15T20:07:01.687,NA
2024456,France,Germany,FreeKick,51,2,0,47,,106587,,2021-06-15T20:07:07.527,NA
2024456,France,Germany,Foul,51,2,0,47,43,250005335,250015808,2021-06-15T20:07:43.487,NA
2024456,France,Germany,FreeKick,52,2,0,43,,250025891,,2021-06-15T20:08:09.823,NA
2024456,France,Germany,GoalAttemptPost,52,2,0,43,,250053905,,2021-06-15T20:08:19.503,NA
2024456,France,Germany,GoalAttemptOffTarget,54,2,0,47,,250041770,,2021-06-15T20:10:13.543,NA
2024456,France,Germany,Foul,55,2,0,43,47,250097248,250070417,2021-06-15T20:11:06.087,NA
2024456,France,Germany,FreeKick,55,2,0,47,,103147,,2021-06-15T20:11:32.543,NA
2024456,France,Germany,GoalAttemptBlocked,56,2,0,47,,250003318,,2021-06-15T20:12:44.183,NA
2024456,France,Germany,GoalAttemptSaved,56,2,0,43,,250025891,,2021-06-15T20:12:44.223,NA
2024456,France,Germany,Skill,56,2,0,47,,250055962,,2021-06-15T20:12:53.127,NA
2024456,France,Germany,Foul,58,2,0,47,43,250062606,250081921,2021-06-15T20:14:49.007,NA
2024456,France,Germany,FreeKick,61,2,0,43,,93846,,2021-06-15T20:17:31.047,NA
2024456,France,Germany,Corner,62,2,0,47,,250070417,,2021-06-15T20:18:20.187,NA
2024456,France,Germany,Corner,64,2,0,47,,250070417,,2021-06-15T20:20:03.96,NA
2024456,France,Germany,GoalAttemptBlocked,65,2,0,43,,93321,,2021-06-15T20:21:53.167,NA
2024456,France,Germany,GoalAttemptSaved,65,2,0,47,,106587,,2021-06-15T20:21:54.167,NA
2024456,France,Germany,Offside,66,2,0,43,,250076574,,2021-06-15T20:22:46.807,NA
2024456,France,Germany,FreeKick,67,2,0,47,,97923,,2021-06-15T20:23:09.887,NA
2024456,France,Germany,Corner,70,2,0,47,,250070417,,2021-06-15T20:25:57.917,NA
2024456,France,Germany,GoalAttemptOnTarget,70,2,0,47,,250028211,,2021-06-15T20:25:59.783,NA
2024456,France,Germany,GoalAttemptSaved,70,2,0,43,,93846,,2021-06-15T20:26:01.767,NA
2024456,France,Germany,Corner,70,2,0,47,,103147,,2021-06-15T20:26:55.72,NA
2024456,France,Germany,Substitution,74,2,0,47,47,250041770,250049183,2021-06-15T20:29:56.723,NA
2024456,France,Germany,Substitution,74,2,0,47,47,250087938,250063984,2021-06-15T20:30:17.783,NA
2024456,France,Germany,FreeKick,74,2,0,43,,250081921,,2021-06-15T20:30:27.063,NA
2024456,France,Germany,Skill,81,2,0,43,,250015808,,2021-06-15T20:37:29.527,NA
2024456,France,Germany,Foul,82,2,0,43,47,250063803,250070417,2021-06-15T20:38:02.447,NA
2024456,France,Germany,FreeKick,82,2,0,47,,250070417,,2021-06-15T20:38:12.583,NA
