matchid,hometeamname,awayteamname,teamid,teamname,ishometeam,isawayteam,statsid,statsname,value,rank
2024450,Belgium,Russia,57451,Russia,false,true,165,Goalkeeper kicks completed long,3,1
2024450,Belgium,Russia,57451,Russia,false,true,166,Goalkeeper kicks completed %,83,2
2024450,Belgium,Russia,57451,Russia,false,true,167,Played Time,01:36:00.9890000,1
2024450,Belgium,Russia,57451,Russia,false,true,168,Fouls suffered,8,2
2024450,Belgium,Russia,57451,Russia,false,true,171,Fouls committed own half,2,2
2024450,Belgium,Russia,57451,Russia,false,true,172,Fouls committed opposite half,9,1
2024450,Belgium,Russia,57451,Russia,false,true,173,Fouls suffered own half,2,2
2024450,Belgium,Russia,57451,Russia,false,true,174,Fouls suffered opposite half,6,1
2024450,Belgium,Russia,57451,Russia,false,true,175,Penalty fouls,0,1
2024450,Belgium,Russia,57451,Russia,false,true,176,Handball,1,1
2024450,Belgium,Russia,57451,Russia,false,true,177,Simulation,0,1
2024450,Belgium,Russia,57451,Russia,false,true,181,Offsides suffered,0,2
2024450,Belgium,Russia,57451,Russia,false,true,182,Distance covered in low activity (m),62507,1
2024450,Belgium,Russia,57451,Russia,false,true,183,Distance covered in medium activity (m),21284,1
2024450,Belgium,Russia,57451,Russia,false,true,184,Distance covered in high activity (m),23372,1
2024450,Belgium,Russia,57451,Russia,false,true,185,Distance covered in very high activity (m),7955,1
2024450,Belgium,Russia,57451,Russia,false,true,186,Distance covered in low activity (%),54,2
2024450,Belgium,Russia,57451,Russia,false,true,187,Distance covered in medium activity (%),19,2
2024450,Belgium,Russia,57451,Russia,false,true,188,Distance covered in high activity (%),20,1
2024450,Belgium,Russia,57451,Russia,false,true,189,Distance covered in very high activity (%),7,1
2024450,Belgium,Russia,57451,Russia,false,true,190,Average distance covered,11043,1
2024450,Belgium,Russia,57451,Russia,false,true,191,Average distance covered in low activity,5820,1
2024450,Belgium,Russia,57451,Russia,false,true,192,Average distance covered in medium activity,2107,1
2024450,Belgium,Russia,57451,Russia,false,true,193,Average distance covered in high activity,2323,1
2024450,Belgium,Russia,57451,Russia,false,true,194,Average distance covered in very high activity covered,793,1
2024450,Belgium,Russia,57451,Russia,false,true,195,Time spent in low activity (%),80,2
2024450,Belgium,Russia,57451,Russia,false,true,196,Time spent in medium activity (%),10,1
2024450,Belgium,Russia,57451,Russia,false,true,197,Time spent in high activity (%),8,1
2024450,Belgium,Russia,57451,Russia,false,true,198,Time spent in very high activity (%),2,1
2024450,Belgium,Russia,57451,Russia,false,true,202,Time spent in low activity,13:55:42.3200000,2
2024450,Belgium,Russia,57451,Russia,false,true,203,Time spent in medium activity,01:42:58.8800000,1
2024450,Belgium,Russia,57451,Russia,false,true,204,Time spent in high activity,01:25:55.2400000,1
2024450,Belgium,Russia,57451,Russia,false,true,205,Time spent in very high activity,00:20:49.0800000,1
2024450,Belgium,Russia,57451,Russia,false,true,206,Sprints,365,1
2024450,Belgium,Russia,57451,Russia,false,true,219,Assists,0,2
2024450,Belgium,Russia,57451,Russia,false,true,220,Distance covered (Km),115.11,1
2024450,Belgium,Russia,57451,Russia,false,true,221,Distance covered in possession (Km),33.78,2
2024450,Belgium,Russia,57451,Russia,false,true,638,Matches played,1,1
2024450,Belgium,Russia,57451,Russia,false,true,639,Goals on set pieces,0,1
2024450,Belgium,Russia,57451,Russia,false,true,644,Attempts blocked outside penalty area,0,2
2024450,Belgium,Russia,57451,Russia,false,true,646,Distance covered not in possession (m),58140,1
2024450,Belgium,Russia,57451,Russia,false,true,647,Distance covered not in possession (Km),58.13,1
2024450,Belgium,Russia,57451,Russia,false,true,648,Attempts set pieces,1,1
2024450,Belgium,Russia,57451,Russia,false,true,649,Attempts in open play,4,2
2024450,Belgium,Russia,57451,Russia,false,true,650,Attempts on throw in,0,1
2024450,Belgium,Russia,57451,Russia,false,true,651,Saves on attempts inside penalty area,1,1
2024450,Belgium,Russia,57451,Russia,false,true,652,Saves on attempts outside penalty area,0,1
2024450,Belgium,Russia,57451,Russia,false,true,682,Team average speed,7.0,1
2024450,Belgium,Russia,57451,Russia,false,true,683,Big Chances,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,1,Goals,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,2,Ball Possession,50,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,3,Total Attempts,11,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,4,Attempts on target,2,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,5,Attempts off target,6,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,6,Attempts against woodwork,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,11,Attempts Accuracy,18,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,12,Corners,4,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,13,Offsides,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,14,Saves,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,17,Tackles won,3,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,18,Clearances,17,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,19,Recovered balls,39,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,20,Fouls committed,7,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,21,Yellow cards,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,22,Red cards,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,23,Passes completed,364,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,24,Passes accuracy,82,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,27,Distance covered (m),101193,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,28,Distance covered in possession (m),37637,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,29,Top Speed (Km/h),31,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,32,Own-goals,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,33,Goals scored,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,34,Goals conceded,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,35,Own-goals for,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,36,Goals scored by right foot,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,37,Goals scored by left foot,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,38,Goals scored by head,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,39,Goals scored by backheel,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,40,Goals scored by other part of body,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,41,Goals scored in open play,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,42,Goals scored on direct free-kcik,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,43,Goals scored on indirect free-kcik,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,44,Goals scored on penalty,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,45,Goals on corner,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,46,Goals scored in penalty area,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,47,Goals scored outside penalty area,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,48,Goals on penalty phase,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,49,Goals in open play from centre,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,50,Goals in open play from left,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,51,Goals in open play from right,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,52,Attempts blocked,3,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,53,Attempts on bar,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,54,Attempts on post,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,55,Woodwork (after deflection),0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,56,Attempts on direct free kick,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,57,Attempts on indirect free kick,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,58,Attempts from corner,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,59,Attempts on target in penalty area,2,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,60,Attempts on target outside penalty area,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,61,Attempts off target in penalty area,2,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,62,Attempts off target outside penalty area,4,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,63,Attempts in open play from centre,9,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,64,Attempts in open play from left,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,65,Attempts in open play from right,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,67,Free kicks on goal,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,68,Instance of possession,194,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,69,Ball not in play,01:07:51.2120000,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,70,Crosses attempted,18,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,71,Crosses short,2,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,72,Crosses medium,9,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,73,Crosses long,7,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,74,Crosses completed,3,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,75,Crosses completed short,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,76,Crosses completed medium,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,77,Crosses completed long,2,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,78,Corners short,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,79,Corners medium,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,80,Corners long,2,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,81,Corners completed,3,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,82,Corners completed short,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,83,Corners completed medium,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,84,Corners completed long,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,85,Dribbling,10,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,86,Passes attempted,443,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,87,Passes attempted short,90,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,88,Passes attempted medium,287,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,89,Passes attempted long,66,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,90,Passes completed short,71,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,91,Passes completed medium,253,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,92,Passes completed long,40,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,93,Passes received,364,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,94,Passes received short,71,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,95,Passes received medium,253,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,96,Passes received long,40,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,97,Passes accuracy short,0.789,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,98,Passes accuracy medium,0.882,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,99,Passes accuracy long,0.606,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,102,Passes completed forward,90,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,103,Passes completed backward,66,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,104,Passes completed left,105,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,105,Passes completed right,103,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,106,Passes per instance of possession,2.284,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,107,Delivery into attacking third,27,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,108,Delivery into key play area,10,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,109,Delivery into penalty area,9,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,110,Delivery into goal area,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,115,Solo run into attacking third,11,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,116,Solo run into key play area,9,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,117,Solo run into penalty area,6,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,118,Total Attacks,35,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,119,Attacks from centre,5,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,120,Attacks from right,10,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,121,Attacks from left,20,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,122,Organized attack,24,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,123,Counter attack,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,124,Clearances successful,10,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,125,Clearances unsuccesful,7,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,126,Tackles,9,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,127,Tackles lost,6,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,128,Tackles performed gaining the ball,5,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,129,Tackles performed not gaining the ball,4,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,130,Tackles suffered,13,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,131,Tackles suffered losing the ball,5,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,132,Tackles suffered not losing the ball,8,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,133,Lost balls,74,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,136,Lost balls own half,41,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,137,Lost balls opposite half,31,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,138,Change of possession,178,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,140,Blocks,3,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,141,Throw-in,30,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,142,Goals conceded from open play,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,143,Goals conceded from set pieces,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,144,Goals conceded in penalty area,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,145,Goals conceded outside penalty area,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,146,Saves in open play,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,147,Saves on set pieces,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,148,Saves on direct free kick,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,149,Saves on indirect free kick,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,150,Saves on penalty,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,151,Saves on corner,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,152,Saves in open play from centre,3,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,153,Saves in open play from left,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,154,Saves in open play from right,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,155,Punches,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,156,High Claims,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,157,Low Claims,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,158,Goalkeeper kicks attempted,10,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,159,Goalkeeper kicks short,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,160,Goalkeeper kicks medium,6,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,161,Goalkeeper kicks long,3,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,162,Goalkeeper kicks completed,8,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,163,Goalkeeper kicks completed short,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,164,Goalkeeper kicks completed medium,6,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,165,Goalkeeper kicks completed long,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,166,Goalkeeper kicks completed %,80,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,167,Played Time,01:36:40.3190000,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,168,Fouls suffered,12,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,171,Fouls committed own half,4,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,172,Fouls committed opposite half,3,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,173,Fouls suffered own half,6,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,174,Fouls suffered opposite half,6,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,175,Penalty fouls,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,176,Handball,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,177,Simulation,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,181,Offsides suffered,2,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,182,Distance covered in low activity (m),56073,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,183,Distance covered in medium activity (m),16580,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,184,Distance covered in high activity (m),19740,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,185,Distance covered in very high activity (m),8800,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,186,Distance covered in low activity (%),55,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,187,Distance covered in medium activity (%),16,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,188,Distance covered in high activity (%),20,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,189,Distance covered in very high activity (%),9,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,190,Average distance covered,9813,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,191,Average distance covered in low activity,5325,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,192,Average distance covered in medium activity,1642,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,193,Average distance covered in high activity,1967,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,194,Average distance covered in very high activity covered,879,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,195,Time spent in low activity (%),82,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,196,Time spent in medium activity (%),9,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,197,Time spent in high activity (%),7,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,198,Time spent in very high activity (%),2,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,202,Time spent in low activity,13:33:00.4000000,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,203,Time spent in medium activity,01:18:56.3200000,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,204,Time spent in high activity,01:11:18.5200000,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,205,Time spent in very high activity,00:22:23.4800000,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,206,Sprints,371,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,219,Assists,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,220,Distance covered (Km),101.19,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,221,Distance covered in possession (Km),37.63,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,638,Matches played,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,639,Goals on set pieces,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,644,Attempts blocked outside penalty area,1,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,646,Distance covered not in possession (m),41289,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,647,Distance covered not in possession (Km),41.28,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,648,Attempts set pieces,1,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,649,Attempts in open play,10,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,650,Attempts on throw in,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,651,Saves on attempts inside penalty area,0,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,652,Saves on attempts outside penalty area,0,1
2024462,Croatia,Czech Republic,56370,Croatia,true,false,682,Team average speed,6.2,2
2024462,Croatia,Czech Republic,56370,Croatia,true,false,683,Big Chances,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,1,Goals,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,2,Ball Possession,50,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,3,Total Attempts,11,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,4,Attempts on target,1,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,5,Attempts off target,7,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,6,Attempts against woodwork,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,11,Attempts Accuracy,9,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,12,Corners,4,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,13,Offsides,2,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,14,Saves,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,17,Tackles won,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,18,Clearances,23,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,19,Recovered balls,43,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,20,Fouls committed,12,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,21,Yellow cards,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,22,Red cards,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,23,Passes completed,371,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,24,Passes accuracy,81,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,27,Distance covered (m),113982,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,28,Distance covered in possession (m),43743,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,29,Top Speed (Km/h),31.7,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,32,Own-goals,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,33,Goals scored,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,34,Goals conceded,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,35,Own-goals for,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,36,Goals scored by right foot,0,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,37,Goals scored by left foot,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,38,Goals scored by head,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,39,Goals scored by backheel,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,40,Goals scored by other part of body,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,41,Goals scored in open play,0,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,42,Goals scored on direct free-kcik,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,43,Goals scored on indirect free-kcik,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,44,Goals scored on penalty,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,45,Goals on corner,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,46,Goals scored in penalty area,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,47,Goals scored outside penalty area,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,48,Goals on penalty phase,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,49,Goals in open play from centre,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,50,Goals in open play from left,0,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,51,Goals in open play from right,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,52,Attempts blocked,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,53,Attempts on bar,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,54,Attempts on post,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,55,Woodwork (after deflection),0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,56,Attempts on direct free kick,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,57,Attempts on indirect free kick,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,58,Attempts from corner,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,59,Attempts on target in penalty area,1,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,60,Attempts on target outside penalty area,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,61,Attempts off target in penalty area,5,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,62,Attempts off target outside penalty area,2,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,63,Attempts in open play from centre,8,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,64,Attempts in open play from left,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,65,Attempts in open play from right,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,67,Free kicks on goal,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,68,Instance of possession,188,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,69,Ball not in play,01:07:37.1890000,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,70,Crosses attempted,20,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,71,Crosses short,1,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,72,Crosses medium,12,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,73,Crosses long,7,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,74,Crosses completed,7,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,75,Crosses completed short,0,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,76,Crosses completed medium,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,77,Crosses completed long,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,78,Corners short,0,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,79,Corners medium,2,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,80,Corners long,2,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,81,Corners completed,3,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,82,Corners completed short,0,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,83,Corners completed medium,2,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,84,Corners completed long,1,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,85,Dribbling,6,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,86,Passes attempted,458,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,87,Passes attempted short,119,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,88,Passes attempted medium,274,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,89,Passes attempted long,65,2
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,90,Passes completed short,98,1
2024462,Croatia,Czech Republic,58837,Czech Republic,false,true,91,Passes completed medium,233,2
