shirtNumber,jerseyNumber,position,substitute,name,slug,position,jerseyNumber,country.name,totalPass,accuratePass,totalLongBalls,goalAssist,minutesPlayed,touches,rating,possessionLostCtrl,accurateLongBalls,totalCross,accurateCross,duelLost,duelWon,challengeLost,totalContest,blockedScoringAttempt,totalClearance,totalTackle,expectedGoals,keyPass,expectedAssists,aerialLost,aerialWon,onTargetScoringAttempt,ownGoals,fouls,wasFouled,totalOffside,shotOffTarget,interceptionWon,dispossessed,wonContest,goals,captain,penaltyWon
5,5,D,True,daniel-vivian,D,3,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,F,True,ayoze-perez,M,10,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,M,True,fermin-lopez,M,16,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,M,True,alejandro-baena,M,16,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,D,True,alejandro-grimaldo,M,20,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,F,True,joselu,F,14,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,G,False,dominik-livakovic,G,40,Croatia,33.0,22.0,16.0,0.0,90.0,43.0,6.2,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,D,False,josip-stanisic,D,2,Croatia,50.0,41.0,5.0,0.0,90.0,74.0,6.7,14.0,3.0,2.0,1.0,8.0,8.0,3.0,1.0,1.0,,4.0,0.1866,1.0,0.0573549,3.0,3.0,,,,,,,1.0,2.0,1.0,,,
6,6,D,False,josip-sutalo,D,37,Croatia,69.0,67.0,2.0,0.0,90.0,88.0,6.8,4.0,1.0,,,3.0,9.0,1.0,2.0,,1.0,3.0,,,,,,,,1.0,4.0,,,2.0,1.0,2.0,,,
3,3,D,False,marin-pongracic,D,5,Croatia,62.0,53.0,5.0,0.0,90.0,74.0,6.5,10.0,2.0,,,6.0,4.0,2.0,,,2.0,2.0,,,,2.0,,,,2.0,2.0,,,2.0,,,,,
4,4,D,False,josko-gvardiol,D,24,Croatia,30.0,28.0,2.0,0.0,90.0,53.0,6.2,9.0,2.0,,,7.0,3.0,2.0,1.0,1.0,,2.0,0.0942,,0.116272,1.0,,,,1.0,,,1.0,1.0,3.0,1.0,,,
10,10,M,False,luka-modric,M,,Croatia,39.0,35.0,2.0,0.0,65.0,44.0,6.3,6.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,0.0205848,,,,,2.0,1.0,,,,1.0,,,True,
11,11,M,False,marcelo-brozovic,M,77,Croatia,65.0,61.0,2.0,0.0,90.0,72.0,6.8,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,0.0971,1.0,0.0218622,,,1.0,,1.0,,,,1.0,,,,,
8,8,M,False,mateo-kovacic,M,8,Croatia,38.0,35.0,,0.0,65.0,49.0,7.3,5.0,,,,2.0,5.0,1.0,4.0,,,,0.3531,1.0,0.484325,,,1.0,,1.0,1.0,,2.0,,,4.0,,,
7,7,F,False,lovro-majer,M,19,Croatia,56.0,53.0,1.0,0.0,90.0,71.0,7.0,6.0,1.0,2.0,1.0,3.0,4.0,,,,,2.0,0.1241,2.0,0.248775,1.0,,,,1.0,2.0,,1.0,,1.0,,,,
