home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
France,Italy,FRA,ITA,1.0,1.0,,,2.0,1.0,France,WIN_ON_GOLDEN_GOAL,2000,2000-07-02,2000-07-02T18:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,FINAL,FINAL,50000.0,52851,NED,48100.0,51.8939056,4.5232,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 55, 'second': 1}, 'international_name': 'Marco Delvecchio', 'club_shirt_name': 'Delvecchio', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 2}, 'international_name': 'Sylvain Wiltord', 'club_shirt_name': 'Wiltord', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_FIRST_HALF', 'time': {'minute': 103, 'second': 3}, 'international_name': 'David Trezeguet', 'club_shirt_name': 'Trezeguet', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip'
Italy,Netherlands,ITA,NED,0.0,0.0,3.0,1.0,0.0,0.0,Italy,WIN_ON_PENALTIES,2000,2000-06-29,2000-06-29T16:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,50000.0,62417,NED,53338.0,52.314172,4.94185,105.0,68.0,,,"[{'phase': 'PENALTY', 'time': {}, 'international_name': 'Luigi Di Biagio', 'club_shirt_name': 'Di Biagio', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Gianluca Pessotto', 'club_shirt_name': '', 'country_code': 'ITA', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Francesco Totti', 'club_shirt_name': 'Totti', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'penalty_type': 'SCORED'}]","[{'phase': 'FIRST_HALF', 'time': {'minute': 34, 'second': 0}, 'international_name': 'Gianluca Zambrotta', 'club_shirt_name': 'Zambrotta', 'country_code': 'ITA', 'national_field_position': 'DEFENDER', 'national_jersey_number': '19'}]",[],Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA
France,Portugal,FRA,POR,1.0,1.0,,,2.0,1.0,France,WIN_ON_EXTRA_TIME,2000,2000-06-28,2000-06-28T18:45:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,48000.0,62073,BEL,48693.0,50.8957583,4.3339472,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 19, 'second': 1}, 'international_name': 'Nuno Gomes', 'club_shirt_name': '', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': '21', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 2}, 'international_name': 'Thierry Henry', 'club_shirt_name': 'Henry', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': '12', 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_SECOND_HALF', 'time': {'minute': 117, 'second': 3}, 'international_name': 'Zinédine Zidane', 'club_shirt_name': '', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}]",,,,[],Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium
Spain,France,ESP,FRA,1.0,2.0,,,1.0,2.0,France,WIN_REGULAR,2000,2000-06-25,2000-06-25T18:45:00Z,2.0,,1,,,,,,FINISHED,SINGLE,QUARTER_FINALS,KNOCK_OUT,26614.0,63387,BEL,28300.0,51.1933556,3.1806222,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 32, 'second': 1}, 'international_name': 'Zinédine Zidane', 'club_shirt_name': '', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 2}, 'international_name': 'Gaizka Mendieta', 'club_shirt_name': 'Mendieta', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'FIRST_HALF', 'time': {'minute': 44, 'second': 3}, 'international_name': 'Youri Djorkaeff', 'club_shirt_name': 'Djorkaeff', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,No commercial name
Netherlands,Yugoslavia,NED,YUG,6.0,1.0,,,6.0,1.0,Netherlands,WIN_REGULAR,2000,2000-06-25,2000-06-25T16:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,QUARTER_FINALS,KNOCK_OUT,44000.0,52851,NED,48100.0,51.8939056,4.5232,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 1}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 2}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 3}, 'international_name': 'Dejan Govedarica', 'club_shirt_name': 'Govedarica', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'OWN'}, {'phase': 'SECOND_HALF', 'time': {'minute': 54, 'second': 4}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 5}, 'international_name': 'Marc Overmars', 'club_shirt_name': 'Overmars', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 6}, 'international_name': 'Marc Overmars', 'club_shirt_name': 'Overmars', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 7}, 'international_name': 'Savo Milošević', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip'
Italy,Romania,ITA,ROU,2.0,0.0,,,2.0,0.0,Italy,WIN_REGULAR,2000,2000-06-24,2000-06-24T18:45:00Z,2.0,,1,,,,,,FINISHED,SINGLE,QUARTER_FINALS,KNOCK_OUT,41000.0,62073,BEL,48693.0,50.8957583,4.3339472,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 1}, 'international_name': 'Francesco Totti', 'club_shirt_name': 'Totti', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 43, 'second': 2}, 'international_name': 'Filippo Inzaghi', 'club_shirt_name': 'Inzaghi', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 59, 'second': 0}, 'international_name': 'Gheorghe Hagi', 'club_shirt_name': '', 'country_code': 'ROU', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None}]",[],Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium
Türki̇ye,Portugal,TUR,POR,0.0,2.0,,,0.0,2.0,Portugal,WIN_REGULAR,2000,2000-06-24,2000-06-24T16:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,QUARTER_FINALS,KNOCK_OUT,42000.0,62417,NED,53338.0,52.314172,4.94185,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 44, 'second': 1}, 'international_name': 'Nuno Gomes', 'club_shirt_name': '', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': '21', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 2}, 'international_name': 'Nuno Gomes', 'club_shirt_name': '', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': '21', 'goal_type': 'SCORED'}]",,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 0}, 'international_name': 'Alpay Özalan', 'club_shirt_name': 'Alpay Özalan', 'country_code': 'TUR', 'national_field_position': 'DEFENDER', 'national_jersey_number': None}]",[],Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA
France,Netherlands,FRA,NED,2.0,3.0,,,2.0,3.0,Netherlands,WIN_REGULAR,2000,2000-06-21,2000-06-21T18:45:00Z,2.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,50000.0,62417,NED,53338.0,52.314172,4.94185,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 8, 'second': 1}, 'international_name': 'Christophe Dugarry', 'club_shirt_name': 'Dugarry', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 14, 'second': 2}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 31, 'second': 3}, 'international_name': 'David Trezeguet', 'club_shirt_name': 'Trezeguet', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 4}, 'international_name': 'Frank de Boer', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 59, 'second': 5}, 'international_name': 'Boudewijn Zenden', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Amsterdam,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA,Johan Cruijff ArenA
Denmark,Czechia,DEN,CZE,0.0,2.0,,,0.0,2.0,Czechia,WIN_REGULAR,2000,2000-06-21,2000-06-21T18:45:00Z,2.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,20000.0,62076,BEL,27221.0,50.6099583,5.5432667,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 64, 'second': 1}, 'international_name': 'Vladimír Šmicer', 'club_shirt_name': 'Šmicer', 'country_code': 'CZE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 67, 'second': 2}, 'international_name': 'Vladimír Šmicer', 'club_shirt_name': 'Šmicer', 'country_code': 'CZE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Liege,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne
Slovenia,Norway,SVN,NOR,0.0,0.0,,,0.0,0.0,,DRAW,2000,2000-06-21,2000-06-21T16:00:00Z,2.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,21000.0,67772,NED,21248.0,51.9629083,5.8927861,105.0,68.0,,,,,[],Arnhem,GelreDome,GelreDome,GelreDome,GelreDome,GelreDome
Yugoslavia,Spain,YUG,ESP,3.0,4.0,,,3.0,4.0,Spain,WIN_REGULAR,2000,2000-06-21,2000-06-21T16:00:00Z,2.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,26611.0,63387,BEL,28300.0,51.1933556,3.1806222,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 1}, 'international_name': 'Savo Milošević', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 2}, 'international_name': 'Alfonso Pérez', 'club_shirt_name': 'Alfonso Pérez', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 50, 'second': 3}, 'international_name': 'Dejan Govedarica', 'club_shirt_name': 'Govedarica', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 4}, 'international_name': 'Pedro Munitis', 'club_shirt_name': 'Munitis', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 5}, 'international_name': 'Slobodan Komljenović', 'club_shirt_name': 'Komljenović', 'country_code': 'SRB', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 6}, 'international_name': 'Gaizka Mendieta', 'club_shirt_name': 'Mendieta', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 7}, 'international_name': 'Alfonso Pérez', 'club_shirt_name': 'Alfonso Pérez', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 63, 'second': 0}, 'international_name': 'Slaviša Jokanović', 'club_shirt_name': '', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None}]",[],Bruges,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,Jan Breydelstadion,No commercial name
