home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
Croatia,Portugal,CRO,POR,0.0,3.0,,,0.0,3.0,Portugal,WIN_REGULAR,1996,1996-06-19,1996-06-19T15:30:00Z,1.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,20484.0,63330,ENG,30000.0,52.9399306,-1.1328944,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 4, 'second': 1}, 'international_name': 'Luís Figo', 'club_shirt_name': 'Figo', 'country_code': 'POR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 2}, 'international_name': 'João Pinto', 'club_shirt_name': 'João Pinto', 'country_code': 'POR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 82, 'second': 3}, 'international_name': 'Domingos', 'club_shirt_name': 'Domingos', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Nottingham,City Ground,City Ground,City Ground,City Ground,N/A
Netherlands,England,NED,ENG,1.0,4.0,,,1.0,4.0,England,WIN_REGULAR,1996,1996-06-18,1996-06-18T18:30:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,76798.0,53105,ENG,78311.0,51.5559,-0.2797722,105.0,69.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 23, 'second': 1}, 'international_name': 'Alan Shearer', 'club_shirt_name': 'Shearer', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 2}, 'international_name': 'Teddy Sheringham', 'club_shirt_name': 'Sheringham', 'country_code': 'ENG', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 57, 'second': 3}, 'international_name': 'Alan Shearer', 'club_shirt_name': 'Shearer', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 62, 'second': 4}, 'international_name': 'Teddy Sheringham', 'club_shirt_name': 'Sheringham', 'country_code': 'ENG', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 5}, 'international_name': 'Patrick Kluivert', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],London,Wembley (old),Wembley,Wembley (old),Wembley (old),Wembley (old)
Scotland,Switzerland,SCO,SUI,1.0,0.0,,,1.0,0.0,Scotland,WIN_REGULAR,1996,1996-06-18,1996-06-18T18:30:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,34926.0,53108,ENG,42788.0,52.5091278,-1.8848306,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 36, 'second': 1}, 'international_name': 'Ally McCoist', 'club_shirt_name': 'McCoist', 'country_code': 'SCO', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Birmingham,Villa Park,Villa Park,Villa Park,Villa Park,Villa Park
Romania,Spain,ROU,ESP,1.0,2.0,,,1.0,2.0,Spain,WIN_REGULAR,1996,1996-06-18,1996-06-18T15:30:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,32719.0,62097,ENG,37792.0,53.7778028,-1.5722111,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 11, 'second': 1}, 'international_name': 'Javier Manjarín', 'club_shirt_name': 'Manjarín', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 2}, 'international_name': 'Florin Răducioiu', 'club_shirt_name': 'Răducioiu', 'country_code': 'ROU', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 84, 'second': 3}, 'international_name': 'Guillermo Amor', 'club_shirt_name': '', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Leeds,Elland Road,Elland Road,Elland Road,Elland Road,Elland Road
France,Bulgaria,FRA,BUL,3.0,1.0,,,3.0,1.0,France,WIN_REGULAR,1996,1996-06-18,1996-06-18T15:30:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,26976.0,62098,ENG,52258.0,54.9755444,-1.6216361,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 1}, 'international_name': 'Laurent Blanc', 'club_shirt_name': '', 'country_code': 'FRA', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 63, 'second': 2}, 'international_name': 'Luboslav Penev', 'club_shirt_name': '', 'country_code': 'BUL', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'OWN'}, {'phase': 'SECOND_HALF', 'time': {'minute': 69, 'second': 3}, 'international_name': 'Hristo Stoichkov', 'club_shirt_name': 'Stoichkov', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 4}, 'international_name': 'Patrice Loko', 'club_shirt_name': 'Loko', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Newcastle,St James' Park,St James' Park,St James' Park,St James' Park,St James' Park
Croatia,Denmark,CRO,DEN,3.0,0.0,,,3.0,0.0,Croatia,WIN_REGULAR,1996,1996-06-16,1996-06-16T17:00:00Z,1.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,33671.0,62409,ENG,39814.0,53.4114056,-1.5006167,116.0,74.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 54, 'second': 1}, 'international_name': 'Davor Šuker', 'club_shirt_name': 'Šuker', 'country_code': 'CRO', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 2}, 'international_name': 'Zvonimir Boban', 'club_shirt_name': 'Boban', 'country_code': 'CRO', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 3}, 'international_name': 'Davor Šuker', 'club_shirt_name': 'Šuker', 'country_code': 'CRO', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Sheffield,Hillsborough,Hillsborough Stadium,Hillsborough,Hillsborough,Hillsborough
Russia,Germany,RUS,GER,0.0,3.0,,,0.0,3.0,Germany,WIN_REGULAR,1996,1996-06-16,1996-06-16T14:00:00Z,1.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,50760.0,53106,ENG,73924.0,53.4630583,-2.2913417,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 1}, 'international_name': 'Matthias Sammer', 'club_shirt_name': '', 'country_code': 'GER', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 77, 'second': 2}, 'international_name': 'Jürgen Klinsmann', 'club_shirt_name': 'Klinsmann', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 3}, 'international_name': 'Jürgen Klinsmann', 'club_shirt_name': 'Klinsmann', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 70, 'second': 0}, 'international_name': 'Yuri Kovtun', 'club_shirt_name': 'Kovtun', 'country_code': 'RUS', 'national_field_position': 'DEFENDER', 'national_jersey_number': None}]",[],Manchester,Old Trafford,Old Trafford,Old Trafford,Old Trafford,Old Trafford
France,Spain,FRA,ESP,1.0,1.0,,,1.0,1.0,,DRAW,1996,1996-06-15,1996-06-15T17:00:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,35626.0,62097,ENG,37792.0,53.7778028,-1.5722111,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 48, 'second': 1}, 'international_name': 'Youri Djorkaeff', 'club_shirt_name': 'Djorkaeff', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 85, 'second': 2}, 'international_name': 'José Luis Caminero', 'club_shirt_name': 'Caminero', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Leeds,Elland Road,Elland Road,Elland Road,Elland Road,Elland Road
Scotland,England,SCO,ENG,0.0,2.0,,,0.0,2.0,England,WIN_REGULAR,1996,1996-06-15,1996-06-15T14:00:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,76864.0,53105,ENG,78311.0,51.5559,-0.2797722,105.0,69.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 1}, 'international_name': 'Alan Shearer', 'club_shirt_name': 'Shearer', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 79, 'second': 2}, 'international_name': 'Paul Gascoigne', 'club_shirt_name': 'Gascoigne', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],London,Wembley (old),Wembley,Wembley (old),Wembley (old),Wembley (old)
Czechia,Italy,CZE,ITA,2.0,1.0,,,2.0,1.0,Czechia,WIN_REGULAR,1996,1996-06-14,1996-06-14T18:30:00Z,1.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,37320.0,53109,ENG,54022.0,53.4308,-2.9608472,101.0,67.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 5, 'second': 1}, 'international_name': 'Pavel Nedvěd', 'club_shirt_name': '', 'country_code': 'CZE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 2}, 'international_name': 'Enrico Chiesa', 'club_shirt_name': 'Chiesa', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 35, 'second': 3}, 'international_name': 'Radek Bejbl', 'club_shirt_name': 'Bejbl', 'country_code': 'CZE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 0}, 'international_name': 'Luigi Apolloni', 'club_shirt_name': 'Apolloni', 'country_code': 'ITA', 'national_field_position': 'DEFENDER', 'national_jersey_number': None}]",[],Liverpool,Anfield,Anfield,Anfield,Anfield,Anfield
Portugal,Türki̇ye,POR,TUR,1.0,0.0,,,1.0,0.0,Portugal,WIN_REGULAR,1996,1996-06-14,1996-06-14T15:30:00Z,1.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,22670.0,63330,ENG,30000.0,52.9399306,-1.1328944,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 1}, 'international_name': 'Fernando Couto', 'club_shirt_name': 'Couto', 'country_code': 'POR', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Nottingham,City Ground,City Ground,City Ground,City Ground,N/A
Switzerland,Netherlands,SUI,NED,0.0,2.0,,,0.0,2.0,Netherlands,WIN_REGULAR,1996,1996-06-13,1996-06-13T18:30:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,36800.0,53108,ENG,42788.0,52.5091278,-1.8848306,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 1}, 'international_name': 'Jordi Cruyff', 'club_shirt_name': 'Cruyff', 'country_code': 'NED', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 79, 'second': 2}, 'international_name': 'Dennis Bergkamp', 'club_shirt_name': '', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Birmingham,Villa Park,Villa Park,Villa Park,Villa Park,Villa Park
Bulgaria,Romania,BUL,ROU,1.0,0.0,,,1.0,0.0,Bulgaria,WIN_REGULAR,1996,1996-06-13,1996-06-13T15:30:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,19107.0,62098,ENG,52258.0,54.9755444,-1.6216361,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 3, 'second': 1}, 'international_name': 'Hristo Stoichkov', 'club_shirt_name': 'Stoichkov', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Newcastle,St James' Park,St James' Park,St James' Park,St James' Park,St James' Park
Türki̇ye,Croatia,TUR,CRO,0.0,1.0,,,0.0,1.0,Croatia,WIN_REGULAR,1996,1996-06-11,1996-06-11T18:30:00Z,1.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,22460.0,63330,ENG,30000.0,52.9399306,-1.1328944,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 86, 'second': 1}, 'international_name': 'Goran Vlaović', 'club_shirt_name': 'Vlaović', 'country_code': 'CRO', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Nottingham,City Ground,City Ground,City Ground,City Ground,N/A
Italy,Russia,ITA,RUS,2.0,1.0,,,2.0,1.0,Italy,WIN_REGULAR,1996,1996-06-11,1996-06-11T15:30:00Z,1.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,35120.0,53109,ENG,54022.0,53.4308,-2.9608472,101.0,67.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 5, 'second': 1}, 'international_name': 'Pierluigi Casiraghi', 'club_shirt_name': 'Casiraghi', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 2}, 'international_name': 'Ilya Tsymbalar', 'club_shirt_name': 'Tsymbalar', 'country_code': 'RUS', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 52, 'second': 3}, 'international_name': 'Pierluigi Casiraghi', 'club_shirt_name': 'Casiraghi', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Liverpool,Anfield,Anfield,Anfield,Anfield,Anfield
Romania,France,ROU,FRA,0.0,1.0,,,0.0,1.0,France,WIN_REGULAR,1996,1996-06-10,1996-06-10T18:30:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,26323.0,62098,ENG,52258.0,54.9755444,-1.6216361,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 1}, 'international_name': 'Christophe Dugarry', 'club_shirt_name': 'Dugarry', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Newcastle,St James' Park,St James' Park,St James' Park,St James' Park,St James' Park
Netherlands,Scotland,NED,SCO,0.0,0.0,,,0.0,0.0,,DRAW,1996,1996-06-10,1996-06-10T15:30:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,34363.0,53108,ENG,42788.0,52.5091278,-1.8848306,105.0,68.0,,,,,[],Birmingham,Villa Park,Villa Park,Villa Park,Villa Park,Villa Park
Denmark,Portugal,DEN,POR,1.0,1.0,,,1.0,1.0,,DRAW,1996,1996-06-09,1996-06-09T18:30:00Z,1.0,Group D,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,34993.0,62409,ENG,39814.0,53.4114056,-1.5006167,116.0,74.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 22, 'second': 1}, 'international_name': 'Brian Laudrup', 'club_shirt_name': 'Laudrup', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 2}, 'international_name': 'Sá Pinto', 'club_shirt_name': '', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Sheffield,Hillsborough,Hillsborough Stadium,Hillsborough,Hillsborough,Hillsborough
Germany,Czechia,GER,CZE,2.0,0.0,,,2.0,0.0,Germany,WIN_REGULAR,1996,1996-06-09,1996-06-09T16:00:00Z,1.0,Group C,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,37300.0,53106,ENG,73924.0,53.4630583,-2.2913417,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 26, 'second': 1}, 'international_name': 'Christian Ziege', 'club_shirt_name': 'Ziege', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 32, 'second': 2}, 'international_name': 'Andreas Möller', 'club_shirt_name': 'Möller', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Manchester,Old Trafford,Old Trafford,Old Trafford,Old Trafford,Old Trafford
Spain,Bulgaria,ESP,BUL,1.0,1.0,,,1.0,1.0,,DRAW,1996,1996-06-09,1996-06-09T13:30:00Z,1.0,Group B,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,24006.0,62097,ENG,37792.0,53.7778028,-1.5722111,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 65, 'second': 1}, 'international_name': 'Hristo Stoichkov', 'club_shirt_name': 'Stoichkov', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 74, 'second': 2}, 'international_name': 'Alfonso Pérez', 'club_shirt_name': 'Alfonso Pérez', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 0}, 'international_name': 'Petar Hubchev', 'club_shirt_name': 'Hubchev', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 0}, 'international_name': 'Juan Antonio Pizzi', 'club_shirt_name': 'Pizzi', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None}]",[],Leeds,Elland Road,Elland Road,Elland Road,Elland Road,Elland Road
England,Switzerland,ENG,SUI,1.0,1.0,,,1.0,1.0,,DRAW,1996,1996-06-08,1996-06-08T14:00:00Z,1.0,Group A,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,76567.0,53105,ENG,78311.0,51.5559,-0.2797722,105.0,69.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 23, 'second': 1}, 'international_name': 'Alan Shearer', 'club_shirt_name': 'Shearer', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 2}, 'international_name': 'Kübilay Türkyilmaz', 'club_shirt_name': 'Türkyilmaz', 'country_code': 'SUI', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'PENALTY'}]",,,,[],London,Wembley (old),Wembley,Wembley (old),Wembley (old),Wembley (old)
