home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,round_mode_detail,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
Portugal,Republic of Ireland,POR,IRL,,,,,,,,,2024,2024-06-11,2024-06-11T18:45:00Z,1.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,85535,POR,31040.0,40.6478389,-8.5939,105.0,68.0,,,,,"[{'name': 'Chris Kavanagh', 'role': 'REFEREE', 'name_short': 'Kavanagh', 'gender': 'MALE', 'counrty_code': 'ENG', 'counrty': 'England'}, {'name': 'James Mainwaring', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Mainwaring', 'gender': 'MALE', 'counrty_code': 'ENG', 'counrty': 'England'}, {'name': 'Simon Bennett', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Bennett', 'gender': 'MALE', 'counrty_code': 'ENG', 'counrty': 'England'}]",Aveiro,Estádio Municipal de Aveiro,Estádio Municipal de Aveiro,Estádio Municipal de Aveiro,Estádio Municipal de Aveiro,Estádio Municipal de Aveiro
Northern Ireland,Andorra,NIR,AND,,,,,,,,,2024,2024-06-11,2024-06-11T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,80311,ESP,32000.0,38.0509194,-1.2252917,102.0,70.0,,,,,[],Murcia,Estadio Enrique Roca de Murcia,La Condomina,Estadio Nueva Condomina,Estadio Nueva Condomina,Estadio Enrique Roca de Murcia
San Marino,Cyprus,SMR,CYP,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,62265,SMR,4798.0,43.9712528,12.4769694,105.0,68.0,,,,,"[{'name': 'James Muscat', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Muscat', 'gender': 'MALE', 'counrty_code': 'MLT', 'counrty': 'Malta'}, {'name': 'Ishmael Barbara', 'role': 'REFEREE', 'name_short': 'Barbara', 'gender': 'MALE', 'counrty_code': 'MLT', 'counrty': 'Malta'}, {'name': 'Roberto Vella', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Vella', 'gender': 'MALE', 'counrty_code': 'MLT', 'counrty': 'Malta'}, {'name': 'Michele Beltrano', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Beltrano', 'gender': 'MALE', 'counrty_code': 'SMR', 'counrty': 'San Marino'}]",Serravalle,San Marino Stadium,San Marino Stadium,San Marino Stadium,San Marino Stadium,San Marino Stadium
Moldova,Ukraine,MDA,UKR,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,3.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,88142,MDA,10104.0,46.9803278,28.8680861,105.0,68.0,,,,,"[{'name': 'Sebastian Gheorghe', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Gheorghe', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}, {'name': 'George Florin Neacsu', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Neacsu', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}, {'name': 'Andrei Chivulete', 'role': 'REFEREE', 'name_short': 'Chivulete', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}, {'name': 'Ion Orlic', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Orlic', 'gender': 'MALE', 'counrty_code': 'MDA', 'counrty': 'Moldova'}]",Chisinau,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru
Latvia,Faroe Islands,LVA,FRO,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,3.0,Group A,MD2BC,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,63816,LVA,4041.0,56.5029778,20.9951611,105.0,68.0,,,,,[],Liepāja,Daugava Liepāja,Daugava,Daugava Liepāja,Daugava Liepāja,Daugava Liepāja
Lithuania,Estonia,LTU,EST,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,3.0,Group A,MD2BC,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,64556,LTU,15174.0,54.8973667,23.9371222,105.0,68.0,,,,,[],Kaunas,Dariaus ir Girėno stadionas,Dariaus ir Girėno stadionas,Darius & Girenas Stadium,Darius & Girenas Stadium,Dariaus ir Girėno stadionas
Malta,Greece,MLT,GRE,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,250001159,AUT,3020.0,47.743934,13.047638,104.0,66.0,,,,,"[{'name': 'Maximilian Weiss', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Weiss', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Michael Obritzberger', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Obritzberger', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Alan Kijas', 'role': 'REFEREE', 'name_short': 'Kijas', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Arnes Talic', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Talic', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}]",Grödig,Das Goldberg Stadion,Untersberg Arena,Stadion Grödig,Stadion Grödig,Das Goldberg Stadion
Belarus,Israel,BLR,ISR,,,,,,,,,2024,2024-06-11,2024-06-11T16:00:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,63453,HUN,10717.0,47.5748972,19.0846167,105.0,68.0,,,,,"[{'name': 'Balázs Buzás', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Buzás', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Tamás Bognár', 'role': 'REFEREE', 'name_short': 'Bognár', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Péter Kóbor', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Kóbor', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'István Vad', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Vad', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}]",Budapest,Szusza Ferenc Stadion,Ferenc Szusza Stadion,Szusza Ferenc Stadion,Szusza Ferenc Stadion,Szusza Ferenc Stadion
Azerbaijan,Kazakhstan,AZE,KAZ,,,,,,,,,2024,2024-06-11,2024-06-11T14:00:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,63446,HUN,8940.0,47.2348111,16.6069583,105.0,68.0,,,,,"[{'name': 'Theodoros Georgiou', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Georgiou', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Bence Csonka', 'role': 'REFEREE', 'name_short': 'Csonka', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Balázs Szalai', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Szalai', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Réka Molnar', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Molnar', 'gender': 'FEMALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}]",Szombathely,Haladás Stadium,Rohonci Út,Haladás Stadium,Haladás Stadium,Haladás Stadium
Netherlands,Iceland,NED,ISL,,,,,,,,,2024,2024-06-10,2024-06-10T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,52851,NED,48100.0,51.8939056,4.5232,105.0,68.0,,,,,"[{'name': 'Stefanos Koymparakis', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Koymparakis', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}, {'name': 'Evangelos Manouchos', 'role': 'REFEREE', 'name_short': 'Manouchos', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}, {'name': 'Konstantinos Psárris', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Psárris', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}, {'name': 'Angelos Evangelou', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Evangelou', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}, {'name': 'Konstantinos Nikolaidis', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Nikolaidis', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}, {'name': 'Spyridon Zampalas', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Zampalas', 'gender': 'MALE', 'counrty_code': 'GRE', 'counrty': 'Greece'}]",Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip'
Poland,Türki̇ye,POL,TUR,,,,,,,,,2024,2024-06-10,2024-06-10T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,250001178,POL,58274.0,52.239406,21.045881,105.0,68.0,,,,,"[{'name': 'Balázs Berke', 'role': 'REFEREE', 'name_short': 'Berke', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Vencel Tóth', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Tóth', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Eszter Urban', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Urban', 'gender': 'FEMALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Balázs Szert', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Szert', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Mihály Káprály', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Káprály', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}, {'name': 'Ferenc Karakó', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Karakó', 'gender': 'MALE', 'counrty_code': 'HUN', 'counrty': 'Hungary'}]",Warsaw,PGE Narodowy,PGE Narodowy,Stadion Narodowy,Stadion Narodowy,PGE Narodowy
Czechia,North Macedonia,CZE,MKD,,,,,,,,,2024,2024-06-10,2024-06-10T16:00:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,64442,CZE,9300.0,50.2064139,15.8454306,105.0,68.0,,,,,"[{'name': 'Tomáš Vorel', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Vorel', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Adam Jekkel', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Jekkel', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Filip Glova', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Glova', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Michal Ocenáš', 'role': 'REFEREE', 'name_short': 'Ocenáš', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Erik Gemzicky', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Gemzicky', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Dominik Stary', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Stary', 'gender': 'MALE', 'counrty_code': 'CZE', 'counrty': 'Czechia'}]",Hradec Kralove,Malsovicka Arena,Všesportovní,Všesportovní,Všesportovní,Malsovicka Arena
France,Canada,FRA,CAN,,,,,,,,,2024,2024-06-09,2024-06-09T19:15:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,250002702,FRA,41774.0,44.89925,-0.56579,105.0,68.0,,,,,"[{'name': 'Gustavo Correia', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Gustavo Correia', 'gender': 'MALE', 'counrty_code': 'POR', 'counrty': 'Portugal'}, {'name': 'Fabio Verissimo', 'role': 'REFEREE', 'name_short': 'Verissimo', 'gender': 'MALE', 'counrty_code': 'POR', 'counrty': 'Portugal'}, {'name': 'Rui Teixeira', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Teixeira', 'gender': 'MALE', 'counrty_code': 'POR', 'counrty': 'Portugal'}, {'name': 'Bruno Jesus', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Jesus', 'gender': 'MALE', 'counrty_code': 'POR', 'counrty': 'Portugal'}]",Bordeaux,Stade Matmut Atlantique,Stade de Bordeaux,Stade de Bordeaux,Stade de Bordeaux,Stade Matmut Atlantique
Italy,Bosnia and Herzegovina,ITA,BIH,,,,,,,,,2024,2024-06-09,2024-06-09T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,63182,ITA,6667.0,43.7265111,10.9547472,105.0,66.0,,,,,"[{'name': 'Petros Petrou', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Petrou', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}, {'name': 'Juan Luca Sacchi', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Sacchi', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Chrysovalantis Theouli', 'role': 'REFEREE', 'name_short': 'Theouli', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}, {'name': 'Michael Soteriou', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Soteriou', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}]",Empoli,Computer Gross Arena,Carlo Castellani,Carlo Castellani,Carlo Castellani,Computer Gross Arena
Slovakia,Wales,SVK,WAL,,,,,,,,,2024,2024-06-09,2024-06-09T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,62308,SVK,18100.0,48.3738444,17.5916278,105.0,68.0,,,,,"[{'name': 'Peter Kralović', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Kralović', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Daniel Stefanski', 'role': 'REFEREE', 'name_short': 'Stefanski', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}, {'name': 'Dawid Golis', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Golis', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}, {'name': 'Jakub Winkler', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Winkler', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}]",Trnava,Štadión Antona Malatinského,Štadión Antona Malatinského,Štadión Antona Malatinského,Štadión Antona Malatinského,Štadión Antona Malatinského
Montenegro,Georgia,MNE,GEO,,,,,,,,,2024,2024-06-09,2024-06-09T18:45:00Z,2.0,Group A,MD3,,,,,,UPCOMING,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,62907,MNE,11563.0,42.4455611,19.2643444,105.0,68.0,,,,,"[{'name': 'Dejan Kostadinov', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Kostadinov', 'gender': 'MALE', 'counrty_code': 'MKD', 'counrty': 'North Macedonia'}, {'name': 'Kushtrim Lika', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Lika', 'gender': 'MALE', 'counrty_code': 'MKD', 'counrty': 'North Macedonia'}, {'name': 'Aleksandar Stavrev', 'role': 'REFEREE', 'name_short': 'Stavrev', 'gender': 'MALE', 'counrty_code': 'MKD', 'counrty': 'North Macedonia'}, {'name': 'Miloš Bošković', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Bošković', 'gender': 'MALE', 'counrty_code': 'MNE', 'counrty': 'Montenegro'}]",Podgorica,Gradski Stadion Podgorica,Gradski Stadion Podgorica,Gradski Stadion Podgorica,Gradski Stadion Podgorica,Gradski Stadion Podgorica
Spain,Northern Ireland,ESP,NIR,5.0,1.0,,,5.0,1.0,Spain,WIN_REGULAR,2024,2024-06-08,2024-06-08T19:30:00Z,2.0,Group A,MD2,84.0,EXCELLENT,24.0,PARTLY_CLOUDY_NIGHT,13.0,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,74569,ESP,26020.0,39.5899778,2.6301083,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 2, 'second': 13}, 'international_name': 'Daniel Ballard', 'club_shirt_name': 'Ballard', 'country_code': 'NIR', 'national_field_position': 'DEFENDER', 'national_jersey_number': '4', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 12, 'second': 11}, 'international_name': 'Pedri', 'club_shirt_name': 'Pedri', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 40}, 'international_name': 'Álvaro Morata', 'club_shirt_name': 'MORATA', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': '7', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 56}, 'international_name': 'Pedri', 'club_shirt_name': 'Pedri', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 35, 'second': 37}, 'international_name': 'Fabián Ruiz', 'club_shirt_name': 'Fabian', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 60, 'second': 17}, 'international_name': 'Mikel Oyarzabal', 'club_shirt_name': 'Oyarzabal', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '21', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Hicham Zakrani', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Zakrani', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Bastien Dechepy', 'role': 'REFEREE', 'name_short': 'Dechepy', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Erwan Finjean', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Finjean', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Thomas Leonard', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Leonard', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}]",Mallorca,Estadi Mallorca Son Moix,Estadi Mallorca Son Moix,Estadi Municipal de Son Moix,Estadi Municipal de Son Moix,Estadi Mallorca Son Moix
Belgium,Luxembourg,BEL,LUX,3.0,0.0,,,3.0,0.0,Belgium,WIN_REGULAR,2024,2024-06-08,2024-06-08T18:00:00Z,2.0,Group A,MD2,64.0,EXCELLENT,17.0,CLOUDY_NIGHT,13.0,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,62073,BEL,48693.0,50.8957583,4.3339472,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 42, 'second': 56}, 'international_name': 'Romelu Lukaku', 'club_shirt_name': 'Lukaku', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': '10', 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 57, 'second': 34}, 'international_name': 'Romelu Lukaku', 'club_shirt_name': 'Lukaku', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': '10', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 10}, 'international_name': 'Leandro Trossard', 'club_shirt_name': 'Trossard', 'country_code': 'BEL', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '9', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Radosław Siejka', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Siejka', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}, {'name': 'Marcin Boniek', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Boniek', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}, {'name': 'Paweł Raczkowski', 'role': 'REFEREE', 'name_short': 'Raczkowski', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}, {'name': 'Damian Kos', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Kos', 'gender': 'MALE', 'counrty_code': 'POL', 'counrty': 'Poland'}]",Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium
Denmark,Norway,DEN,NOR,3.0,1.0,,,3.0,1.0,Denmark,WIN_REGULAR,2024,2024-06-08,2024-06-08T17:30:00Z,2.0,Group A,MD2,82.0,EXCELLENT,13.0,CLOUDY,19.0,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,23390.0,63149,DEN,23804.0,55.6490111,12.418775,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 12, 'second': 25}, 'international_name': 'Pierre-Emile Højbjerg', 'club_shirt_name': 'Hojbjerg', 'country_code': 'DEN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '23', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 28}, 'international_name': 'Jannik Vestergaard', 'club_shirt_name': 'Vestergaard', 'country_code': 'DEN', 'national_field_position': 'DEFENDER', 'national_jersey_number': '3', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 36}, 'international_name': 'Erling Haaland', 'club_shirt_name': 'Haaland', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 58}, 'international_name': 'Yussuf Poulsen', 'club_shirt_name': 'Poulsen', 'country_code': 'DEN', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Benoît Millot', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Millot', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Mikael Berchebru', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Berchebru', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Aurélien Drouet', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Drouet', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Jérémie Pignard', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Pignard', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Eric Wattellier', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Wattellier', 'gender': 'MALE', 'counrty_code': 'FRA', 'counrty': 'France'}, {'name': 'Stéphanie Frappart', 'role': 'REFEREE', 'name_short': 'Frappart', 'gender': 'FEMALE', 'counrty_code': 'FRA', 'counrty': 'France'}]",Brondby,Brøndby Stadion,Brøndby Stadion,Brøndby Stadion,Brøndby Stadion,Brøndby Stadion
Portugal,Croatia,POR,CRO,1.0,2.0,,,1.0,2.0,Croatia,WIN_REGULAR,2024,2024-06-08,2024-06-08T16:45:00Z,1.0,Group A,MD2,73.0,EXCELLENT,20.0,PARTLY_CLOUDY,13.0,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,,62404,POR,37942.0,38.7088722,-9.2609361,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 8, 'second': 39}, 'international_name': 'Luka Modrić', 'club_shirt_name': 'MODRIĆ', 'country_code': 'CRO', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 48, 'second': 41}, 'international_name': 'Diogo Jota', 'club_shirt_name': 'Diogo J.', 'country_code': 'POR', 'national_field_position': 'FORWARD', 'national_jersey_number': '21', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 59}, 'international_name': 'Ante Budimir', 'club_shirt_name': 'Budimir', 'country_code': 'CRO', 'national_field_position': 'FORWARD', 'national_jersey_number': '16', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Dominik Schaal', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Schaal', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Sören Storks', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Storks', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Harm Osmers', 'role': 'REFEREE', 'name_short': 'Osmers', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Ricardo Baixinho', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Baixinho', 'gender': 'MALE', 'counrty_code': 'POR', 'counrty': 'Portugal'}, {'name': 'Robert Schröder', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Schröder', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Robert Kempter', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Kempter', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}]",Oeiras,Nacional Do Jamor,Nacional Do Jamor,Nacional Do Jamor,Nacional Do Jamor,Nacional Do Jamor
