home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,round_mode_detail,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
Hungary,Estonia,HUN,EST,1.0,0.0,,,1.0,0.0,Hungary,WIN_REGULAR,2024,2023-03-23,2023-03-23T18:30:00Z,1.0,Friendly Matches,MD1,,,,,,FINISHED,GROUP_STAGE,FIRST,GROUP,GROUP,,250004078,HUN,65014.0,47.503111,19.098024,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 41, 'second': 55}, 'international_name': 'Martin Ádám', 'club_shirt_name': 'Ádám', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}]","[{'phase': 'SECOND_HALF', 'time': {'minute': 71, 'second': 27}, 'international_name': 'Roland Sallai', 'club_shirt_name': 'Sallai', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'penalty_type': 'MISSED'}]",,,"[{'name': 'Robert Steinacher', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Steinacher', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Andreas Witschnigg', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Witschnigg', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Julian Weinberger', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Weinberger', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Manuel Schuettengruber', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Schuettengruber', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Walter Altmann', 'role': 'REFEREE', 'name_short': 'Altmann', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Josef Spurny', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Spurny', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}]",Budapest,Puskás Aréna,Puskás Aréna,Puskás Aréna,Puskás Aréna,Puskás Aréna
Republic of Ireland,Latvia,IRL,LVA,3.0,2.0,,,3.0,2.0,Republic of Ireland,WIN_REGULAR,2024,2023-03-22,2023-03-22T19:45:00Z,0.0,Friendly Matches,MD1,,,,,,FINISHED,GROUP_STAGE,FIRST,GROUP,GROUP,,250001051,IRL,51700.0,53.335691,-6.228819,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 6, 'second': 39}, 'international_name': ""Callum O'Dowda"", 'club_shirt_name': ""O'Dowda"", 'country_code': 'IRL', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '3', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 17, 'second': 37}, 'international_name': 'Evan Ferguson', 'club_shirt_name': 'Ferguson', 'country_code': 'IRL', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 48}, 'international_name': 'Roberts Uldriķis', 'club_shirt_name': 'Uldriķis', 'country_code': 'LVA', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'injuryMinute': 1, 'minute': 45, 'second': 38}, 'international_name': 'Artūrs Zjuzins', 'club_shirt_name': 'Zjuzins', 'country_code': 'LVA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '17', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 65, 'second': 23}, 'international_name': 'Chiedozie Ogbene', 'club_shirt_name': 'Ogbene', 'country_code': 'IRL', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Rob Harvey', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Harvey', 'gender': 'MALE', 'counrty_code': 'IRL', 'counrty': 'Republic of Ireland'}, {'name': 'George Florin Neacsu', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Neacsu', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}, {'name': 'Andrei Chivulete', 'role': 'REFEREE', 'name_short': 'Chivulete', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}, {'name': 'Mihai Marica', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Marica', 'gender': 'MALE', 'counrty_code': 'ROU', 'counrty': 'Romania'}]",Dublin,Aviva Stadium,Dublin Arena,Dublin Arena,Dublin Arena,Aviva Stadium
St. Lucia,San Marino,LCA,SMR,1.0,0.0,,,1.0,0.0,St. Lucia,WIN_REGULAR,2022,2022-11-20,2022-11-20T20:00:00Z,-4.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,250005052,LCA,0.0,0.0,0.0,0.0,0.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 69}, 'international_name': 'Kurt Frederick', 'club_shirt_name': 'Frederick', 'country_code': 'LCA', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Gros Islet,Beausejour Stadium,Beausejour Stadium,Beausejour Stadium,Beausejour Stadium,Beausejour Stadium
Austria,Italy,AUT,ITA,2.0,0.0,,,2.0,0.0,Austria,WIN_REGULAR,2022,2022-11-20,2022-11-20T19:45:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,62085,AUT,49898.0,48.2071889,16.4205083,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 6, 'second': 16}, 'international_name': 'Xaver Schlager', 'club_shirt_name': 'Xaver', 'country_code': 'AUT', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '4', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 35, 'second': 44}, 'international_name': 'David Alaba', 'club_shirt_name': 'ALABA', 'country_code': 'AUT', 'national_field_position': '', 'national_jersey_number': '8', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Christian Gittelmann', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Gittelmann', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Florian Badstübner', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Badstübner', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Christian Dingert', 'role': 'REFEREE', 'name_short': 'Dingert', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}, {'name': 'Mark Borsch', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Borsch', 'gender': 'MALE', 'counrty_code': 'GER', 'counrty': 'Germany'}]",Vienna,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion
Hungary,Greece,HUN,GRE,2.0,1.0,,,2.0,1.0,Hungary,WIN_REGULAR,2022,2022-11-20,2022-11-20T19:15:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,250004078,HUN,65014.0,47.503111,19.098024,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 15, 'second': 32}, 'international_name': 'Roland Sallai', 'club_shirt_name': 'Sallai', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 41}, 'international_name': 'Tasos Bakasetas', 'club_shirt_name': 'Bakasetas', 'country_code': 'GRE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '11', 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'injuryMinute': 3, 'minute': 90, 'second': 44}, 'international_name': 'Zsolt Kalmár', 'club_shirt_name': 'Kalmár', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '13', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Marco Bresmes', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Bresmes', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Giovanni Baccini', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Baccini', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Aleandro Di Paolo', 'role': 'VIDEO_ASSISTANT_REFEREE', 'name_short': 'Di Paolo', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Livio Marinelli', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Marinelli', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Valerio Marini', 'role': 'ASSISTANT_VIDEO_ASSISTANT_REFEREE', 'name_short': 'Marini', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}, {'name': 'Daniele Chiffi', 'role': 'REFEREE', 'name_short': 'Chiffi', 'gender': 'MALE', 'counrty_code': 'ITA', 'counrty': 'Italy'}]",Budapest,Puskás Aréna,Puskás Aréna,Puskás Aréna,Puskás Aréna,Puskás Aréna
Malta,Republic of Ireland,MLT,IRL,0.0,1.0,,,0.0,1.0,Republic of Ireland,WIN_REGULAR,2022,2022-11-20,2022-11-20T19:00:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,55236,MLT,16942.0,35.89485,14.4151056,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 55, 'second': 21}, 'international_name': 'Callum Robinson', 'club_shirt_name': 'Robinson', 'country_code': 'IRL', 'national_field_position': 'FORWARD', 'national_jersey_number': '7', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Ioannis Lazarou', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Lazarou', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}, {'name': 'Trustin Farrugia Cann', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Farrugia Cann', 'gender': 'MALE', 'counrty_code': 'MLT', 'counrty': 'Malta'}, {'name': 'Chrysovalantis Theouli', 'role': 'REFEREE', 'name_short': 'Theouli', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}, {'name': 'Marios Dimitriadis', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Dimitriadis', 'gender': 'MALE', 'counrty_code': 'CYP', 'counrty': 'Cyprus'}]",Ta' Qali,National Stadium,National Stadium,National Stadium,National Stadium,National Stadium
Moldova,Romania,MDA,ROU,0.0,5.0,,,0.0,5.0,Romania,WIN_REGULAR,2022,2022-11-20,2022-11-20T18:30:00Z,2.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,88142,MDA,10104.0,46.9803278,28.8680861,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 9, 'second': 43}, 'international_name': 'Olimpiu Moruţan', 'club_shirt_name': 'Moruţan', 'country_code': 'ROU', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '21', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 40, 'second': 50}, 'international_name': 'Denis Drăguş', 'club_shirt_name': 'Drăguș', 'country_code': 'ROU', 'national_field_position': 'FORWARD', 'national_jersey_number': '19', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 61, 'second': 9}, 'international_name': 'Alexandru Cicâldău', 'club_shirt_name': 'Cicâldău', 'country_code': 'ROU', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 71, 'second': 23}, 'international_name': 'Daniel Paraschiv', 'club_shirt_name': 'Paraschiv', 'country_code': 'ROU', 'national_field_position': 'FORWARD', 'national_jersey_number': '19', 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 39}, 'international_name': 'Adrian Rus', 'club_shirt_name': 'Rus', 'country_code': 'ROU', 'national_field_position': 'DEFENDER', 'national_jersey_number': '4', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Abdullah Özkara', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Abdullah Özkara', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}, {'name': 'Ali Saygın Ögel', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Ögel', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}, {'name': 'Roman Jitari', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Jitari', 'gender': 'MALE', 'counrty_code': 'MDA', 'counrty': 'Moldova'}, {'name': 'Yasar Kemal Ugurlu', 'role': 'REFEREE', 'name_short': 'Ugurlu', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}]",Chisinau,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru,Stadionul Zimbru
Israel,Cyprus,ISR,CYP,2.0,3.0,,,2.0,3.0,Cyprus,WIN_REGULAR,2022,2022-11-20,2022-11-20T16:30:00Z,2.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,8000.0,250001552,ISR,10800.0,32.104197,34.865078,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 2, 'second': 39}, 'international_name': 'Charalampos Charalampous', 'club_shirt_name': 'CHARALAMBOUS', 'country_code': 'CYP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '5', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 47}, 'international_name': 'Ioannis Pittas', 'club_shirt_name': 'PITTAS', 'country_code': 'CYP', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 45}, 'international_name': 'Oscar Gloukh', 'club_shirt_name': 'Gloukh', 'country_code': 'ISR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '15', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 67, 'second': 41}, 'international_name': 'Tai Baribo', 'club_shirt_name': 'Baribo', 'country_code': 'ISR', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 82, 'second': 56}, 'international_name': 'Michalis Ioannou', 'club_shirt_name': 'Ioannou', 'country_code': 'CYP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '15', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Kerem Ersoy', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Kerem Ersoy', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}, {'name': 'Abdulkadir Bitigen', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Bitigen', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}, {'name': 'Ibrahim Çaglar Uyarcan', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Uyarcan', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}, {'name': 'Arda Kardeşler', 'role': 'REFEREE', 'name_short': 'Arda Kardeşler', 'gender': 'MALE', 'counrty_code': 'TUR', 'counrty': 'Türkiye'}]",Petah Tikva,Shlomo Insurance Stadium,Ha Moshava,Itztadion HaMoshava,Itztadion HaMoshava,Shlomo Insurance Stadium
Luxembourg,Bulgaria,LUX,BUL,0.0,0.0,,,0.0,0.0,,DRAW,2022,2022-11-20,2022-11-20T14:00:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,4718.0,250004209,LUX,9374.0,49.581375,6.121066,105.0,68.0,,,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 87, 'second': 31}, 'international_name': 'Danel Sinani', 'club_shirt_name': 'Sinani', 'country_code': 'LUX', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '9'}]","[{'name': 'Vytenis Kazlauskas', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Kazlauskas', 'gender': 'MALE', 'counrty_code': 'LTU', 'counrty': 'Lithuania'}, {'name': 'Gevork Arakelian', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Arakelian', 'gender': 'MALE', 'counrty_code': 'LTU', 'counrty': 'Lithuania'}, {'name': 'Manfredas Lukjančukas', 'role': 'REFEREE', 'name_short': 'Lukjančukas', 'gender': 'MALE', 'counrty_code': 'LTU', 'counrty': 'Lithuania'}, {'name': 'Jasmin Sabotic', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Sabotic', 'gender': 'MALE', 'counrty_code': 'LUX', 'counrty': 'Luxembourg'}]",Luxembourg,Stade de Luxembourg,Stade de Luxembourg,Stade de Luxembourg,Stade de Luxembourg,Stade de Luxembourg
Slovenia,Montenegro,SVN,MNE,1.0,0.0,,,1.0,0.0,Slovenia,WIN_REGULAR,2022,2022-11-20,2022-11-20T14:00:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,250001140,SVN,15796.0,46.080641,14.52444,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 42, 'second': 52}, 'international_name': 'Miha Zajc', 'club_shirt_name': 'ZAJC', 'country_code': 'SVN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'SCORED'}]","[{'phase': 'SECOND_HALF', 'time': {'minute': 87, 'second': 13}, 'international_name': 'Stefan Savić', 'club_shirt_name': 'SAVIĆ', 'country_code': 'MNE', 'national_field_position': 'DEFENDER', 'national_jersey_number': '15', 'penalty_type': 'MISSED'}]",,,"[{'name': 'Christopher Jaeger', 'role': 'REFEREE', 'name_short': 'Jaeger', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Roland Riedel', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Riedel', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}, {'name': 'Dejan Balažič', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Balažič', 'gender': 'MALE', 'counrty_code': 'SVN', 'counrty': 'Slovenia'}, {'name': 'Andreas Staudinger', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Staudinger', 'gender': 'MALE', 'counrty_code': 'AUT', 'counrty': 'Austria'}]",Ljubljana,Stadion Stožice,Stadion Stožice,Stadion Stožice,Stadion Stožice,Stadion Stožice
Oman,Belarus,OMA,BLR,2.0,0.0,,,2.0,0.0,Oman,WIN_REGULAR,2022,2022-11-20,2022-11-20T14:00:00Z,4.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,250005067,UAE,0.0,0.0,0.0,0.0,0.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 78}, 'international_name': 'Salaah Said Salim Al-Yahyaei', 'club_shirt_name': 'Al-Yahyaei', 'country_code': 'OMA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81}, 'international_name': 'Jameel Al-Yahmadi', 'club_shirt_name': 'Al-Yahmadi', 'country_code': 'OMA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,"[{'name': 'Adel Al-Naqbi', 'role': 'REFEREE', 'name_short': 'Al-Naqbi', 'gender': 'MALE', 'counrty_code': 'UAE', 'counrty': 'United Arab Emirates'}, {'name': 'Youssef Al Jasmi', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Al Jasmi', 'gender': 'MALE', 'counrty_code': 'UAE', 'counrty': 'United Arab Emirates'}, {'name': 'Ahmed Al-Rashdy', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Al-Rashdy', 'gender': 'MALE', 'counrty_code': 'UAE', 'counrty': 'United Arab Emirates'}, {'name': 'Ali Al Nuaimi', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Al Nuaimi', 'gender': 'MALE', 'counrty_code': 'UAE', 'counrty': 'United Arab Emirates'}]",Al Ain City,Hazza Bin Sayed Stadium,Hazza Bin Sayed Stadium,Hazza Bin Sayed Stadium,Hazza Bin Sayed Stadium,Hazza Bin Sayed Stadium
North Macedonia,Azerbaijan,MKD,AZE,1.0,3.0,,,1.0,3.0,Azerbaijan,WIN_REGULAR,2022,2022-11-20,2022-11-20T13:00:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,0.0,63799,MKD,32483.0,42.0057639,21.4255889,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 38}, 'international_name': 'Enis Bardhi', 'club_shirt_name': 'Bardhi', 'country_code': 'MKD', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'PENALTY'}, {'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 31}, 'international_name': 'Elvin Jafarguliyev', 'club_shirt_name': 'Cəfərquliyev ', 'country_code': 'AZE', 'national_field_position': 'DEFENDER', 'national_jersey_number': '3', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 65, 'second': 26}, 'international_name': 'Musa Gurbanli', 'club_shirt_name': 'Musa', 'country_code': 'AZE', 'national_field_position': 'FORWARD', 'national_jersey_number': '22', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 1}, 'international_name': 'Ramil Sheydaev', 'club_shirt_name': 'Sheidaev', 'country_code': 'AZE', 'national_field_position': 'FORWARD', 'national_jersey_number': '11', 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 52, 'second': 8}, 'international_name': 'Boban Nikolov', 'club_shirt_name': 'NIKOLOV', 'country_code': 'MKD', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '16'}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 20}, 'international_name': 'Hojjat Haghverdi', 'club_shirt_name': 'Haghverdi', 'country_code': 'AZE', 'national_field_position': 'DEFENDER', 'national_jersey_number': '6'}]","[{'name': 'Ilir Tartaraj', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Tartaraj', 'gender': 'MALE', 'counrty_code': 'ALB', 'counrty': 'Albania'}, {'name': 'Jovan Kachevski', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Kachevski', 'gender': 'MALE', 'counrty_code': 'MKD', 'counrty': 'North Macedonia'}, {'name': 'Dojando Myftari', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Myftari', 'gender': 'MALE', 'counrty_code': 'ALB', 'counrty': 'Albania'}, {'name': 'Enea Jorgji', 'role': 'REFEREE', 'name_short': 'Jorgji', 'gender': 'MALE', 'counrty_code': 'ALB', 'counrty': 'Albania'}]",Skopje,National Arena Todor Proeski,National Arena Todor Proeski,National Arena Todor Proeski ,National Arena Todor Proeski ,National Arena Todor Proeski
Norway,Finland,NOR,FIN,1.0,1.0,,,1.0,1.0,,DRAW,2022,2022-11-20,2022-11-20T13:00:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,13347.0,62397,NOR,27184.0,59.9490472,10.7342139,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 32, 'second': 15}, 'international_name': 'Benjamin Källman', 'club_shirt_name': 'Källman', 'country_code': 'FIN', 'national_field_position': 'FORWARD', 'national_jersey_number': '19', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 46, 'second': 44}, 'international_name': 'Alexander Sørloth', 'club_shirt_name': 'Sørloth', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '19', 'goal_type': 'SCORED'}]",,,,"[{'name': 'Morten Krogh', 'role': 'REFEREE', 'name_short': 'Krogh', 'gender': 'MALE', 'counrty_code': 'DEN', 'counrty': 'Denmark'}, {'name': 'Jesper Dahl', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Dahl', 'gender': 'MALE', 'counrty_code': 'DEN', 'counrty': 'Denmark'}, {'name': 'D. Wollenberg Rasmussen', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Rasmussen', 'gender': 'MALE', 'counrty_code': 'DEN', 'counrty': 'Denmark'}, {'name': 'Jørgen Burchardt', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Burchardt', 'gender': 'MALE', 'counrty_code': 'DEN', 'counrty': 'Denmark'}]",Oslo,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion
Slovakia,Chile,SVK,CHI,0.0,0.0,,,0.0,0.0,,DRAW,2022,2022-11-20,2022-11-20T12:30:00Z,1.0,Group A,MD2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,GROUP,19757.0,250003855,SVK,22500.0,48.17758,17.154043,105.0,68.0,,,,,"[{'name': 'Kamil Hajek', 'role': 'ASSISTANT_REFEREE_TWO', 'name_short': 'Hajek', 'gender': 'MALE', 'counrty_code': 'CZE', 'counrty': 'Czechia'}, {'name': 'Ivan Kružliak', 'role': 'FOURTH_OFFICIAL', 'name_short': 'Kružliak', 'gender': 'MALE', 'counrty_code': 'SVK', 'counrty': 'Slovakia'}, {'name': 'Ivo Nadvornik', 'role': 'ASSISTANT_REFEREE_ONE', 'name_short': 'Nadvornik', 'gender': 'MALE', 'counrty_code': 'CZE', 'counrty': 'Czechia'}, {'name': 'Ondřej Berka', 'role': 'REFEREE', 'name_short': 'Berka', 'gender': 'MALE', 'counrty_code': 'CZE', 'counrty': 'Czechia'}]",Bratislava,Národný futbalový štadión,Národný futbalový štadión ,Národný futbalový štadión ,Národný futbalový štadión ,Národný futbalový štadión
