,minute,phase,injuryminute,teamfromid,teamtoid,playerfromid,playertoid
1216,18,1,0,42.0,11741.525265127886,1907188.0,206024112.0
1217,19,1,0,42.0,35.0,250019145.0,102869.0
1218,19,1,0,35.0,11741.525265127886,108509.0,206024112.0
1219,22,1,0,35.0,11741.525265127886,1905884.0,206024112.0
1220,22,1,0,35.0,11741.525265127886,250010472.0,206024112.0
1221,24,1,0,42.0,35.0,250024153.0,250010472.0
1222,25,1,0,35.0,11741.525265127886,74954.0,206024112.0
1223,26,1,0,35.0,11741.525265127886,250013677.0,206024112.0
1224,27,1,0,35.0,42.0,250010472.0,72525.0
1225,27,1,0,42.0,11741.525265127886,250043060.0,206024112.0
1226,30,1,0,35.0,42.0,250022869.0,250019145.0
1227,32,1,0,42.0,11741.525265127886,1907188.0,206024112.0
1228,33,1,0,35.0,11741.525265127886,1905884.0,206024112.0
1229,37,1,0,35.0,11741.525265127886,250089514.0,206024112.0
1230,37,1,0,42.0,11741.525265127886,72525.0,206024112.0
1231,40,1,0,35.0,11741.525265127886,250013677.0,206024112.0
1232,41,1,0,35.0,11741.525265127886,102869.0,206024112.0
1233,41,1,0,42.0,11741.525265127886,1907188.0,206024112.0
1234,43,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1235,43,1,0,35.0,35.0,1905884.0,250080451.0
1236,43,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1237,45,1,1,35.0,42.0,250010472.0,250043060.0
1238,45,1,1,42.0,11741.525265127886,69658.0,206024112.0
1239,45,1,3,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1240,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1241,46,2,0,35.0,11741.525265127886,250010472.0,206024112.0
1242,46,2,0,42.0,11741.525265127886,250005371.0,206024112.0
1243,48,2,0,35.0,11741.525265127886,250080451.0,206024112.0
1244,48,2,0,42.0,35.0,96371.0,250010472.0
1245,49,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1246,50,2,0,35.0,11741.525265127886,250080451.0,206024112.0
1247,51,2,0,42.0,35.0,69658.0,250022869.0
1248,51,2,0,42.0,11741.525265127886,69658.0,206024112.0
1249,52,2,0,35.0,11741.525265127886,250080451.0,206024112.0
1250,52,2,0,35.0,11741.525265127886,250041718.0,206024112.0
1251,52,2,0,42.0,11741.525265127886,250005371.0,206024112.0
1252,52,2,0,35.0,11741.525265127886,250080451.0,206024112.0
1253,54,2,0,42.0,35.0,103799.0,108509.0
1254,54,2,0,35.0,11741.525265127886,108509.0,206024112.0
1255,55,2,0,35.0,11741.525265127886,250089514.0,206024112.0
1256,55,2,0,42.0,11741.525265127886,96371.0,206024112.0
1257,55,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1258,55,2,0,42.0,11741.525265127886,96371.0,206024112.0
1259,59,2,0,35.0,11741.525265127886,250010472.0,206024112.0
1260,60,2,0,42.0,11741.525265127886,250024153.0,206024112.0
1261,61,2,0,42.0,35.0,96371.0,250013677.0
1262,61,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1263,63,2,0,35.0,42.0,102869.0,250043060.0
1264,63,2,0,35.0,35.0,250089514.0,250097638.0
1265,63,2,0,35.0,35.0,108509.0,250023708.0
1266,64,2,0,42.0,11741.525265127886,250024143.0,206024112.0
1267,68,2,0,35.0,42.0,250080451.0,250019145.0
1268,68,2,0,42.0,11741.525265127886,250024143.0,206024112.0
1269,69,2,0,42.0,11741.525265127886,250043060.0,206024112.0
1270,69,2,0,35.0,11741.525265127886,102869.0,206024112.0
1271,69,2,0,35.0,11741.525265127886,102869.0,206024112.0
1272,73,2,0,42.0,35.0,250005371.0,250022869.0
1273,74,2,0,35.0,11741.525265127886,250026986.0,206024112.0
1274,74,2,0,42.0,11741.525265127886,1907188.0,206024112.0
1275,75,2,0,42.0,35.0,96371.0,250013677.0
1276,76,2,0,35.0,35.0,102869.0,1905876.0
1277,76,2,0,35.0,35.0,250010472.0,250041664.0
1278,76,2,0,42.0,42.0,69658.0,1906969.0
1279,76,2,0,42.0,42.0,103799.0,108470.0
1280,77,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1281,77,2,0,35.0,11741.525265127886,250041664.0,206024112.0
1282,82,2,0,35.0,11741.525265127886,250080451.0,206024112.0
1283,84,2,0,42.0,42.0,250024153.0,250112095.0
1284,85,2,0,42.0,35.0,96371.0,250081192.0
1285,85,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1286,90,2,0,35.0,42.0,250023708.0,250005371.0
1287,90,2,0,42.0,42.0,96371.0,250088721.0
1288,90,2,0,42.0,11741.525265127886,1907188.0,206024112.0
1289,90,2,1,42.0,35.0,250112095.0,250097638.0
1290,90,2,1,35.0,11741.525265127886,74954.0,206024112.0
1291,90,2,2,35.0,11741.525265127886,250023708.0,206024112.0
1292,90,2,2,42.0,11741.525265127886,1907188.0,206024112.0
1293,90,2,3,35.0,11741.525265127886,250023708.0,206024112.0
1294,90,2,3,35.0,11741.525265127886,250041664.0,206024112.0
1295,90,2,3,42.0,11741.525265127886,250088721.0,206024112.0
1296,90,2,5,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1297,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1298,3,1,0,39.0,56370.0,250024795.0,103310.0
1299,3,1,0,56370.0,11741.525265127886,250058183.0,206024112.0
1300,6,1,0,39.0,11741.525265127886,250101534.0,206024112.0
1301,6,1,0,56370.0,11741.525265127886,250033878.0,206024112.0
1302,6,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1303,8,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1304,9,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1305,9,1,0,39.0,11741.525265127886,250143242.0,206024112.0
1306,9,1,0,56370.0,11741.525265127886,250042625.0,206024112.0
1307,16,1,0,56370.0,39.0,250023551.0,250143242.0
1308,17,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1309,17,1,0,39.0,11741.525265127886,250016833.0,206024112.0
1310,18,1,0,56370.0,11741.525265127886,250042625.0,206024112.0
1311,19,1,0,39.0,56370.0,250143242.0,250023551.0
1312,19,1,0,56370.0,11741.525265127886,250042625.0,206024112.0
1313,19,1,0,39.0,11741.525265127886,250016833.0,206024112.0
1314,26,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1315,27,1,0,56370.0,11741.525265127886,103310.0,206024112.0
1316,34,1,0,39.0,11741.525265127886,250101534.0,206024112.0
1317,39,1,0,39.0,11741.525265127886,250143242.0,206024112.0
1318,39,1,0,56370.0,11741.525265127886,250042625.0,206024112.0
1319,39,1,0,56370.0,11741.525265127886,250033878.0,206024112.0
1320,40,1,0,39.0,11741.525265127886,250143242.0,206024112.0
1321,41,1,0,56370.0,11741.525265127886,250058183.0,206024112.0
1322,42,1,0,56370.0,11741.525265127886,250058183.0,206024112.0
1323,43,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1324,43,1,0,56370.0,11741.525265127886,103310.0,206024112.0
1325,43,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1326,44,1,0,56370.0,11741.525265127886,250042625.0,206024112.0
1327,45,1,0,56370.0,39.0,103310.0,250133856.0
1328,45,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1329,45,1,1,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1330,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1331,46,2,0,56370.0,11741.525265127886,250127284.0,206024112.0
1332,47,2,0,39.0,56370.0,250143242.0,1906416.0
1333,47,2,0,56370.0,11741.525265127886,74699.0,206024112.0
1334,47,2,0,56370.0,11741.525265127886,103310.0,206024112.0
1335,48,2,0,39.0,11741.525265127886,250064233.0,206024112.0
1336,48,2,0,56370.0,39.0,250023551.0,250076240.0
1337,48,2,0,56370.0,11741.525265127886,250023551.0,206024112.0
1338,49,2,0,39.0,11741.525265127886,250083732.0,206024112.0
1339,51,2,0,39.0,56370.0,250083732.0,74699.0
1340,52,2,0,56370.0,11741.525265127886,250040564.0,206024112.0
1341,53,2,0,39.0,56370.0,250143242.0,74699.0
1342,54,2,0,56370.0,11741.525265127886,74699.0,206024112.0
1343,55,2,0,56370.0,11741.525265127886,74699.0,206024112.0
1344,55,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1345,57,2,0,39.0,11741.525265127886,250024795.0,206024112.0
1346,60,2,0,56370.0,39.0,250040564.0,250016833.0
1347,61,2,0,39.0,11741.525265127886,250016833.0,206024112.0
1348,61,2,0,39.0,11741.525265127886,250016833.0,206024112.0
1349,64,2,0,39.0,56370.0,250101534.0,250127284.0
1350,64,2,0,39.0,11741.525265127886,250101534.0,206024112.0
1351,64,2,0,56370.0,11741.525265127886,250058183.0,206024112.0
1352,65,2,0,56370.0,11741.525265127886,250023551.0,206024112.0
1353,65,2,0,39.0,11741.525265127886,250064233.0,206024112.0
1354,65,2,0,56370.0,11741.525265127886,250033878.0,206024112.0
1355,66,2,0,56370.0,39.0,250040564.0,250076240.0
1356,66,2,0,56370.0,11741.525265127886,250040564.0,206024112.0
1357,67,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1358,70,2,0,56370.0,11741.525265127886,74699.0,206024112.0
1359,70,2,0,56370.0,11741.525265127886,250040564.0,206024112.0
1360,70,2,0,56370.0,56370.0,250040564.0,250066135.0
1361,70,2,0,56370.0,56370.0,1906416.0,250066132.0
1362,71,2,0,39.0,39.0,250101534.0,250088246.0
1363,73,2,0,56370.0,11741.525265127886,250033878.0,206024112.0
1364,74,2,0,56370.0,39.0,250058183.0,250016833.0
1365,74,2,0,39.0,11741.525265127886,250000919.0,206024112.0
1366,74,2,0,39.0,11741.525265127886,250024795.0,206024112.0
1367,78,2,0,56370.0,56370.0,250033878.0,250063394.0
1368,79,2,0,56370.0,39.0,250066135.0,250024795.0
1369,79,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1370,80,2,0,39.0,56370.0,250000919.0,250063394.0
1371,80,2,0,56370.0,11741.525265127886,250066132.0,206024112.0
1372,82,2,0,39.0,39.0,250016833.0,250128377.0
1373,83,2,0,56370.0,11741.525265127886,250127284.0,206024112.0
1374,85,2,0,39.0,56370.0,250128377.0,74699.0
1375,85,2,0,56370.0,56370.0,250023551.0,250042631.0
1376,86,2,0,56370.0,11741.525265127886,74699.0,206024112.0
1377,86,2,0,56370.0,39.0,250058183.0,250064233.0
1378,86,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1379,88,2,0,56370.0,39.0,108567.0,250128377.0
1380,90,2,0,39.0,11741.525265127886,250000919.0,206024112.0
1381,90,2,2,39.0,39.0,250024795.0,250111030.0
1382,90,2,5,56370.0,11741.525265127886,250042631.0,206024112.0
1383,90,2,5,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1384,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1385,1,1,0,35.0,39.0,250010472.0,250024795.0
1386,1,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1387,1,1,0,39.0,35.0,250143242.0,250026986.0
1388,1,1,0,35.0,11741.525265127886,250041718.0,206024112.0
1389,2,1,0,39.0,35.0,250042705.0,1905876.0
1390,2,1,0,35.0,11741.525265127886,250041718.0,206024112.0
1391,12,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1392,13,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1393,13,1,0,35.0,11741.525265127886,74954.0,206024112.0
1394,15,1,0,39.0,11741.525265127886,250016833.0,206024112.0
1395,15,1,0,35.0,11741.525265127886,250026986.0,206024112.0
1396,15,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1397,16,1,0,35.0,11741.525265127886,250013677.0,206024112.0
1398,16,1,0,39.0,11741.525265127886,250064233.0,206024112.0
1399,16,1,0,35.0,11741.525265127886,1905876.0,206024112.0
1400,17,1,0,35.0,39.0,1905876.0,250076240.0
1401,17,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1402,18,1,0,39.0,35.0,250083732.0,250026986.0
1403,19,1,0,35.0,11741.525265127886,1905876.0,206024112.0
1404,19,1,0,35.0,39.0,1905876.0,250024795.0
1405,20,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1406,25,1,0,35.0,11741.525265127886,250118062.0,206024112.0
1407,26,1,0,35.0,39.0,250081192.0,250106939.0
1408,26,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1409,28,1,0,39.0,35.0,250076240.0,250065453.0
1410,29,1,0,35.0,11741.525265127886,1905876.0,206024112.0
1411,29,1,0,39.0,35.0,250042705.0,250041718.0
1412,30,1,0,35.0,11741.525265127886,250118062.0,206024112.0
1413,35,1,0,35.0,39.0,250010472.0,250016833.0
1414,36,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1415,36,1,0,35.0,11741.525265127886,108509.0,206024112.0
1416,37,1,0,35.0,39.0,250010472.0,250106939.0
1417,37,1,0,39.0,11741.525265127886,250106939.0,206024112.0
1418,38,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1419,38,1,0,35.0,11741.525265127886,74954.0,206024112.0
1420,39,1,0,35.0,39.0,108509.0,206024112.0
1421,45,1,1,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1422,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1423,46,2,0,35.0,39.0,250065453.0,250075007.0
1424,47,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1425,48,2,0,35.0,39.0,250023708.0,250106939.0
1426,49,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1427,49,2,0,39.0,35.0,250075007.0,108509.0
1428,49,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1429,51,2,0,35.0,11741.525265127886,74954.0,206024112.0
1430,52,2,0,35.0,11741.525265127886,250065453.0,206024112.0
1431,52,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1432,54,2,0,35.0,39.0,250081192.0,250016833.0
1433,55,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1434,55,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1435,55,2,0,35.0,11741.525265127886,74954.0,206024112.0
1436,56,2,0,39.0,35.0,250064233.0,250081192.0
1437,56,2,0,35.0,11741.525265127886,250081192.0,206024112.0
1438,57,2,0,35.0,11741.525265127886,1905876.0,206024112.0
1439,58,2,0,35.0,11741.525265127886,250065453.0,206024112.0
1440,58,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1441,60,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1442,60,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1443,62,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1444,62,2,0,35.0,11741.525265127886,250023708.0,206024112.0
1445,64,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1446,64,2,0,35.0,11741.525265127886,74954.0,206024112.0
1447,67,2,0,35.0,35.0,1905876.0,102869.0
1448,67,2,0,35.0,35.0,250118062.0,250022869.0
1449,67,2,0,35.0,35.0,250065453.0,250022797.0
1450,69,2,0,39.0,39.0,250106939.0,250042329.0
1451,70,2,0,39.0,35.0,250042705.0,250013677.0
1452,70,2,0,35.0,11741.525265127886,102869.0,206024112.0
1453,72,2,0,35.0,39.0,102869.0,250042329.0
1454,72,2,0,35.0,11741.525265127886,102869.0,206024112.0
1455,73,2,0,39.0,11741.525265127886,250064233.0,206024112.0
1456,73,2,0,35.0,11741.525265127886,74954.0,206024112.0
1457,73,2,0,39.0,11741.525265127886,250076240.0,206024112.0
1458,74,2,0,39.0,11741.525265127886,250024795.0,206024112.0
1459,74,2,0,35.0,11741.525265127886,250023708.0,206024112.0
1460,74,2,0,39.0,35.0,250016833.0,250022797.0
1461,74,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1462,75,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1463,75,2,0,35.0,11741.525265127886,74954.0,206024112.0
1464,75,2,0,35.0,11741.525265127886,250026986.0,206024112.0
1465,79,2,0,35.0,35.0,250041718.0,250070182.0
1466,79,2,0,35.0,39.0,250010472.0,250042705.0
1467,80,2,0,39.0,11741.525265127886,250042705.0,206024112.0
1468,80,2,0,39.0,11741.525265127886,250143242.0,206024112.0
1469,82,2,0,35.0,39.0,250010472.0,250076240.0
1470,82,2,0,39.0,11741.525265127886,250042705.0,206024112.0
1471,83,2,0,39.0,11741.525265127886,250064233.0,206024112.0
1472,85,2,0,35.0,39.0,250022869.0,250075007.0
1473,85,2,0,39.0,11741.525265127886,250083732.0,206024112.0
1474,88,2,0,35.0,35.0,250010472.0,250080451.0
1475,88,2,0,35.0,11741.525265127886,102869.0,206024112.0
1476,88,2,0,35.0,39.0,250023708.0,250064233.0
1477,89,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1478,90,2,3,35.0,39.0,250022869.0,250042705.0
1479,90,2,3,39.0,11741.525265127886,250010259.0,206024112.0
1480,90,2,3,39.0,11741.525265127886,250143242.0,206024112.0
1481,90,2,4,35.0,39.0,250023708.0,250016833.0
1482,90,2,5,39.0,11741.525265127886,250076240.0,206024112.0
1483,90,2,5,39.0,11741.525265127886,250075007.0,206024112.0
1484,90,2,5,35.0,11741.525265127886,74954.0,206024112.0
1485,90,2,7,39.0,11741.525265127886,250016833.0,206024112.0
1486,90,2,7,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1487,90,3,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1488,93,3,0,35.0,39.0,250026986.0,250042329.0
1489,93,3,0,39.0,11741.525265127886,250143242.0,206024112.0
1490,94,3,0,39.0,11741.525265127886,250016833.0,206024112.0
1491,94,3,0,35.0,11741.525265127886,74954.0,206024112.0
1492,95,3,0,39.0,39.0,250083732.0,250010260.0
1493,95,3,0,39.0,39.0,250076240.0,250101534.0
1494,98,3,0,39.0,11741.525265127886,250101534.0,206024112.0
1495,98,3,0,39.0,11741.525265127886,250064233.0,206024112.0
1496,98,3,0,39.0,11741.525265127886,250042329.0,206024112.0
1497,98,3,0,35.0,11741.525265127886,74954.0,206024112.0
1498,98,3,0,39.0,11741.525265127886,250024795.0,206024112.0
1499,99,3,0,35.0,39.0,250080451.0,250010259.0
1500,99,3,0,39.0,11741.525265127886,250010259.0,206024112.0
1501,101,3,0,39.0,11741.525265127886,250101534.0,206024112.0
1502,102,3,0,35.0,39.0,250081192.0,250024795.0
1503,103,3,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1504,104,3,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1505,104,3,0,39.0,11741.525265127886,250016833.0,206024112.0
1506,104,3,0,35.0,11741.525265127886,74954.0,206024112.0
1507,104,3,0,39.0,11741.525265127886,250016833.0,206024112.0
1508,105,3,0,35.0,35.0,250023708.0,250089514.0
1509,105,3,2,35.0,39.0,250022797.0,250016833.0
1510,105,3,2,39.0,11741.525265127886,250010260.0,206024112.0
1511,105,3,4,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1512,106,4,0,39.0,39.0,250042329.0,250000919.0
1513,105,4,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1514,107,4,0,35.0,39.0,250013677.0,250064233.0
1515,107,4,0,39.0,11741.525265127886,250075007.0,206024112.0
1516,114,4,0,35.0,11741.525265127886,250013677.0,206024112.0
1517,115,4,0,35.0,11741.525265127886,102869.0,206024112.0
1518,116,4,0,39.0,11741.525265127886,250016833.0,206024112.0
1519,116,4,0,35.0,11741.525265127886,250022797.0,206024112.0
1520,117,4,0,35.0,11741.525265127886,102869.0,206024112.0
1521,120,4,0,39.0,11741.525265127886,250024795.0,206024112.0
1522,120,4,0,35.0,11741.525265127886,74954.0,206024112.0
1523,120,4,1,39.0,11741.525265127886,250000919.0,206024112.0
1524,120,4,2,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1525,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1526,1,1,0,47.0,39.0,250003318.0,250075007.0
1527,2,1,0,39.0,11741.525265127886,250042705.0,206024112.0
1528,3,1,0,47.0,11741.525265127886,103147.0,206024112.0
1529,4,1,0,47.0,11741.525265127886,250041771.0,206024112.0
1530,4,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1531,8,1,0,39.0,47.0,250083732.0,250041771.0
1532,8,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1533,10,1,0,47.0,11741.525265127886,250087938.0,206024112.0
1534,10,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1535,13,1,0,47.0,39.0,250028211.0,250106939.0
1536,14,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1537,16,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1538,16,1,0,47.0,11741.525265127886,97923.0,206024112.0
1539,17,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1540,17,1,0,39.0,11741.525265127886,250075007.0,206024112.0
1541,17,1,0,47.0,11741.525265127886,97923.0,206024112.0
1542,17,1,0,39.0,47.0,250106939.0,103147.0
1543,17,1,0,47.0,11741.525265127886,250028211.0,206024112.0
1544,18,1,0,39.0,47.0,250143242.0,103147.0
1545,18,1,0,47.0,11741.525265127886,103147.0,206024112.0
1546,20,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1547,20,1,0,47.0,11741.525265127886,103147.0,206024112.0
1548,23,1,0,47.0,39.0,250041771.0,250106939.0
1549,24,1,0,39.0,11741.525265127886,250042705.0,206024112.0
1550,25,1,0,47.0,39.0,250055962.0,250042705.0
1551,25,1,0,47.0,11741.525265127886,250055962.0,206024112.0
1552,26,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1553,27,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1554,27,1,0,39.0,11741.525265127886,250075007.0,206024112.0
1555,29,1,0,47.0,39.0,250087938.0,250075007.0
1556,29,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1557,31,1,0,39.0,47.0,250042705.0,250070417.0
1558,31,1,0,47.0,11741.525265127886,250070417.0,206024112.0
1559,32,1,0,47.0,11741.525265127886,250049183.0,206024112.0
1560,32,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1561,34,1,0,47.0,11741.525265127886,250070417.0,206024112.0
1562,35,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1563,38,1,0,47.0,11741.525265127886,250049183.0,206024112.0
1564,39,1,0,39.0,11741.525265127886,250064233.0,206024112.0
1565,39,1,0,47.0,39.0,250087938.0,250010259.0
1566,40,1,0,39.0,11741.525265127886,250024791.0,206024112.0
1567,42,1,0,47.0,39.0,250041771.0,250016833.0
1568,43,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1569,44,1,0,39.0,11741.525265127886,250000919.0,206024112.0
1570,45,1,0,39.0,47.0,250143242.0,103147.0
1571,45,1,0,39.0,11741.525265127886,250143242.0,206024112.0
1572,45,1,1,47.0,11741.525265127886,250028211.0,206024112.0
1573,45,1,2,39.0,11741.525265127886,250016833.0,206024112.0
1574,45,1,2,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1575,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1576,48,2,0,47.0,11741.525265127886,250087938.0,206024112.0
1577,48,2,0,39.0,11741.525265127886,250024791.0,206024112.0
1578,49,2,0,47.0,11741.525265127886,103147.0,206024112.0
1579,52,2,0,39.0,47.0,250024795.0,250055962.0
1580,52,2,0,47.0,11741.525265127886,106587.0,206024112.0
1581,53,2,0,47.0,11741.525265127886,250062606.0,206024112.0
1582,58,2,0,47.0,11741.525265127886,103147.0,206024112.0
1583,60,2,0,39.0,47.0,250075007.0,250087938.0
1584,60,2,0,47.0,11741.525265127886,250041771.0,206024112.0
1585,65,2,0,47.0,39.0,103147.0,250024795.0
1586,66,2,0,39.0,11741.525265127886,250083732.0,206024112.0
1587,66,2,0,39.0,47.0,250106939.0,250028211.0
1588,66,2,0,47.0,11741.525265127886,103147.0,206024112.0
1589,69,2,0,47.0,47.0,250049183.0,250041770.0
1590,69,2,0,39.0,39.0,250106939.0,250042329.0
1591,70,2,0,39.0,47.0,250042329.0,250087938.0
1592,70,2,0,47.0,11741.525265127886,250070417.0,206024112.0
1593,72,2,0,47.0,39.0,250062606.0,250000919.0
1594,72,2,0,47.0,11741.525265127886,250062606.0,206024112.0
1595,72,2,0,39.0,11741.525265127886,250000919.0,206024112.0
1596,75,2,0,39.0,11741.525265127886,250024795.0,206024112.0
1597,77,2,0,39.0,47.0,250075007.0,250070417.0
1598,77,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1599,78,2,0,47.0,11741.525265127886,250003318.0,206024112.0
1600,78,2,0,39.0,11741.525265127886,250075007.0,206024112.0
1601,81,2,0,47.0,11741.525265127886,250003318.0,206024112.0
1602,83,2,0,39.0,11741.525265127886,250024795.0,206024112.0
1603,83,2,0,47.0,11741.525265127886,250028211.0,206024112.0
1604,86,2,0,39.0,11741.525265127886,250016833.0,206024112.0
1605,87,2,0,47.0,47.0,250055962.0,250017824.0
1606,87,2,0,47.0,47.0,250062606.0,250063984.0
1607,87,2,0,39.0,39.0,250083732.0,250010260.0
1608,90,2,0,47.0,11741.525265127886,250041771.0,206024112.0
1609,90,2,1,47.0,11741.525265127886,250041771.0,206024112.0
1610,90,2,2,47.0,47.0,250003318.0,250124430.0
1611,90,2,3,39.0,47.0,250010259.0,250087938.0
1612,90,2,4,47.0,11741.525265127886,103147.0,206024112.0
1613,90,2,5,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1614,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
1615,4,1,0,117.0,11741.525265127886,250155055.0,206024112.0
1616,4,1,0,39.0,11741.525265127886,250064233.0,206024112.0
1617,5,1,0,117.0,39.0,250107117.0,250076240.0
1618,6,1,0,39.0,11741.525265127886,250083732.0,206024112.0
1619,6,1,0,117.0,39.0,250066157.0,250101534.0
1620,6,1,0,39.0,11741.525265127886,250110362.0,206024112.0
1621,6,1,0,117.0,39.0,250058958.0,250016833.0
1622,7,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1623,8,1,0,39.0,117.0,250143242.0,250058958.0
1624,9,1,0,117.0,11741.525265127886,250067541.0,206024112.0
1625,9,1,0,39.0,117.0,250101534.0,250014042.0
1626,10,1,0,117.0,11741.525265127886,250067541.0,206024112.0
1627,10,1,0,117.0,39.0,250014042.0,250076240.0
1628,10,1,0,39.0,11741.525265127886,250064233.0,206024112.0
1629,11,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1630,11,1,0,117.0,11741.525265127886,250013301.0,206024112.0
1631,11,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1632,11,1,0,39.0,11741.525265127886,250064233.0,206024112.0
1633,13,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1634,14,1,0,39.0,117.0,250143242.0,250058958.0
1635,15,1,0,117.0,11741.525265127886,250067541.0,206024112.0
1636,15,1,0,117.0,39.0,250143241.0,250133856.0
1637,15,1,0,117.0,11741.525265127886,250058958.0,206024112.0
1638,16,1,0,39.0,11741.525265127886,250133856.0,206024112.0
1639,17,1,0,39.0,11741.525265127886,250101534.0,206024112.0
1640,18,1,0,117.0,11741.525265127886,64005.0,206024112.0
1641,20,1,0,39.0,11741.525265127886,250076240.0,206024112.0
1642,21,1,0,39.0,11741.525265127886,250024795.0,206024112.0
1643,21,1,0,117.0,11741.525265127886,250013301.0,206024112.0
1644,21,1,0,39.0,117.0,250064233.0,250143241.0
1645,22,1,0,117.0,11741.525265127886,250067541.0,206024112.0
1646,22,1,0,117.0,11741.525265127886,250067541.0,206024112.0
1647,25,1,0,39.0,117.0,250083732.0,250143241.0
1648,26,1,0,117.0,11741.525265127886,250066157.0,206024112.0
1649,26,1,0,117.0,39.0,250067541.0,250101534.0
