matchid,hometeamname,awayteamname,ishometeam,isawayteam,isstaff,country,officialname,officialsurname,jerseyname,shortname,goalscored,cleansheet,matchplayed,suspendedifbooked,role
2024442,Austria,North Macedonia,True,False,False,Austria,Julian,Baumgartlinger,Baumgartlinger,Baumgartlinger,0,0,Baumgartlinger,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Stefan,Ilsanker,Ilsanker,Ilsanker,0,0,Ilsanker,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Marko,Arnautovic,Arnautovic,Arnautovic,0,0,Arnautovic,False,Forward
2024442,Austria,North Macedonia,True,False,False,Austria,David,Alaba,Alaba,Alaba,0,0,Alaba,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Aleksandar,Dragovic,Dragovic,Dragovic,0,0,Dragovic,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Marco,Friedl,Friedl,Friedl,0,0,Friedl,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Stefan,Lainer,Lainer,Lainer,0,0,Lainer,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Christopher,Trimmel,Trimmel,Trimmel,0,0,Trimmel,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Martin,Hinteregger,Hinteregger,Hinteregger,0,0,Hinteregger,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Pavao,Pervan,Pervan,Pervan,0,0,Pervan,False,Goalkeeper
2024442,Austria,North Macedonia,True,False,False,Austria,Michael,Gregoritsch,Gregoritsch,Gregoritsch,0,0,Gregoritsch,False,Forward
2024442,Austria,North Macedonia,True,False,False,Austria,Marcel,Sabitzer,Sabitzer,Sabitzer,0,0,Sabitzer,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Louis,Schaub,Schaub,Schaub,0,0,Schaub,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Florian,Grillitsch,Grillitsch,Grillitsch,0,0,Grillitsch,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Alessandro,Schöpf,Schöpf,Schöpf,0,0,Schöpf,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Valentino,Lazaro,Lazaro,Lazaro,0,0,Lazaro,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Alexander,Schlager,Schlager,A. Schlager,0,0,A. Schlager,False,Goalkeeper
2024442,Austria,North Macedonia,True,False,False,Austria,Daniel,Bachmann,Bachmann,Bachmann,0,0,Bachmann,False,Goalkeeper
2024442,Austria,North Macedonia,True,False,False,Austria,Xaver,Schlager,Xaver,X. Schlager,0,0,X. Schlager,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Konrad,Laimer,Laimer,Laimer,0,0,Laimer,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Stefan,Posch,Posch,Posch,0,0,Posch,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Philipp,Lienhart,Lienhart,Lienhart,0,0,Lienhart,False,Defender
2024442,Austria,North Macedonia,True,False,False,Austria,Karim,Onisiwo,Onisiwo,Onisiwo,0,0,Onisiwo,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Christoph,Baumgartner,Baumgartner,Baumgartner,0,0,Baumgartner,False,Midfield
2024442,Austria,North Macedonia,True,False,False,Austria,Sasa,Kalajdzic,Kalajdzic,Kalajdzic,0,0,Kalajdzic,False,Forward
2024442,Austria,North Macedonia,True,False,True,Austria,Thomas,Kristl,Kristl,Kristl,0,0,Thomas,False,ACO
2024442,Austria,North Macedonia,True,False,True,Austria,Mario,Margreiter,Margreiter,Margreiter,0,0,Mario,False,ADMIN
2024442,Austria,North Macedonia,True,False,True,Austria,Franco,Foda,Foda,Foda,0,0,Franco,False,CO
2024442,Austria,North Macedonia,True,False,True,Austria,Michael,Fiedler,Fiedler,Fiedler,0,0,Michael,False,DOC
2024442,Austria,North Macedonia,True,False,True,Austria,Gerhard,Zallinger,Zallinger,Zallinger,0,0,Gerhard,False,FTNCOA
2024442,Austria,North Macedonia,True,False,True,Austria,Robert,Almer,Almer,Almer,0,0,Robert,False,GKCOA
2024442,Austria,North Macedonia,True,False,True,Austria,Jovo,Marjanovic,Marjanovic,Marjanovic,0,0,Jovo,False,KITMAN
2024442,Austria,North Macedonia,True,False,True,Austria,Christoph,Ogris,Ogris,Ogris,0,0,Christoph,False,MAS
2024442,Austria,North Macedonia,True,False,True,Austria,Jürgen,Säumel,Säumel,Säumel,0,0,Jürgen,False,OTH
2024442,Austria,North Macedonia,True,False,True,Austria,Mike,Steverding,Steverding,Steverding,0,0,Mike,False,PH
2024442,Austria,North Macedonia,True,False,True,Austria,Michael,Vettorazzi,Vettorazzi,Vettorazzi,0,0,Michael,False,PH
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Vlatko,Stojanovski,Stojanovski,Stojanovski,0,0,Stojanovski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Eljif,Elmas,Elmas,Elmas,0,0,Elmas,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Darko,Churlinov,Churlinov,Churlinov,0,0,Churlinov,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Risto,Jankov,Jankov,Jankov,0,0,Jankov,False,Goalkeeper
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Milan,Ristovski,Ristovski,M. Ristovski,0,0,M. Ristovski,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Marjan,Radeski,RADESKI,Radeski,0,0,Radeski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Enis,Bardi,Bardi,Bardi,0,0,Bardi,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Egzon,Bejtulai,Bejtullai,Bejtulai,0,0,Bejtulai,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Tihomir,Kostadinov,KOSTADINOV,Kostadinov,0,0,Kostadinov,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Boban,Nikolov,NIKOLOV,Nikolov,0,0,Nikolov,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Ezgjan,Alioski,Alioski,Alioski,0,0,Alioski,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Daniel,Avramovski,Avramovski,Avramovski,0,0,Avramovski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Darko,Velkoski,D. Velkoski,D. Velkoski,0,0,D. Velkoski,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Gjoko,Zajkov,Zajkov,Zajkov,0,0,Zajkov,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Aleksandar,Trajkovski,Trajkovski,Trajkovski,0,0,Trajkovski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Ferhan,Hasani,Hasani,Hasani,0,0,Hasani,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Damjan,Siskovski,SHISHKOVSKI,Siskovski,0,0,Siskovski,False,Goalkeeper
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Visar,Musliu,Musliu,Musliu,0,0,Musliu,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Stole,Dimitrievski,Dimitrievski,Dimitrievski,0,0,Dimitrievski,False,Goalkeeper
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Goran,Pandev,Pandev,Pandev,0,0,Pandev,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Ivan,Trickovski,Trickovski,Trickovski,0,0,Trickovski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Krste,Velkoski,Velkoski,K. Velkoski,0,0,K. Velkoski,False,Forward
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Stefan,Ristovski,Ristovski,Ristovski,0,0,Ristovski,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Arijan,Ademi,Ademi,Ademi,0,0,Ademi,False,Midfield
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Kire,Ristevski,Ristevski,Ristevski,0,0,Ristevski,False,Defender
2024442,Austria,North Macedonia,False,True,False,North Macedonia,Stefan,Spirovski,Spirovski,Spirovski,0,0,Spirovski,False,Midfield
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Milan,Ilievski,Ilievski,Ilievski,0,0,Milan,False,ACO
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Bojan,Markovski,Markovski,Markovski,0,0,Bojan,False,ADMIN
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Igor,Angelovski,Angelovski,Angelovski,0,0,Igor,False,CO
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Dancho,Masev,Masev,Masev,0,0,Dancho,False,DIR
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Aleksandar,Saveski,Saveski,Saveski,0,0,Aleksandar,False,DOC
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Borislav,Kalkovaliev,Kalkovaliev,Kalkovaliev,0,0,Borislav,False,DOC
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Ivan,Jovanovski,Jovanovski,Jovanovski,0,0,Ivan,False,FTNCOA
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Zoran,Micevski,Micevski,Micevski,0,0,Zoran,False,GKCOA
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Djengis,Redjepi,Redjepi,Redjepi,0,0,Djengis,False,OTH
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Angele,Milevski,Milevski,Milevski,0,0,Angele,False,PH
2024442,Austria,North Macedonia,False,True,True,North Macedonia,Bojan,Canevski,Canevski,Canevski,0,0,Bojan,False,PH
2024486,Belgium,Italy,True,False,False,Belgium,Thomas,Vermaelen,Vermaelen,Vermaelen,0,0,Vermaelen,True,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Simon,Mignolet,Mignolet,Mignolet,0,0,Mignolet,False,Goalkeeper
2024486,Belgium,Italy,True,False,False,Belgium,Toby,Alderweireld,Alderweireld,Alderweireld,0,0,Alderweireld,True,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Axel,Witsel,Witsel,Witsel,0,0,Witsel,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Jan,Vertonghen,Vertonghen,Vertonghen,0,0,Vertonghen,False,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Eden,Hazard,E. Hazard,E. Hazard,0,0,E. Hazard,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Christian,Benteke,Benteke,Benteke,0,0,Benteke,False,Forward
2024486,Belgium,Italy,True,False,False,Belgium,Thomas,Kaminski,Kaminski,Kaminski,0,0,Kaminski,False,Goalkeeper
2024486,Belgium,Italy,True,False,False,Belgium,Matz,Sels,Sels,Sels,0,0,Sels,False,Goalkeeper
2024486,Belgium,Italy,True,False,False,Belgium,Kevin,De Bruyne,De Bruyne,De Bruyne,1,0,De Bruyne,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Romelu,Lukaku,R. Lukaku,Lukaku,3,0,Lukaku,False,Forward
2024486,Belgium,Italy,True,False,False,Belgium,Thibaut,Courtois,COURTOIS,Courtois,0,3,Courtois,False,Goalkeeper
2024486,Belgium,Italy,True,False,False,Belgium,Thorgan,Hazard,T. Hazard,T. Hazard,2,0,T. Hazard,True,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Dedryck,Boyata,Boyata,Boyata,0,0,Boyata,False,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Dries,Mertens,Mertens,Mertens,0,0,Mertens,False,Forward
2024486,Belgium,Italy,True,False,False,Belgium,Nacer,Chadli,Chadli,Chadli,0,0,Chadli,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Dennis,Praet,Praet,Praet,0,0,Praet,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Leandro,Trossard,Trossard,Trossard,0,0,Trossard,False,Forward
2024486,Belgium,Italy,True,False,False,Belgium,Thomas,Meunier,Meunier,Meunier,1,0,Meunier,False,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Michy,Batshuayi,Batshuayi,Batshuayi,0,0,Batshuayi,False,Forward
2024486,Belgium,Italy,True,False,False,Belgium,Yannick,Carrasco,CARRASCO,Carrasco,0,0,Carrasco,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Leander,Dendoncker,Dendoncker,Dendoncker,0,0,Dendoncker,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Timothy,Castagne,Castagne,Castagne,0,0,Castagne,False,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Youri,Tielemans,Tielemans,Tielemans,0,0,Tielemans,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Hans,Vanaken,Vanaken,Vanaken,0,0,Vanaken,False,Midfield
2024486,Belgium,Italy,True,False,False,Belgium,Jason,Denayer,Denayer,Denayer,0,0,Denayer,False,Defender
2024486,Belgium,Italy,True,False,False,Belgium,Jeremy,Doku,Doku,Doku,0,0,Doku,False,Forward
2024486,Belgium,Italy,True,False,True,Belgium,Shaun,Maloney,Maloney,Maloney,0,0,Shaun,False,ACO
2024486,Belgium,Italy,True,False,True,Belgium,Piet,Erauw,Erauw,Erauw,0,0,Piet,False,ADMIN
2024486,Belgium,Italy,True,False,True,Belgium,Erwin,Lemmens,Lemmens,Lemmens,0,0,Erwin,False,ADMIN
2024486,Belgium,Italy,True,False,True,Belgium,Roberto,Martinez,Martinez,Martinez,0,0,Roberto,False,CO
2024486,Belgium,Italy,True,False,True,Belgium,Kristof,Sas,Sas,Sas,0,0,Kristof,False,DOC
2024486,Belgium,Italy,True,False,True,Belgium,Richard,Evans,Evans,Evans,0,0,Richard,False,FTNCOA
2024486,Belgium,Italy,True,False,True,Belgium,Inaki,Vergara,Vergara,Vergara,0,0,Inaki,False,GKCOA
2024486,Belgium,Italy,True,False,True,Belgium,Guido,Van Onsem,Van Onsem,Van Onsem,0,0,Guido,False,KITMAN
2024486,Belgium,Italy,True,False,True,Belgium,Thierry,Henry,Henry,Henry,0,0,Thierry,False,OTH
2024486,Belgium,Italy,True,False,True,Belgium,Geert,Neirynck,Neirynck,Neirynck,0,0,Geert,False,PH
2024486,Belgium,Italy,True,False,True,Belgium,Luke,Benstead,Benstead,Benstead,0,0,Luke,False,STCOA
2024486,Belgium,Italy,False,True,False,Italy,Matteo,Pessina,Pessina,Pessina,2,0,Pessina,True,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Gaetano,Castrovilli,Castrovilli,Castrovilli,0,0,Castrovilli,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Giorgio,Chiellini,Chiellini,Chiellini,0,0,Chiellini,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Nicolò,Barella,Barella,Barella,0,0,Barella,True,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Manuel,Locatelli,LOCATELLI,Locatelli,2,0,Locatelli,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Alex,Meret,Meret,Meret,0,0,Meret,False,Goalkeeper
2024486,Belgium,Italy,False,True,False,Italy,Jorginho,Jorginho,Jorginho,Jorginho,0,0,Jorginho,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Gianluigi,Donnarumma,DONNARUMMA,G. Donnarumma,0,3,G. Donnarumma,False,Goalkeeper
2024486,Belgium,Italy,False,True,False,Italy,Federico,Chiesa,Chiesa,Chiesa,1,0,Chiesa,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Alessandro,Bastoni,Bastoni,Bastoni,0,0,Bastoni,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Emerson,Emerson,Emerson,Emerson,0,0,Emerson,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Giacomo,Raspadori,Raspadori,Raspadori,0,0,Raspadori,False,Forward
2024486,Belgium,Italy,False,True,False,Italy,Rafael,Tolói,Tolói,Tolói,0,0,Tolói,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Giovanni,Di Lorenzo,Di Lorenzo,Di Lorenzo,0,0,Di Lorenzo,True,Defender
2024486,Belgium,Italy,False,True,False,Italy,Federico,Bernardeschi,Bernardeschi,Bernardeschi,0,0,Bernardeschi,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Andrea,Belotti,Belotti,Belotti,0,0,Belotti,False,Forward
2024486,Belgium,Italy,False,True,False,Italy,Francesco,Acerbi,Acerbi,Acerbi,0,0,Acerbi,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Domenico,Berardi,Berardi,Berardi,0,0,Berardi,False,Forward
2024486,Belgium,Italy,False,True,False,Italy,Bryan,Cristante,CRISTANTE,Cristante,0,0,Cristante,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Lorenzo,Insigne,Insigne,Insigne,1,0,Insigne,False,Forward
2024486,Belgium,Italy,False,True,False,Italy,Alessandro,Florenzi,FLORENZI,Florenzi,0,0,Florenzi,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Leonardo,Spinazzola,SPINAZZOLA,Spinazzola,0,0,Spinazzola,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Marco,Verratti,VERRATTI,Verratti,0,0,Verratti,False,Midfield
2024486,Belgium,Italy,False,True,False,Italy,Leonardo,Bonucci,Bonucci,Bonucci,0,0,Bonucci,False,Defender
2024486,Belgium,Italy,False,True,False,Italy,Ciro,Immobile,Immobile,Immobile,2,0,Immobile,False,Forward
2024486,Belgium,Italy,False,True,False,Italy,Salvatore,Sirigu,Sirigu,Sirigu,0,1,Sirigu,False,Goalkeeper
2024486,Belgium,Italy,False,True,True,Italy,Alberico,Evani,Evani,Evani,0,0,Alberico,False,ACO
2024486,Belgium,Italy,False,True,True,Italy,Emiliano,Cozzi,Cozzi,Cozzi,0,0,Emiliano,False,ADMIN
2024486,Belgium,Italy,False,True,True,Italy,Roberto,Mancini,Mancini,Mancini,0,0,Roberto,False,CO
2024486,Belgium,Italy,False,True,True,Italy,Gabriele,Oriali,Oriali,Oriali,0,0,Gabriele,False,DIR
2024486,Belgium,Italy,False,True,True,Italy,Andrea,Ferretti,Ferretti,Ferretti,0,0,Andrea,False,DOC
2024486,Belgium,Italy,False,True,True,Italy,Andrea,Scanavino,Scanavino,Scanavino,0,0,Andrea,False,FTNCOA
2024486,Belgium,Italy,False,True,True,Italy,Massimo,Battara,Battara,Battara,0,0,Massimo,False,GKCOA
2024486,Belgium,Italy,False,True,True,Italy,,,,,0,0,,False,OTH
2024486,Belgium,Italy,False,True,True,Italy,Carmine,Costabile,Costabile,Costabile,0,0,Carmine,False,OTH
2024486,Belgium,Italy,False,True,True,Italy,Emanuele,Randelli,Randelli,Randelli,0,0,Emanuele,False,PH
2024486,Belgium,Italy,False,True,True,Italy,Fabio,Sannino,Sannino,Sannino,0,0,Fabio,False,PH
2024479,Belgium,Portugal,True,False,False,Belgium,Thomas,Vermaelen,Vermaelen,Vermaelen,0,0,Vermaelen,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Toby,Alderweireld,Alderweireld,Alderweireld,0,0,Alderweireld,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Axel,Witsel,Witsel,Witsel,0,0,Witsel,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Jan,Vertonghen,Vertonghen,Vertonghen,0,0,Vertonghen,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Eden,Hazard,E. Hazard,E. Hazard,0,0,E. Hazard,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Christian,Benteke,Benteke,Benteke,0,0,Benteke,False,Forward
2024479,Belgium,Portugal,True,False,False,Belgium,Dedryck,Boyata,Boyata,Boyata,0,0,Boyata,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Matz,Sels,Sels,Sels,0,0,Sels,False,Goalkeeper
2024479,Belgium,Portugal,True,False,False,Belgium,Kevin,De Bruyne,De Bruyne,De Bruyne,1,0,De Bruyne,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Romelu,Lukaku,R. Lukaku,Lukaku,3,0,Lukaku,False,Forward
2024479,Belgium,Portugal,True,False,False,Belgium,Thibaut,Courtois,COURTOIS,Courtois,0,2,Courtois,False,Goalkeeper
2024479,Belgium,Portugal,True,False,False,Belgium,Thorgan,Hazard,T. Hazard,T. Hazard,1,0,T. Hazard,True,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Dries,Mertens,Mertens,Mertens,0,0,Mertens,False,Forward
2024479,Belgium,Portugal,True,False,False,Belgium,Nacer,Chadli,Chadli,Chadli,0,0,Chadli,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Dennis,Praet,Praet,Praet,0,0,Praet,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Leandro,Trossard,Trossard,Trossard,0,0,Trossard,False,Forward
2024479,Belgium,Portugal,True,False,False,Belgium,Thomas,Meunier,Meunier,Meunier,1,0,Meunier,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Michy,Batshuayi,Batshuayi,Batshuayi,0,0,Batshuayi,False,Forward
2024479,Belgium,Portugal,True,False,False,Belgium,Yannick,Carrasco,CARRASCO,Carrasco,0,0,Carrasco,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Leander,Dendoncker,Dendoncker,Dendoncker,0,0,Dendoncker,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Timothy,Castagne,Castagne,Castagne,0,0,Castagne,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Youri,Tielemans,Tielemans,Tielemans,0,0,Tielemans,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Hans,Vanaken,Vanaken,Vanaken,0,0,Vanaken,False,Midfield
2024479,Belgium,Portugal,True,False,False,Belgium,Jason,Denayer,Denayer,Denayer,0,0,Denayer,False,Defender
2024479,Belgium,Portugal,True,False,False,Belgium,Simon,Mignolet,Mignolet,Mignolet,0,0,Mignolet,False,Goalkeeper
2024479,Belgium,Portugal,True,False,False,Belgium,Jeremy,Doku,Doku,Doku,0,0,Doku,False,Forward
2024479,Belgium,Portugal,True,False,True,Belgium,Shaun,Maloney,Maloney,Maloney,0,0,Shaun,False,ACO
2024479,Belgium,Portugal,True,False,True,Belgium,Piet,Erauw,Erauw,Erauw,0,0,Piet,False,ADMIN
2024479,Belgium,Portugal,True,False,True,Belgium,Erwin,Lemmens,Lemmens,Lemmens,0,0,Erwin,False,ADMIN
2024479,Belgium,Portugal,True,False,True,Belgium,Roberto,Martinez,Martinez,Martinez,0,0,Roberto,False,CO
2024479,Belgium,Portugal,True,False,True,Belgium,Kristof,Sas,Sas,Sas,0,0,Kristof,False,DOC
2024479,Belgium,Portugal,True,False,True,Belgium,Richard,Evans,Evans,Evans,0,0,Richard,False,FTNCOA
2024479,Belgium,Portugal,True,False,True,Belgium,Inaki,Vergara,Vergara,Vergara,0,0,Inaki,False,GKCOA
2024479,Belgium,Portugal,True,False,True,Belgium,Guido,Van Onsem,Van Onsem,Van Onsem,0,0,Guido,False,KITMAN
2024479,Belgium,Portugal,True,False,True,Belgium,Thierry,Henry,Henry,Henry,0,0,Thierry,False,OTH
2024479,Belgium,Portugal,True,False,True,Belgium,Geert,Neirynck,Neirynck,Neirynck,0,0,Geert,False,PH
2024479,Belgium,Portugal,True,False,True,Belgium,Luke,Benstead,Benstead,Benstead,0,0,Luke,False,STCOA
2024479,Belgium,Portugal,False,True,False,Portugal,Nuno Mendes,Nuno Mendes,N. Mendes,Nuno Mendes,0,0,Nuno Mendes,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,Pedro Gonçalves,Pedro Gonçalves,Pedro G.,Pedro Gonçalves,0,0,Pedro Gonçalves,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,José,Fonte,Fonte,Fonte,0,0,Fonte,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,Raphaël,Guerreiro,Guerreiro,Guerreiro,1,0,Guerreiro,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,João Palhinha,João Palhinha,J. Palhinha,João Palhinha,0,0,João Palhinha,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Bruno Fernandes,Bruno Fernandes,B. FERNANDES,Bruno Fernandes,0,0,Bruno Fernandes,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Diogo Jota,Diogo Jota,Diogo J.,Diogo Jota,1,0,Diogo Jota,False,Forward
2024479,Belgium,Portugal,False,True,False,Portugal,Diogo,Dalot,DALOT,Dalot,0,0,Dalot,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,Nélson Semedo,Nélson Semedo,Semedo,Nélson Semedo,0,0,Nélson Semedo,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,João Félix,João Félix,JOÃO FÉLIX,João Félix,0,0,João Félix,False,Forward
2024479,Belgium,Portugal,False,True,False,Portugal,Bernardo Silva,Bernardo Silva,Bernardo,Bernardo Silva,0,0,Bernardo Silva,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Rui Silva,Rui Silva,RUI SILVA,Rui Silva,0,0,Rui Silva,False,Goalkeeper
2024479,Belgium,Portugal,False,True,False,Portugal,Rafa Silva,Rafa Silva,Rafa,Rafa Silva,0,0,Rafa Silva,False,Forward
2024479,Belgium,Portugal,False,True,False,Portugal,Gonçalo Guedes,Gonçalo Guedes,GUEDES,Gonçalo Guedes,0,0,Gonçalo Guedes,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Rúben Neves,Rúben Neves,Neves,Rúben Neves,0,0,Rúben Neves,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Renato Sanches,Renato Sanches,R.SANCHES,Renato Sanches,0,0,Renato Sanches,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Rúben Dias,Rúben Dias,Rúben,Rúben Dias,0,0,Rúben Dias,True,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,André Silva,André Silva,ANDRÉ SILVA,André Silva,0,0,André Silva,False,Forward
2024479,Belgium,Portugal,False,True,False,Portugal,Danilo,Danilo,DANILO,Danilo,0,0,Danilo,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,William Carvalho,William Carvalho,William,William Carvalho,0,0,William Carvalho,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Sérgio Oliveira,Sérgio Oliveira,Sérgio,Sérgio Oliveira,0,0,Sérgio Oliveira,False,Midfield
2024479,Belgium,Portugal,False,True,False,Portugal,Anthony,Lopes,Lopes,Lopes,0,0,Lopes,False,Goalkeeper
2024479,Belgium,Portugal,False,True,False,Portugal,Rui Patrício,Rui Patrício,R. Patrício,Rui Patrício,0,1,Rui Patrício,False,Goalkeeper
2024479,Belgium,Portugal,False,True,False,Portugal,Pepe,Pepe,Pepe,Pepe,0,0,Pepe,False,Defender
2024479,Belgium,Portugal,False,True,False,Portugal,Cristiano,Ronaldo,Ronaldo,Ronaldo,5,0,Ronaldo,False,Forward
2024479,Belgium,Portugal,False,True,False,Portugal,João Moutinho,João Moutinho,J. Moutinho,João Moutinho,0,0,João Moutinho,False,Midfield
2024479,Belgium,Portugal,False,True,True,Portugal,Ilídio Fernando,Torres Vale,Torres Vale,Torres Vale,0,0,Ilídio Fernando,False,ACO
2024479,Belgium,Portugal,False,True,True,Portugal,Carlos,Godinho,Godinho,Godinho,0,0,Carlos,False,ADMIN
2024479,Belgium,Portugal,False,True,True,Portugal,Simão,Ferreira,Ferreira,Ferreira,0,0,Simão,False,ASSPHY
2024479,Belgium,Portugal,False,True,True,Portugal,Fernando,Santos,Santos,Santos,0,0,Fernando,False,CO
