match_id,team,formation,opposing_team_formation,shot,pass,under_pressure,score,counterpress,formation_play_duration,formation_play_duration_ratio,shot_mean,pass_mean,under_pressure_mean,counterpress_mean,home_or_away,goals
3829426,Lyon,41212,4411,11,523,411,1,59,0 days 01:35:01.049000,1.0,11.0,523.0,411.0,59.0,0,1
3829427,OGC Nice,41212,41212,0,3,1,0,0,0 days 01:36:31.668000,1.0,0.0,3.0,1.0,0.0,0,6
3829427,OGC Nice,41212,4231,10,389,207,2,35,0 days 01:36:31.668000,1.0,10.0,389.0,207.0,35.0,0,6
3829427,OGC Nice,41212,433,7,220,91,1,15,0 days 01:36:31.668000,1.0,7.0,220.0,91.0,15.0,0,6
3829427,Troyes,41212,41212,0,0,True,0,0,0 days 00:31:49.856000,3.032515540438651,0.0,0.0,3.032515540438651,0.0,1,6
3829427,Troyes,4231,41212,6,326,159,2,26,0 days 00:49:13.898000,1.9606865233667512,11.764119140200506,639.1838066175609,311.74915721531346,50.97784960753553,1,6
3829427,Troyes,433,41212,4,149,97,1,11,0 days 00:15:27.914000,6.241599975859832,24.966399903439328,929.998396403115,605.4351976584037,68.65759973445815,1,6
3829428,Caen,4141,4321,9,470,468,1,70,0 days 01:30:20.730000,1.046976145279326,9.422785307513934,492.0787882812832,489.9848359907246,73.28833016955282,1,1
3829428,Toulouse,4321,4141,13,637,333,0,85,0 days 01:30:20.730000,1.046976145279326,13.610689888631239,666.9238045429307,348.64305637801556,88.99297234874271,0,1
3829429,Montpellier,4231,343,4,549,447,0,85,0 days 01:28:26.742000,1.0808219054176744,4.323287621670698,593.3712260743033,483.12739172170046,91.86986196050232,0,1
3829429,Rennes,343,4231,10,494,458,1,74,0 days 01:30:42.059000,1.0539472284295337,10.539472284295337,520.6499308441896,482.70783062072644,77.9920949037855,1,1
3829430,Marseille,4231,433,14,540,417,0,70,0 days 01:35:19.736000,1.0,14.0,540.0,417.0,70.0,0,1
3829430,Stade de Reims,433,4231,16,359,483,1,54,0 days 01:35:19.736000,1.0,16.0,359.0,483.0,54.0,1,1
3829431,Bastia,4141,442,7,338,253,1,40,0 days 01:37:24.904000,1.0,7.0,338.0,253.0,40.0,0,2
3829431,Lorient,442,4141,12,694,389,1,48,0 days 01:31:27.152000,1.0651981209924566,12.782377451909479,739.2474959687648,414.3620690660656,51.129509807637916,1,2
3829432,Gazélec Ajaccio,442,433,8,362,259,0,38,0 days 01:35:03.856000,1.0,8.0,362.0,259.0,38.0,0,2
3829432,Paris Saint-Germain,433,442,18,818,322,2,48,0 days 01:35:03.856000,1.0,18.0,818.0,322.0,48.0,1,2
3829433,Montpellier,4141,433,1,7,6,0,0,0 days 00:23:41.745000,3.968625175400652,3.968625175400652,27.780376227804563,23.811751052403913,0.0,1,1
3829433,Montpellier,4231,433,9,415,308,0,64,0 days 00:46:19.743000,2.029818224202741,18.26836401782467,842.3745630441375,625.1840130544442,129.90836634897542,1,1
3829433,Paris Saint-Germain,433,4141,0,3,5,0,0,0 days 01:34:02.373000,1.0,0.0,3.0,5.0,0.0,0,1
3829433,Paris Saint-Germain,433,4231,9,730,565,1,52,0 days 01:34:02.373000,1.0,9.0,730.0,565.0,52.0,0,1
3829434,Bastia,4231,442,10,413,355,2,50,0 days 01:18:05.143000,1.222167391689005,12.221673916890051,504.7551327675591,433.8694240495968,61.10836958445025,1,2
3829434,Guingamp,442,4231,15,484,321,0,44,0 days 01:35:26.029000,1.0,15.0,484.0,321.0,44.0,0,2
3829435,Lyon,41212,343,15,655,354,1,58,0 days 01:18:20.120000,1.2008376381879613,18.012564572819418,786.5486530131146,425.0965239185383,69.64858301490176,1,3
3829435,Rennes,343,41212,6,334,315,2,49,0 days 01:34:04.081000,1.0,6.0,334.0,315.0,49.0,0,3
3829436,Nantes,4141,433,0,23,14,0,0,0 days 00:33:22.650000,2.8803180785459266,0.0,66.24731580655632,40.32445309964297,0.0,1,1
3829436,Nantes,4231,433,13,521,291,1,64,0 days 01:02:45.619000,1.5318249137791158,19.913723879128504,798.0807800789194,445.7610499097227,98.03679448186341,1,1
3829436,Stade de Reims,433,4141,0,8,4,0,1,0 days 01:36:08.269000,1.0,0.0,8.0,4.0,1.0,0,1
3829436,Stade de Reims,433,4231,2,524,282,0,67,0 days 01:36:08.269000,1.0,2.0,524.0,282.0,67.0,0,1
3829437,Angers,4141,433,9,290,334,2,46,0 days 01:35:55.648000,1.0,9.0,290.0,334.0,46.0,0,2
3829437,Angers,4141,442,1,11,19,0,5,0 days 01:35:55.648000,1.0,1.0,11.0,19.0,5.0,0,2
3829437,Gazélec Ajaccio,433,4141,8,596,383,0,63,0 days 00:46:50.210000,2.0481202472413096,16.384961977930477,1220.6796673558206,784.4300546934215,129.0315755762025,1,2
3829437,Gazélec Ajaccio,442,4141,0,12,14,0,7,0 days 00:49:05.438000,1.9540890013641434,0.0,23.449068016369722,27.357246019098007,13.678623009549003,1,2
3829438,Caen,4141,41212,12,377,247,1,56,0 days 00:59:17.867000,1.5949334249987421,19.139201099984906,601.2899012245258,393.9485559746893,89.31627179992955,0,3
3829438,Caen,442,41212,0,10,8,0,1,0 days 00:35:16.694000,2.6808603416459817,0.0,26.808603416459817,21.446882733167854,2.6808603416459817,0,3
3829438,OGC Nice,41212,4141,7,703,334,2,55,0 days 01:34:34.561000,1.0,7.0,703.0,334.0,55.0,1,3
3829438,OGC Nice,41212,442,0,4,5,0,0,0 days 01:34:34.561000,1.0,0.0,4.0,5.0,0.0,1,3
3829439,AS Monaco,433,4321,14,551,270,1,43,0 days 01:12:14.488000,1.302163485052906,18.230288790740683,717.4920802641512,351.58414096428464,55.99302985727496,0,2
3829439,Toulouse,4321,433,11,411,288,1,44,0 days 01:19:18.719000,1.186078018054859,13.046858198603449,487.478065420547,341.5904691997994,52.187432794413795,1,2
3829440,Lorient,442,4231,10,358,342,0,39,0 days 00:00:31.892000,176.91072996362726,1769.1072996362727,63334.04132697856,60503.46964756052,6899.518468581463,1,1
3829440,Saint-Étienne,4231,442,11,621,279,1,77,0 days 00:00:31.892000,176.91072996362726,1946.0180295998998,109861.56330741254,49358.093659852006,13622.126207199299,0,1
3829441,Marseille,4231,4231,0,14,9,0,3,0 days 00:13:05.359000,7.189808737150781,0.0,100.65732232011092,64.70827863435703,21.569426211452342,1,6
3829441,Marseille,433,4231,16,554,306,6,41,0 days 01:21:01.222000,1.16155588039386,18.58489408630176,643.5019577381984,355.43609940052113,47.62379109614826,1,6
3829441,Troyes,4231,4231,0,6,7,0,1,0 days 01:34:06.581000,1.0,0.0,6.0,7.0,1.0,0,6
3829441,Troyes,4231,433,6,454,245,0,28,0 days 01:34:06.581000,1.0,6.0,454.0,245.0,28.0,0,6
3829442,Bordeaux,4411,433,10,360,283,0,57,0 days 01:34:16.156000,1.0,10.0,360.0,283.0,57.0,0,0
3829442,Bordeaux,4411,442,2,19,8,0,1,0 days 01:34:16.156000,1.0,2.0,19.0,8.0,1.0,0,0
3829442,Lille,433,4411,16,421,365,0,43,0 days 00:45:16.464000,2.0821759463773493,33.31481514203759,876.596073424864,759.9942204277324,89.53356569422601,1,0
3829442,Lille,442,4411,1,17,17,0,3,0 days 00:48:59.692000,1.924064153659635,1.924064153659635,32.70909061221379,32.70909061221379,5.772192460978905,1,0
3829443,Guingamp,442,433,11,319,322,2,34,0 days 01:33:46.012000,1.0,11.0,319.0,322.0,34.0,1,2
3829443,Marseille,433,442,14,539,393,0,62,0 days 01:33:46.012000,1.0,14.0,539.0,393.0,62.0,0,2
3829444,Caen,4141,41212,13,327,324,0,59,0 days 01:13:59.792000,1.2589305985505628,16.366097781157315,411.67030572603403,407.8935139303823,74.2769053144832,1,4
3829444,Lyon,41212,4141,13,573,351,4,70,0 days 01:13:59.792000,1.2589305985505628,16.366097781157315,721.3672329694725,441.88464009124755,88.1251418985394,0,4
3829445,Angers,4141,41212,5,359,223,1,42,0 days 01:34:25.077000,1.0,5.0,359.0,223.0,42.0,1,2
3829445,OGC Nice,41212,4141,12,673,314,1,21,0 days 01:34:25.077000,1.0,12.0,673.0,314.0,21.0,0,2
3829446,Montpellier,4321,442,12,571,408,0,53,0 days 01:34:06.921000,1.0,12.0,571.0,408.0,53.0,0,0
3829446,Troyes,442,4321,8,412,275,0,43,0 days 01:34:06.921000,1.0,8.0,412.0,275.0,43.0,1,0
3829447,Gazélec Ajaccio,442,433,14,403,354,0,43,0 days 01:35:17.605000,1.0,14.0,403.0,354.0,43.0,0,1
3829447,Lille,433,442,14,466,330,1,58,0 days 01:35:17.605000,1.0,14.0,466.0,330.0,58.0,1,1
3829448,Lorient,4231,4231,13,495,327,1,34,0 days 01:30:38.369000,1.0,13.0,495.0,327.0,34.0,0,5
3829448,Stade de Reims,4231,4231,14,432,231,4,42,0 days 01:13:53.140000,1.2267532719471976,17.174545807260767,529.9574134811894,283.38000581980265,51.5236374217823,1,5
3829449,Rennes,343,4321,12,484,312,2,61,0 days 01:22:59.075000,1.1388866405908729,13.666639687090473,551.2211340459825,355.3326318643523,69.47208507604324,1,3
3829449,Toulouse,4321,343,8,454,335,1,68,0 days 01:34:30.602000,1.0,8.0,454.0,335.0,68.0,0,3
3829450,AS Monaco,4231,433,3,352,364,0,31,0 days 01:33:10.726000,1.0,3.0,352.0,364.0,31.0,1,3
3829450,Paris Saint-Germain,433,4231,19,845,406,3,76,0 days 01:33:10.726000,1.0,19.0,845.0,406.0,76.0,0,3
3829451,Bastia,451,4231,6,315,386,1,44,0 days 00:02:49.667000,34.75369989449922,208.52219936699532,10947.415466767254,13414.928159276698,1529.1627953579657,0,3
3829451,Saint-Étienne,4231,451,24,616,305,2,72,0 days 00:02:49.667000,34.75369989449922,834.0887974679813,21408.27913501152,10599.878467822262,2502.266392403944,1,3
3829452,Bordeaux,4231,433,19,497,374,2,33,0 days 00:58:46.217000,1.7959895831708599,34.123802080246335,892.6068228359173,671.7001041059016,59.267656244638374,1,2
3829452,Nantes,433,4231,10,424,293,0,64,0 days 00:54:02.086000,1.953387109410423,19.533871094104228,828.2361343900193,572.3424230572539,125.01677500226707,0,2
3829453,Bordeaux,4411,433,11,319,353,2,58,0 days 01:33:07.185000,1.0,11.0,319.0,353.0,58.0,0,4
3829453,Paris Saint-Germain,433,4411,19,749,435,2,63,0 days 01:33:07.185000,1.0,19.0,749.0,435.0,63.0,1,4
3829454,Lille,343,41212,10,304,384,0,56,0 days 01:37:13.576000,1.0,10.0,304.0,384.0,56.0,0,0
3829454,Lyon,41212,343,13,528,410,0,80,0 days 01:37:13.576000,1.0,13.0,528.0,410.0,80.0,1,0
3829455,Caen,4141,4141,11,222,216,1,26,0 days 01:05:18.369000,1.4632667316426808,16.095934048069488,324.84521442467513,316.0656140348191,38.0449350227097,0,4
3829455,Caen,4411,4141,5,83,102,2,17,0 days 00:30:15.250000,3.1585836661616855,15.792918330808428,262.1624442914199,322.17553394849193,53.69592232474865,0,4
3829455,Caen,4411,442,0,3,2,0,0,0 days 00:30:15.250000,3.1585836661616855,0.0,9.475750998485056,6.317167332323371,0.0,0,4
3829455,Troyes,4141,4141,14,472,301,1,48,0 days 01:04:57.477000,1.4711104132237343,20.59554578513228,694.3641150416025,442.804234380344,70.61329983473925,1,4
3829455,Troyes,4141,4411,2,150,112,0,26,0 days 01:04:57.477000,1.4711104132237343,2.9422208264474685,220.66656198356014,164.76436628105824,38.24887074381709,1,4
3829455,Troyes,442,4411,0,8,9,0,0,0 days 00:30:36.142000,3.122644653844855,0.0,24.98115723075884,28.103801884603694,0.0,1,4
3829456,Angers,433,442,7,556,503,1,83,0 days 01:34:20.910000,1.0,7.0,556.0,503.0,83.0,0,4
3829456,Lorient,442,433,14,597,470,3,80,0 days 01:34:20.910000,1.0,14.0,597.0,470.0,80.0,1,4
3829457,Montpellier,4231,4231,15,458,456,0,76,0 days 00:45:49.369000,2.0165968991430394,30.24895348714559,923.6013798075121,919.568186009226,153.261364334871,1,3
3829457,Montpellier,4411,4231,2,7,5,1,0,0 days 00:46:35,1.983674060822898,3.967348121645796,13.885718425760286,9.91837030411449,0.0,1,3
3829457,Saint-Étienne,4231,4231,12,465,347,2,69,0 days 01:32:24.369000,1.0,12.0,465.0,347.0,69.0,0,3
3829457,Saint-Étienne,4231,4411,0,12,3,0,1,0 days 01:32:24.369000,1.0,0.0,12.0,3.0,1.0,0,3
3829458,Stade de Reims,4231,41212,11,516,446,2,62,0 days 01:29:07.583000,1.0649052104474115,11.713957314921526,549.4910885908644,474.94772385954553,66.02412304773951,0,4
3829458,Toulouse,41212,4231,15,500,401,2,73,0 days 01:00:51.879000,1.5593805271204222,23.390707906806334,779.6902635602111,625.3115913752893,113.83477847979081,1,4
3829459,Guingamp,442,41212,8,364,410,1,57,0 days 01:25:17.089000,1.1096299087234949,8.877039269787959,403.9052867753521,454.9482625766329,63.248904797239206,0,1
3829459,OGC Nice,41212,442,17,698,525,0,68,0 days 01:34:38.075000,1.0,17.0,698.0,525.0,68.0,1,1
3829460,Nantes,41212,3412,11,394,442,0,67,0 days 00:52:23.236000,1.8100922107026007,19.911014317728608,713.1763310168246,800.0607571305495,121.27617811707425,1,2
3829460,Rennes,3412,41212,16,549,515,2,67,0 days 00:52:23.236000,1.8100922107026007,28.96147537124161,993.7406236757278,932.1974885118394,121.27617811707425,0,2
3829461,Bastia,4141,4141,7,431,361,1,37,0 days 01:01:12.934000,1.5385119906864648,10.769583934805254,663.0986679858663,555.4028286378139,56.9249436553992,0,5
3829461,Marseille,4141,4141,13,591,449,4,52,0 days 01:34:10.853000,1.0,13.0,591.0,449.0,52.0,1,5
3829462,AS Monaco,433,41212,13,379,296,1,49,0 days 01:39:16.964000,1.0,13.0,379.0,296.0,49.0,0,1
3829462,Gazélec Ajaccio,41212,433,24,432,307,0,42,0 days 01:39:16.964000,1.0,24.0,432.0,307.0,42.0,1,1
3829463,Lille,3412,3412,15,420,438,1,73,0 days 01:08:41.341000,1.3913701875190623,20.870552812785935,584.3754787580061,609.4201421333493,101.57002368889155,0,2
3829463,Rennes,3412,3412,9,398,402,1,64,0 days 01:08:41.341000,1.3913701875190623,12.52233168767156,553.7653346325868,559.330815382663,89.04769200121999,1,2
3829464,Bastia,4231,433,8,449,367,1,78,0 days 01:33:55.382000,1.0,8.0,449.0,367.0,78.0,1,4
3829464,OGC Nice,433,4231,10,428,523,3,83,0 days 01:33:55.382000,1.0,10.0,428.0,523.0,83.0,0,4
3829465,Paris Saint-Germain,433,442,17,710,441,1,59,0 days 00:58:46.729000,1.6509984180808903,28.066973107375134,1172.2088768374322,728.0903023736727,97.40890666677252,0,2
3829465,Paris Saint-Germain,442,442,0,15,11,0,2,0 days 00:38:15.895000,2.5361020429941266,0.0,38.0415306449119,27.897122472935393,5.072204085988253,0,2
3829465,Stade de Reims,442,433,7,333,269,1,44,0 days 01:37:02.624000,1.0,7.0,333.0,269.0,44.0,1,2
3829465,Stade de Reims,442,442,0,2,7,0,1,0 days 01:37:02.624000,1.0,0.0,2.0,7.0,1.0,1,2
3829466,Angers,433,442,17,324,307,1,49,0 days 00:32:29.757000,2.9226734408441666,49.68544849435083,946.9461948335099,897.2607463391591,143.21099860136417,1,1
3829466,Troyes,442,433,14,582,382,0,63,0 days 00:32:29.757000,2.9226734408441666,40.91742817181833,1700.995942571305,1116.4612544024717,184.1284267731825,0,1
3829467,Caen,4141,4231,16,386,362,2,54,0 days 01:14:13.173000,1.2787284482323056,20.45965517171689,493.58918101766994,462.8996982600946,69.0513362045445,1,3
3829467,Montpellier,4231,4141,3,516,457,1,66,0 days 01:34:54.399000,1.0,3.0,516.0,457.0,66.0,0,3
3829468,Gazélec Ajaccio,433,442,5,275,261,1,41,0 days 00:39:32.770000,2.4055808190427226,12.027904095213612,661.5347252367487,627.8565937701505,98.62881358075163,0,3
3829468,Gazélec Ajaccio,4411,4141,1,7,7,0,0,0 days 00:55:35.120000,1.7114496629806426,1.7114496629806426,11.980147640864498,11.980147640864498,0.0,0,3
3829468,Gazélec Ajaccio,4411,442,1,60,42,0,3,0 days 00:55:35.120000,1.7114496629806426,1.7114496629806426,102.68697977883856,71.880885845187,5.134348988941928,0,3
3829468,Guingamp,4141,4411,0,4,3,0,0,0 days 00:20:56.066000,4.544259616930957,0.0,18.17703846772383,13.63277885079287,0.0,1,3
3829468,Guingamp,442,433,13,484,348,2,31,0 days 01:14:11.824000,1.2821463741603443,16.667902864084475,620.5588450936066,446.1869382077998,39.746537598970676,1,3
3829468,Guingamp,442,4411,3,88,46,0,4,0 days 01:14:11.824000,1.2821463741603443,3.8464391224810326,112.8288809261103,58.97873321137584,5.128585496641377,1,3
3829469,AS Monaco,4231,433,0,5,1,0,2,0 days 01:34:36.747000,1.0,0.0,5.0,1.0,2.0,1,5
3829469,AS Monaco,4231,442,13,610,363,2,57,0 days 01:34:36.747000,1.0,13.0,610.0,363.0,57.0,1,5
3829469,Lorient,433,4231,0,5,5,0,0,0 days 00:45:56.163000,2.0596557605627823,0.0,10.298278802813911,10.298278802813911,0.0,0,5
3829469,Lorient,442,4231,16,352,350,3,61,0 days 00:48:40.584000,1.9437026978166012,31.09924316506562,684.1833496314437,680.2959442358105,118.56586456681268,0,5
3829470,Nantes,442,4231,11,474,474,0,68,0 days 01:35:12.303000,1.0,11.0,474.0,474.0,68.0,0,2
3829470,Saint-Étienne,4231,442,13,512,531,2,75,0 days 01:35:12.303000,1.0,13.0,512.0,531.0,75.0,1,2
3829471,Bordeaux,3412,4321,12,373,266,1,38,0 days 00:33:52.140000,2.888203076559686,34.658436918716234,1077.299747556763,768.2620183648764,109.75171690926807,1,2
3829471,Bordeaux,41212,4321,5,138,104,0,20,0 days 00:14:36.473000,6.696421909174613,33.482109545873065,924.1062234660966,696.4278785541597,133.92843818349226,1,2
3829471,Bordeaux,4231,4321,1,1,0,0,0,0 days 00:29:38.370000,3.3003441353599086,3.3003441353599086,3.3003441353599086,0.0,0.0,1,2
3829471,Toulouse,4321,3412,6,220,274,1,37,0 days 01:18:06.983000,1.2522411538509954,7.513446923105972,275.493053847219,343.11407615517277,46.33292269248683,0,2
3829471,Toulouse,4321,41212,3,125,118,0,20,0 days 01:18:06.983000,1.2522411538509954,3.756723461552986,156.53014423137444,147.76445615441747,25.04482307701991,0,2
3829471,Toulouse,4321,4231,0,1,0,0,0,0 days 01:18:06.983000,1.2522411538509954,0.0,1.2522411538509954,0.0,0.0,0,2
3829472,Lyon,41212,433,12,542,473,1,67,0 days 00:42:41.634000,2.3373784076882176,28.04854089225861,1266.859096967014,1105.5799868365268,156.6043533151106,0,2
3829472,Marseille,433,41212,14,457,403,1,62,0 days 00:42:41.634000,2.3373784076882176,32.72329770763505,1068.1819323135155,941.9634982983517,144.91746127666948,1,2
3829473,Guingamp,442,433,10,322,294,0,45,0 days 01:33:08.086000,1.0,10.0,322.0,294.0,45.0,0,3
3829473,Paris Saint-Germain,433,442,19,848,458,3,67,0 days 01:33:08.086000,1.0,19.0,848.0,458.0,67.0,1,3
3829474,Angers,433,4231,8,517,407,0,63,0 days 01:36:01.432000,1.0,8.0,517.0,407.0,63.0,1,0
3829474,Stade de Reims,4231,433,4,549,399,0,64,0 days 01:36:01.432000,1.0,4.0,549.0,399.0,64.0,0,0
3829475,Bordeaux,4141,41212,6,524,448,1,68,0 days 00:50:11.324000,1.8658978575536873,11.195387145322124,977.7304773581321,835.9222401840519,126.88105431365074,0,6
3829475,OGC Nice,41212,4141,17,623,445,5,57,0 days 00:50:11.324000,1.8658978575536873,31.720263578412684,1162.454365255947,830.3245466113908,106.35617788056018,1,6
3829476,Bastia,3412,41212,4,402,299,0,50,0 days 00:44:43.321000,2.149239319485071,8.596957277940284,863.9942064329986,642.6225565260362,107.46196597425354,0,2
3829476,Lyon,41212,3412,14,702,383,2,74,0 days 00:44:43.321000,2.149239319485071,30.089350472790994,1508.7660022785199,823.1586593627821,159.04370964189525,1,2
3829477,Marseille,433,4411,9,549,341,1,47,0 days 01:16:57.983000,1.2103366339806794,10.893029705826114,664.4748120553929,412.72479218741165,56.88582179709193,0,2
3829477,Toulouse,4411,433,12,394,300,1,45,0 days 01:16:57.983000,1.2103366339806794,14.524039607768152,476.87263378838765,363.1009901942038,54.46514852913057,1,2
3829478,Gazélec Ajaccio,41212,3412,12,466,355,1,38,0 days 00:46:06.474000,2.0659948367488723,24.791938040986466,962.7535939249744,733.4281670458497,78.50780379645715,1,2
3829478,Gazélec Ajaccio,4231,433,1,14,15,0,2,0 days 00:40:17.248000,2.364474394021631,2.364474394021631,33.10264151630283,35.467115910324466,4.728948788043262,1,2
3829478,Rennes,3412,41212,17,492,292,1,53,0 days 00:51:23.008000,1.8538780956779872,31.515927626525784,912.1080230735697,541.3324039379722,98.25553907093332,0,2
3829478,Rennes,433,4231,1,11,4,0,1,0 days 00:43:52.513000,2.171127360054822,2.171127360054822,23.882400960603043,8.684509440219289,2.171127360054822,0,2
3829479,Caen,4411,4141,0,10,7,0,0,0 days 01:33:35.085000,1.0,0.0,10.0,7.0,0.0,0,2
3829479,Caen,4411,442,15,460,393,0,66,0 days 01:33:35.085000,1.0,15.0,460.0,393.0,66.0,0,2
3829479,Lorient,4141,4411,0,12,7,0,4,0 days 00:48:00.914000,1.9490637346342166,0.0,23.3887648156106,13.643446142439515,7.796254938536866,1,2
3829479,Lorient,442,4411,8,537,436,2,70,0 days 00:45:34.171000,2.053670015518415,16.42936012414732,1102.820798333389,895.4001267660288,143.75690108628905,1,2
3829480,Saint-Étienne,4231,4231,13,587,356,0,66,0 days 01:19:26.459000,1.2106452609788525,15.738388392725083,710.6487681945864,430.9897129084715,79.90258722460426,0,0
3829480,Troyes,4231,4231,13,454,366,0,53,0 days 01:36:10.491000,1.0,13.0,454.0,366.0,53.0,1,0
3829481,AS Monaco,4231,41212,13,519,431,2,59,0 days 01:37:04.530000,1.0,13.0,519.0,431.0,59.0,0,4
3829481,AS Monaco,4231,4411,1,10,10,1,0,0 days 01:37:04.530000,1.0,1.0,10.0,10.0,0.0,0,4
3829481,Montpellier,41212,4231,15,437,420,1,73,0 days 00:46:04.304000,2.107051178162749,31.60576767244123,920.7813648571212,884.9614948283545,153.81473600588066,1,4
3829481,Montpellier,4411,4231,0,3,5,0,0,0 days 00:22:27.513000,4.322429542423709,0.0,12.967288627271127,21.612147712118546,0.0,1,4
3829482,Lille,343,4231,9,533,280,0,52,0 days 01:10:17.169000,1.3690499479627212,12.321449531664491,729.7036222641303,383.33398542956195,71.1905972940615,0,1
3829482,Stade de Reims,4231,343,10,338,327,1,52,0 days 01:11:18.342000,1.3494748666656384,13.494748666656385,456.1225049329858,441.27828139966374,70.17269306661319,1,1
3829483,Nantes,442,433,7,300,318,1,57,0 days 01:35:02.831000,1.0,7.0,300.0,318.0,57.0,1,5
3829483,Paris Saint-Germain,433,442,15,718,484,4,66,0 days 01:35:02.831000,1.0,15.0,718.0,484.0,66.0,0,5
3829484,Bordeaux,4231,41212,11,528,421,3,60,0 days 01:34:43.942000,1.0,11.0,528.0,421.0,60.0,1,4
3829484,Lyon,41212,4231,10,604,419,1,59,0 days 01:25:57.809000,1.1020070731583895,11.020070731583896,665.6122721876673,461.7409636533652,65.01841731634498,0,4
3829485,Rennes,343,4231,19,552,440,1,69,0 days 00:57:29.335000,1.66540854976394,31.642762445514858,919.3055194696948,732.7797618961336,114.91318993371185,1,2
3829485,Troyes,4231,343,12,370,356,1,59,0 days 01:35:44.552000,1.0,12.0,370.0,356.0,59.0,0,2
3829486,Bastia,4231,4321,9,368,332,3,69,0 days 01:34:24.916000,1.0,9.0,368.0,332.0,69.0,1,3
3829486,Toulouse,4321,4231,18,584,406,0,77,0 days 01:34:24.916000,1.0,18.0,584.0,406.0,77.0,0,3
3829487,Caen,4141,4231,16,398,386,2,50,0 days 01:33:02.958000,1.0,16.0,398.0,386.0,50.0,1,2
3829487,Gazélec Ajaccio,4231,4141,8,514,422,0,69,0 days 01:33:02.958000,1.0,8.0,514.0,422.0,69.0,0,2
3829488,AS Monaco,433,442,0,11,10,0,2,0 days 00:25:11.280000,3.775095283468318,0.0,41.5260481181515,37.75095283468318,7.550190566936636,0,6
3829488,AS Monaco,442,442,8,359,382,3,68,0 days 01:09:53.946000,1.3603479873131412,10.88278389850513,488.3649274454177,519.65293115362,92.5036631372936,0,6
3829488,Guingamp,442,433,0,9,9,0,1,0 days 01:35:05.226000,1.0,0.0,9.0,9.0,1.0,1,6
3829488,Guingamp,442,442,17,392,317,3,74,0 days 01:35:05.226000,1.0,17.0,392.0,317.0,74.0,1,6
3829489,Lorient,442,4231,11,462,337,1,61,0 days 01:32:34.416000,1.0269495478912634,11.296445026803896,474.4506911257637,346.08199763935573,62.643922421367066,0,3
3829489,Montpellier,4231,442,11,361,318,2,38,0 days 01:32:34.416000,1.0269495478912634,11.296445026803896,370.72878678874605,326.56995622942173,39.024082819868006,1,3
3829490,OGC Nice,41212,41212,0,8,14,0,1,0 days 01:21:10.051000,1.177285412411492,0.0,9.418283299291936,16.481995773760886,1.177285412411492,0,5
3829490,OGC Nice,41212,4231,8,506,393,4,70,0 days 01:21:10.051000,1.177285412411492,9.418283299291936,595.7064186802149,462.67316707771636,82.40997886880444,0,5
3829490,Saint-Étienne,41212,41212,2,24,9,0,2,0 days 00:20:14.817000,4.71959151049088,9.43918302098176,113.27019625178113,42.47632359441792,9.43918302098176,1,5
3829490,Saint-Étienne,4231,41212,11,461,400,1,53,0 days 00:46:02.482000,2.075466917069505,22.830136087764554,956.7902487690417,830.1867668278019,109.99974660468375,1,5
3829491,Angers,433,433,7,278,345,2,28,0 days 01:34:10.952000,1.0,7.0,278.0,345.0,28.0,0,3
3829491,Marseille,433,433,18,677,478,1,60,0 days 01:34:10.952000,1.0,18.0,677.0,478.0,60.0,1,3
3829492,Lille,4231,4411,20,589,481,0,57,0 days 01:36:15.539000,1.0,20.0,589.0,481.0,57.0,1,1
3829492,Nantes,4411,4231,9,305,321,1,61,0 days 01:36:15.539000,1.0,9.0,305.0,321.0,61.0,0,1
3829493,Lille,343,4231,22,472,435,2,67,0 days 01:33:21.461000,1.0,22.0,472.0,435.0,67.0,1,2
3829493,Montpellier,4231,343,9,430,470,0,69,0 days 01:33:21.461000,1.0,9.0,430.0,470.0,69.0,0,2
3829494,Gazélec Ajaccio,4231,41212,1,27,13,0,1,0 days 00:30:03.673000,3.1740221204176144,3.1740221204176144,85.69859725127559,41.26228756542899,3.1740221204176144,1,3
3829494,Gazélec Ajaccio,433,433,6,428,359,2,65,0 days 01:05:21.225000,1.459976920477657,8.759861522865942,624.8701219644372,524.1317144514788,94.8984998310477,1,3
3829494,Toulouse,41212,4231,0,5,10,0,0,0 days 00:49:18.645000,1.9349729352456952,0.0,9.674864676228477,19.349729352456954,0.0,0,3
3829494,Toulouse,433,433,13,494,412,1,54,0 days 00:46:06.253000,2.0695496760419236,26.90414578854501,1022.3575399647103,852.6544665292726,111.75568250626388,0,3
3829495,Lyon,41212,4411,17,641,376,1,73,0 days 01:35:05.409000,1.0,17.0,641.0,376.0,73.0,1,1
3829495,Lyon,41212,442,0,14,17,0,2,0 days 01:35:05.409000,1.0,0.0,14.0,17.0,2.0,1,1
3829495,Stade de Reims,4411,41212,8,426,477,0,52,0 days 00:46:05.282000,2.0632286327398073,16.505829061918458,878.9353975471579,984.1600578168881,107.28788890246997,0,1
3829495,Stade de Reims,442,41212,0,17,28,0,3,0 days 00:49:00.127000,1.9405314804428515,0.0,32.98903516752848,54.33488145239984,5.821594441328554,0,1
3829496,Angers,4141,41212,0,1,0,0,0,0 days 01:34:50.710000,1.0,0.0,1.0,0.0,0.0,1,1
3829496,Angers,4141,433,17,514,462,1,61,0 days 01:34:50.710000,1.0,17.0,514.0,462.0,61.0,1,1
