matchid,hometeamname,awayteamname,teamid,teamname,ishometeam,isawayteam,statsid,statsname,value,rank,Location
2024450,Belgium,Russia,57451,Russia,False,True,92,Passes completed long,40.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,93,Passes received,293.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,94,Passes received short,52.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,95,Passes received medium,201.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,96,Passes received long,40.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,97,Passes accuracy short,0.743,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,98,Passes accuracy medium,0.859,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,99,Passes accuracy long,0.526,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,102,Passes completed forward,66.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,103,Passes completed backward,60.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,104,Passes completed left,82.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,105,Passes completed right,85.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,106,Passes per instance of possession,2.088,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,107,Delivery into attacking third,28.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,108,Delivery into key play area,21.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,109,Delivery into penalty area,3.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,110,Delivery into goal area,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,115,Solo run into attacking third,4.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,116,Solo run into key play area,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,117,Solo run into penalty area,2.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,118,Total Attacks,30.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,119,Attacks from centre,5.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,120,Attacks from right,14.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,121,Attacks from left,11.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,122,Organized attack,13.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,123,Counter attack,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,124,Clearances successful,11.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,125,Clearances unsuccesful,4.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,126,Tackles,16.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,127,Tackles lost,8.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,128,Tackles performed gaining the ball,7.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,129,Tackles performed not gaining the ball,6.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,130,Tackles suffered,1.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,131,Tackles suffered losing the ball,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,132,Tackles suffered not losing the ball,1.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,133,Lost balls,71.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,136,Lost balls own half,38.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,137,Lost balls opposite half,33.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,138,Change of possession,169.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,140,Blocks,2.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,141,Throw-in,26.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,142,Goals conceded from open play,3.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,143,Goals conceded from set pieces,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,144,Goals conceded in penalty area,3.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,145,Goals conceded outside penalty area,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,146,Saves in open play,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,147,Saves on set pieces,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,148,Saves on direct free kick,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,149,Saves on indirect free kick,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,150,Saves on penalty,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,151,Saves on corner,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,152,Saves in open play from centre,2.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,153,Saves in open play from left,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,154,Saves in open play from right,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,155,Punches,2.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,156,High Claims,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,157,Low Claims,2.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,158,Goalkeeper kicks attempted,6.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,159,Goalkeeper kicks short,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,160,Goalkeeper kicks medium,1.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,161,Goalkeeper kicks long,4.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,162,Goalkeeper kicks completed,5.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,163,Goalkeeper kicks completed short,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,164,Goalkeeper kicks completed medium,1.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,165,Goalkeeper kicks completed long,3.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,166,Goalkeeper kicks completed %,83.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,168,Fouls suffered,8.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,171,Fouls committed own half,2.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,172,Fouls committed opposite half,9.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,173,Fouls suffered own half,2.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,174,Fouls suffered opposite half,6.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,175,Penalty fouls,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,176,Handball,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,177,Simulation,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,181,Offsides suffered,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,182,Distance covered in low activity (m),62507.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,183,Distance covered in medium activity (m),21284.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,184,Distance covered in high activity (m),23372.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,185,Distance covered in very high activity (m),7955.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,186,Distance covered in low activity (%),54.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,187,Distance covered in medium activity (%),19.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,188,Distance covered in high activity (%),20.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,189,Distance covered in very high activity (%),7.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,190,Average distance covered,11043.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,191,Average distance covered in low activity,5820.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,192,Average distance covered in medium activity,2107.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,193,Average distance covered in high activity,2323.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,194,Average distance covered in very high activity covered,793.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,195,Time spent in low activity (%),80.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,196,Time spent in medium activity (%),10.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,197,Time spent in high activity (%),8.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,198,Time spent in very high activity (%),2.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,206,Sprints,365.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,219,Assists,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,220,Distance covered (Km),115.11,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,221,Distance covered in possession (Km),33.78,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,638,Matches played,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,639,Goals on set pieces,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,644,Attempts blocked outside penalty area,0.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,646,Distance covered not in possession (m),58140.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,647,Distance covered not in possession (Km),58.13,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,648,Attempts set pieces,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,649,Attempts in open play,4.0,2,Away
2024450,Belgium,Russia,57451,Russia,False,True,650,Attempts on throw in,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,651,Saves on attempts inside penalty area,1.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,652,Saves on attempts outside penalty area,0.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,682,Team average speed,7.0,1,Away
2024450,Belgium,Russia,57451,Russia,False,True,683,Big Chances,0.0,1,Away
2024462,Croatia,Czech Republic,56370,Croatia,True,False,1,Goals,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,2,Ball Possession,50.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,3,Total Attempts,11.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,4,Attempts on target,2.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,5,Attempts off target,6.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,6,Attempts against woodwork,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,11,Attempts Accuracy,18.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,12,Corners,4.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,13,Offsides,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,14,Saves,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,17,Tackles won,3.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,18,Clearances,17.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,19,Recovered balls,39.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,20,Fouls committed,7.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,21,Yellow cards,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,22,Red cards,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,23,Passes completed,364.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,24,Passes accuracy,82.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,27,Distance covered (m),101193.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,28,Distance covered in possession (m),37637.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,29,Top Speed (Km/h),31.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,32,Own-goals,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,33,Goals scored,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,34,Goals conceded,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,35,Own-goals for,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,36,Goals scored by right foot,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,37,Goals scored by left foot,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,38,Goals scored by head,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,39,Goals scored by backheel,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,40,Goals scored by other part of body,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,41,Goals scored in open play,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,42,Goals scored on direct free-kcik,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,43,Goals scored on indirect free-kcik,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,44,Goals scored on penalty,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,45,Goals on corner,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,46,Goals scored in penalty area,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,47,Goals scored outside penalty area,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,48,Goals on penalty phase,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,49,Goals in open play from centre,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,50,Goals in open play from left,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,51,Goals in open play from right,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,52,Attempts blocked,3.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,53,Attempts on bar,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,54,Attempts on post,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,55,Woodwork (after deflection),0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,56,Attempts on direct free kick,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,57,Attempts on indirect free kick,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,58,Attempts from corner,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,59,Attempts on target in penalty area,2.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,60,Attempts on target outside penalty area,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,61,Attempts off target in penalty area,2.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,62,Attempts off target outside penalty area,4.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,63,Attempts in open play from centre,9.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,64,Attempts in open play from left,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,65,Attempts in open play from right,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,67,Free kicks on goal,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,68,Instance of possession,194.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,70,Crosses attempted,18.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,71,Crosses short,2.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,72,Crosses medium,9.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,73,Crosses long,7.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,74,Crosses completed,3.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,75,Crosses completed short,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,76,Crosses completed medium,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,77,Crosses completed long,2.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,78,Corners short,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,79,Corners medium,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,80,Corners long,2.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,81,Corners completed,3.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,82,Corners completed short,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,83,Corners completed medium,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,84,Corners completed long,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,85,Dribbling,10.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,86,Passes attempted,443.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,87,Passes attempted short,90.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,88,Passes attempted medium,287.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,89,Passes attempted long,66.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,90,Passes completed short,71.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,91,Passes completed medium,253.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,92,Passes completed long,40.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,93,Passes received,364.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,94,Passes received short,71.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,95,Passes received medium,253.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,96,Passes received long,40.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,97,Passes accuracy short,0.789,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,98,Passes accuracy medium,0.882,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,99,Passes accuracy long,0.606,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,102,Passes completed forward,90.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,103,Passes completed backward,66.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,104,Passes completed left,105.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,105,Passes completed right,103.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,106,Passes per instance of possession,2.284,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,107,Delivery into attacking third,27.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,108,Delivery into key play area,10.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,109,Delivery into penalty area,9.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,110,Delivery into goal area,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,115,Solo run into attacking third,11.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,116,Solo run into key play area,9.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,117,Solo run into penalty area,6.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,118,Total Attacks,35.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,119,Attacks from centre,5.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,120,Attacks from right,10.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,121,Attacks from left,20.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,122,Organized attack,24.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,123,Counter attack,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,124,Clearances successful,10.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,125,Clearances unsuccesful,7.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,126,Tackles,9.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,127,Tackles lost,6.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,128,Tackles performed gaining the ball,5.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,129,Tackles performed not gaining the ball,4.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,130,Tackles suffered,13.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,131,Tackles suffered losing the ball,5.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,132,Tackles suffered not losing the ball,8.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,133,Lost balls,74.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,136,Lost balls own half,41.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,137,Lost balls opposite half,31.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,138,Change of possession,178.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,140,Blocks,3.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,141,Throw-in,30.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,142,Goals conceded from open play,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,143,Goals conceded from set pieces,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,144,Goals conceded in penalty area,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,145,Goals conceded outside penalty area,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,146,Saves in open play,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,147,Saves on set pieces,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,148,Saves on direct free kick,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,149,Saves on indirect free kick,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,150,Saves on penalty,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,151,Saves on corner,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,152,Saves in open play from centre,3.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,153,Saves in open play from left,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,154,Saves in open play from right,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,155,Punches,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,156,High Claims,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,157,Low Claims,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,158,Goalkeeper kicks attempted,10.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,159,Goalkeeper kicks short,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,160,Goalkeeper kicks medium,6.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,161,Goalkeeper kicks long,3.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,162,Goalkeeper kicks completed,8.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,163,Goalkeeper kicks completed short,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,164,Goalkeeper kicks completed medium,6.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,165,Goalkeeper kicks completed long,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,166,Goalkeeper kicks completed %,80.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,168,Fouls suffered,12.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,171,Fouls committed own half,4.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,172,Fouls committed opposite half,3.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,173,Fouls suffered own half,6.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,174,Fouls suffered opposite half,6.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,175,Penalty fouls,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,176,Handball,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,177,Simulation,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,181,Offsides suffered,2.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,182,Distance covered in low activity (m),56073.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,183,Distance covered in medium activity (m),16580.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,184,Distance covered in high activity (m),19740.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,185,Distance covered in very high activity (m),8800.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,186,Distance covered in low activity (%),55.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,187,Distance covered in medium activity (%),16.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,188,Distance covered in high activity (%),20.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,189,Distance covered in very high activity (%),9.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,190,Average distance covered,9813.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,191,Average distance covered in low activity,5325.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,192,Average distance covered in medium activity,1642.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,193,Average distance covered in high activity,1967.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,194,Average distance covered in very high activity covered,879.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,195,Time spent in low activity (%),82.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,196,Time spent in medium activity (%),9.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,197,Time spent in high activity (%),7.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,198,Time spent in very high activity (%),2.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,206,Sprints,371.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,219,Assists,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,220,Distance covered (Km),101.19,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,221,Distance covered in possession (Km),37.63,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,638,Matches played,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,639,Goals on set pieces,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,644,Attempts blocked outside penalty area,1.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,646,Distance covered not in possession (m),41289.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,647,Distance covered not in possession (Km),41.28,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,648,Attempts set pieces,1.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,649,Attempts in open play,10.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,650,Attempts on throw in,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,651,Saves on attempts inside penalty area,0.0,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,652,Saves on attempts outside penalty area,0.0,1,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,682,Team average speed,6.2,2,Home
2024462,Croatia,Czech Republic,56370,Croatia,True,False,683,Big Chances,1.0,1,Home
2024462,Croatia,Czech Republic,58837,Czech Republic,False,True,1,Goals,1.0,1,Away
2024462,Croatia,Czech Republic,58837,Czech Republic,False,True,2,Ball Possession,50.0,1,Away
2024462,Croatia,Czech Republic,58837,Czech Republic,False,True,3,Total Attempts,11.0,1,Away
